wohnflaeche;grundstueckflaeche;anz_zimmer;kategorie;keller;baujahr;energieeffizienz;zustand;kontextWert;price1;price2;priceDelta
13.16;-138.84;-2.0;1;0;6;0;0;0;529000;499000;30000
1.35;-158.0;0.0;1;0;-8;-1;0;0;530000;680000;-150000
4.35;-509.0;1.0;0;0;-1;0;0;0;530000;925000;-395000
2.72;-167.0;0.0;1;0;25;1;0;0;530000;569000;-39000
15.0;341.0;2.0;1;0;1;0;0;-100;532000;539000;-7000
-20.0;436.0;-5.0;0;1;5;0;0;50;532000;350000;182000
22.83;264.83;-1.0;0;0;17;0;0;-50;532000;249000;283000
-7.01;28.0;-1.0;1;0;9;-4;0;-50;535000;450000;85000
-0.01;-616.0;1.0;1;0;-5;0;0;0;535000;629000;-94000
2.99;120.0;0.0;1;2;13;-4;0;50;535000;340000;195000
-23.33;122.06;1.0;0;0;1;1;-2;150;535000;470000;65000
-23.33;122.06;1.0;0;0;1;1;-2;150;535000;470000;65000
-1.33;-51.94;-5.0;1;0;-69;-3;0;150;535000;620000;-85000
5.0;-111.0;4.0;1;0;-8;-2;0;0;535000;477000;58000
5.0;-111.0;4.0;1;0;-8;-2;0;0;535000;395000;140000
-10.0;139.0;0.0;1;-1;-1;-4;0;0;535000;469000;66000
0.0;0.0;0.0;0;0;-18;0;0;0;535000;575000;-40000
-9.0;88.0;0.0;0;2;-11;-3;0;50;535000;685000;-150000
0.0;939.0;1.0;0;0;-11;-1;0;0;535000;690000;-155000
-20.4;16.0;-2.0;0;0;7;4;0;50;537500;319000;218500
24.6;142.0;0.0;1;-2;-13;0;0;50;537500;474000;63500
24.6;142.0;0.0;1;-2;-13;0;0;50;537500;474000;63500
1.94;46.0;2.0;1;0;-3;2;0;50;539000;469000;70000
-5.0;-10.0;1.0;0;1;-29;-1;0;0;539000;398000;141000
1.0;768.0;0.0;0;0;-5;2;0;0;539000;422500;116500
-2.0;170.0;0.0;1;1;-12;0;0;0;539000;495000;44000
7.55;285.0;0.0;0;0;6;1;0;-100;539000;599000;-60000
7.83;-76.17;-3.0;1;0;16;0;0;50;539000;249000;290000
-2.0;-177.0;0.0;0;-2;-3;1;0;-100;539000;495000;44000
0.0;163.0;0.0;1;-1;-15;0;0;50;539000;399000;140000
4.0;162.0;1.0;0;-1;-14;-1;0;50;539000;459000;80000
0.0;112.0;2.0;0;-2;0;-5;0;-150;539000;560000;-21000
3.0;-7.0;1.0;0;-2;-14;-1;-1;-50;539000;398000;141000
3.0;-7.0;1.0;0;-2;-14;-1;-1;-50;539000;375000;164000
12.0;20.0;-1.0;1;0;5;1;0;0;540000;441000;99000
2.0;253.0;-1.0;0;0;1;-2;0;50;540000;375000;165000
7.0;40.0;-2.0;1;-2;5;0;0;-100;540000;480000;60000
20.0;-435.0;-1.0;0;0;2;0;0;-200;540000;379000;161000
32.0;103.0;-3.0;0;-1;12;4;0;-100;540000;120000;420000
18.82;-296.0;-2.0;1;-1;15;1;0;-150;540000;438000;102000
-20.0;0.0;-0.5;0;0;0;0;0;0;540000;620000;-80000
-7.0;95.0;0.5;0;0;2;0;2;0;540000;399000;141000
-1.0;-281.0;2.0;0;0;9;0;0;50;540000;375000;165000
1.0;48.0;-0.5;0;-2;1;-2;0;-100;540000;698000;-158000
7.28;-112.0;0.5;0;-2;-4;1;0;-50;540000;398000;142000
1.0;-113.0;1.0;0;-2;1;1;0;-150;540000;550000;-10000
-9.82;-20.0;2.0;0;-1;12;0;0;-200;540000;900000;-360000
-3.82;-6020.0;3.0;0;-1;1;1;0;50;540000;659000;-119000
-0.82;212.0;1.0;1;0;-7;0;0;250;540000;719000;-179000
0.0;0.0;0.0;1;0;0;0;0;0;545000;545000;0
0.0;0.0;0.0;1;0;0;0;0;0;545000;485000;60000
-11.0;255.0;1.0;1;0;-1;1;0;0;545000;589000;-44000
0.0;0.0;0.0;0;0;0;0;0;0;545000;485000;60000
0.0;0.0;0.0;1;0;0;0;0;0;545000;545000;0
-11.0;255.0;1.0;0;0;-1;1;0;0;545000;589000;-44000
6.54;98.0;1.5;0;-1;0;0;-1;0;545000;276000;269000
-3.0;-12.0;-0.5;1;-1;22;1;0;50;545000;698000;-153000
-3.0;-12.0;-0.5;1;-1;22;1;0;50;545000;749000;-204000
-4.0;-211.0;0.5;0;1;15;5;0;0;545000;425000;120000
-15.0;-84.0;-0.5;0;0;-5;3;0;-100;545000;650000;-105000
10.0;122.0;-0.5;0;0;-10;3;0;-100;545000;779900;-234900
-5.0;41.0;0.0;0;1;-5;1;-2;0;545000;635000;-90000
-3.0;-5.0;-2.0;0;0;-38;-1;0;0;545000;630000;-85000
-3.0;-5.0;-2.0;0;0;-38;-1;0;0;545000;598000;-53000
7.0;-246.0;2.0;0;-1;-2;0;0;-150;545000;550000;-5000
7.0;-246.0;2.0;0;-1;-2;0;0;-150;545000;550000;-5000
7.0;-246.0;2.0;0;-1;-2;0;0;-150;545000;608000;-63000
4.67;-426.04;-2.0;1;0;-35;-1;0;-100;546000;549000;-3000
4.71;-426.0;-2.0;1;0;-35;-1;0;-100;546000;549000;-3000
-0.12;-778.0;-1.0;1;1;211;-2;0;100;546000;269000;277000
-12.0;12.0;-3.0;1;0;-5;-1;0;0;547000;779900;-232900
1.71;-98.0;-5.0;1;0;13;1;0;0;547000;559900;-12900
-7.0;-60.0;0.0;0;0;-4;-1;1;-100;547000;995000;-448000
0.0;0.0;0.0;0;0;0;0;0;0;548000;499000;49000
0.0;0.0;0.0;0;0;-24;0;0;0;548000;548000;0
-11.38;235.0;-3.0;0;0;1;1;0;0;548000;679950;-131950
0.0;-171.0;0.0;0;0;12;-1;0;0;548000;599000;-51000
0.0;-419.0;0.5;1;0;-6;-1;0;50;548000;529000;19000
-10.0;193.5;0.0;1;0;-11;-1;0;50;548000;565000;-17000
0.0;0.0;0.0;0;0;24;0;0;0;548000;499000;49000
0.0;0.0;0.0;0;0;24;0;0;0;548000;548000;0
-11.38;235.0;-3.0;0;0;25;1;0;0;548000;679950;-131950
-2.0;29.0;1.0;0;0;-1;0;-1;100;549000;410000;139000
15.0;4.0;1.5;0;0;19;1;-3;0;549000;450000;99000
4.91;-135.0;1.0;1;1;-27;0;-1;0;549000;569000;-20000
-16.0;-32.0;1.0;0;0;6;0;0;0;549000;398000;151000
20.0;198.0;-3.0;0;0;0;0;0;50;549000;620000;-71000
11.0;94.0;0.0;1;2;-6;2;0;100;549000;550000;-1000
0.0;411.0;0.0;1;0;5;-1;0;100;549000;287000;262000
0.0;411.0;0.0;1;0;5;-1;0;100;549000;287000;262000
0.0;411.0;0.0;1;0;5;-1;0;100;549000;287000;262000
0.0;0.0;1.0;0;0;0;0;0;0;549000;499000;50000
4.0;-118.0;1.0;1;0;9;-1;0;-150;549000;599000;-50000
3.0;236.0;0.0;0;2;-21;-1;0;100;549000;599000;-50000
-11.0;-102.0;-1.0;0;-1;8;1;0;0;549000;387000;162000
6.0;86.0;0.0;0;-2;5;-4;0;-50;549000;599000;-50000
2.0;-209.0;0.0;0;-2;3;-5;0;50;549000;659000;-110000
0.0;0.0;0.0;1;0;0;0;0;0;549000;499000;50000
-4.03;-48.0;2.0;1;0;4;-1;0;0;549000;399000;150000
-10.28;-120.28;1.0;0;2;0;-1;0;50;549000;495000;54000
1.0;157.0;2.0;0;1;4;0;0;-150;549000;349000;200000
21.0;45.0;2.0;1;0;3;-2;0;50;549000;369000;180000
6.3;520.0;-3.0;1;1;7;-1;0;0;549000;460000;89000
15.21;86.0;1.0;1;-1;3;1;0;100;549000;635000;-86000
-8.91;36.0;0.0;1;-2;-11;2;2;0;549000;550000;-1000
-3.79;-191.0;0.0;0;0;21;-1;2;50;549000;379000;170000
-8.0;39.5;0.0;0;1;-3;-3;0;50;549000;499000;50000
-11.03;-146.0;-1.0;1;-1;12;0;0;50;549000;375000;174000
6.0;-257.0;0.0;1;-1;-4;0;0;-150;549000;559000;-10000
10.0;150.0;0.0;0;0;11;0;0;-50;549000;299000;250000
16.0;-25.0;0.0;0;0;7;0;0;100;549000;349000;200000
-1.45;-200.0;-3.0;0;-1;7;3;0;-50;549000;349000;200000
0.0;0.0;0.0;0;0;0;0;0;0;549000;499000;50000
0.0;0.0;0.0;0;0;0;0;0;0;549000;499000;50000
7.0;300.0;1.0;0;-1;6;2;0;0;549000;675000;-126000
-4.0;172.0;4.0;1;1;-5;-4;0;0;549000;480000;69000
-2.51;299.0;4.0;1;1;8;-2;0;0;549000;398500;150500
-1.0;20.0;4.0;1;-1;-7;-7;0;-150;549000;659000;-110000
18.64;-165.8;6.0;1;0;1;1;0;-50;549000;415000;134000
-4.8;-122.8;1.0;0;2;-20;-1;0;100;549000;493000;56000
17.2;-201.8;4.0;0;0;7;1;0;50;549000;350000;199000
11.0;109.0;-0.5;1;0;4;-1;0;0;549000;425000;124000
16.0;-232.0;-2.0;0;0;3;2;0;0;549000;595000;-46000
-17.0;-387.0;-2.0;0;0;2;0;0;0;549000;480000;69000
-6.0;138.0;0.0;0;-1;9;1;0;0;549000;599000;-50000
4.0;-12.0;0.5;1;-1;-7;2;0;-200;549000;529000;20000
-10.0;256.0;0.0;1;-1;0;2;0;150;549000;499000;50000
5.0;2726.0;0.0;0;0;12;0;0;0;549000;619000;-70000
-5.0;2513.0;-1.0;0;0;5;0;0;100;549000;485000;64000
3.0;2985.0;-4.0;1;2;2;0;0;-50;549000;395000;154000
-0.04;-0.04;0.0;0;0;0;0;0;0;549000;549000;0
11.49;-97.0;3.0;0;0;-19;-2;0;150;549000;645000;-96000
43.29;-15.0;5.0;0;1;3;-1;0;100;549000;349000;200000
-0.05;-0.05;0.0;0;0;0;0;0;0;549000;499000;50000
5.08;1239.0;0.0;0;-2;-16;0;0;50;549000;359000;190000
5.22;2187.0;-1.0;1;-1;-22;0;0;0;549000;259000;290000
0.04;0.04;0.0;0;0;0;0;0;0;549000;549000;0
11.53;-96.96;3.0;0;0;-19;-2;0;150;549000;645000;-96000
43.33;-14.96;5.0;0;1;3;-1;0;100;549000;349000;200000
0.0;0.0;0.0;0;0;0;0;0;0;549500;564500;-15000
6.0;27.0;3.0;1;0;89;2;0;0;549500;498000;51500
8.0;4056.0;-1.0;0;1;16;1;0;0;549500;425000;124500
0.0;-8.0;2.0;0;0;8;0;0;50;550000;277500;272500
6.0;-9.0;2.0;0;0;-4;0;0;-150;550000;960000;-410000
6.0;-135.0;1.0;0;0;-15;0;0;-50;550000;495000;55000
-2.54;95.0;0.0;0;2;-5;2;0;100;550000;395000;155000
-4.0;-18.0;-4.0;0;0;-2;1;0;250;550000;490000;60000
11.0;192.0;-0.5;0;0;-9;1;0;100;550000;525000;25000
0.0;0.0;0.0;0;0;0;0;0;0;550000;519000;31000
9.0;104.0;-3.0;1;-2;6;-2;0;-50;550000;620000;-70000
-11.0;-94.0;0.0;1;-2;6;-2;0;-100;550000;549000;1000
0.0;0.0;0.0;0;0;0;0;0;0;550000;550000;0
-5.0;7.0;-1.0;1;0;3;2;0;50;550000;449000;101000
-5.0;146.0;3.0;0;0;3;1;0;50;550000;384000;166000
15.0;1500.0;0.0;0;0;0;0;0;0;550000;349000;201000
0.0;301.0;0.0;1;0;-9;3;0;-100;550000;384500;165500
8.0;2228.0;-1.0;0;0;0;1;0;100;550000;459000;91000
-0.78;-117.0;-1.0;1;1;51;-1;0;0;550000;499000;51000
0.12;-177.0;-2.0;1;0;5;-1;0;200;550000;699000;-149000
0.12;-177.0;-2.0;1;0;5;-1;0;200;550000;699000;-149000
2.9;86.0;-2.0;0;0;15;1;0;0;550000;397000;153000
2.9;86.0;-2.0;0;0;15;1;0;0;550000;429000;121000
5.55;-50.0;-3.0;0;-2;8;2;0;-50;550000;375000;175000
-0.22;198.0;0.0;0;0;-7;-2;0;100;550000;485000;65000
7.78;-228.0;-5.0;0;0;3;0;0;-100;550000;299000;251000
-8.22;-89.0;-4.0;1;0;-4;-2;0;-100;550000;399000;151000
-10.0;21.0;1.0;0;-1;3;-2;0;0;550000;495000;55000
19.0;19.0;2.0;0;1;-5;0;0;0;550000;465000;85000
19.0;19.0;2.0;0;1;-5;0;0;0;550000;465000;85000
0.0;0.0;0.0;0;0;0;0;0;0;550000;550000;0
6.28;1.0;-0.5;0;0;-5;0;0;100;550000;398000;152000
0.0;161.0;-1.5;0;0;0;-3;0;50;550000;698000;-148000
0.0;0.0;0.0;0;0;0;0;0;0;550000;499000;51000
13.0;307.0;3.0;0;-1;2;1;0;50;550000;469000;81000
-2.5;146.0;3.0;0;-1;36;1;0;100;550000;715000;-165000
0.0;0.0;0.0;0;0;0;0;0;0;550000;608000;-58000
0.0;0.0;0.0;0;0;0;0;0;0;550000;550000;0
-7.0;246.0;-2.0;0;1;2;0;0;150;550000;545000;5000
0.0;0.0;0.0;0;0;0;0;0;0;550000;579000;-29000
0.0;0.0;0.0;1;0;0;0;0;0;550000;579000;-29000
6.0;190.0;2.0;0;0;3;-1;0;0;550000;498000;52000
0.0;0.0;0.0;0;0;0;0;0;0;550000;550000;0
6.28;1.0;-0.5;0;0;-5;0;0;100;550000;398000;152000
0.0;161.0;-1.5;0;0;0;-3;0;50;550000;698000;-148000
3.0;29.0;4.0;0;2;-7;-2;0;50;550000;498000;52000
8.0;-24.0;0.0;1;0;17;0;0;50;550000;399000;151000
-3.0;-161.0;2.0;0;2;-10;-1;0;50;550000;579000;-29000
0.0;0.0;0.0;0;0;0;0;0;0;550000;608000;-58000
0.0;0.0;0.0;0;0;0;0;0;0;550000;550000;0
-7.0;246.0;-2.0;0;1;2;0;0;150;550000;545000;5000
0.0;0.0;0.0;0;0;0;0;0;0;550000;550000;0
-5.0;7.0;-1.0;1;0;3;2;0;50;550000;449000;101000
-5.0;146.0;3.0;0;0;3;1;0;50;550000;384000;166000
-2.0;-3.0;1.5;0;-1;6;0;0;50;550000;449000;101000
5.0;-145.0;1.0;0;0;-3;0;0;50;550000;348000;202000
1.0;-207.0;-1.0;0;-1;1;1;0;50;550000;329000;221000
1.0;-280.0;0.0;0;-2;4;-4;0;0;555000;382000;173000
22.0;-79.0;2.0;0;0;5;1;0;0;555000;480000;75000
-9.0;191.0;-1.0;0;-2;7;0;0;100;555000;560000;-5000
-5.0;600.0;2.0;1;-1;3;-1;-1;0;558000;459000;99000
-5.12;599.88;2.0;1;-1;3;-1;-1;0;558000;459000;99000
-29.0;-3844.0;2.0;0;-1;-2;-3;0;0;558000;749000;-191000
0.0;-168.0;-2.0;1;0;3;1;0;0;559000;480000;79000
-10.65;18.0;-1.0;0;0;17;0;0;0;559000;299900;259100
0.0;-106.0;-1.0;0;0;5;2;0;100;559000;329000;230000
0.0;0.0;0.0;0;0;0;0;0;0;559000;559000;0
12.75;1348.0;0.0;0;-1;11;0;-1;0;559000;670000;-111000
6.85;423.0;-1.0;0;1;-10;2;-1;-100;559000;360000;199000
0.0;0.0;0.0;0;0;0;0;0;0;559000;559000;0
-7.0;296.0;1.5;0;0;-8;1;0;-50;559000;425000;134000
-7.0;296.0;1.5;0;0;-8;1;0;-50;559000;449000;110000
0.0;0.0;0.0;0;0;0;0;0;0;559000;559000;0
-6.0;-445.0;0.0;1;0;-4;-1;0;0;559000;650000;-91000
9.0;-75.0;1.0;1;0;16;1;0;100;559000;600000;-41000
0.0;0.0;0.0;0;0;0;0;0;0;559000;559000;0
-6.0;-445.0;0.0;1;0;-4;-1;0;0;559000;650000;-91000
9.0;-75.0;1.0;1;0;16;1;0;100;559000;600000;-41000
0.0;0.0;0.0;0;0;0;0;0;0;559000;559000;0
-7.0;296.0;1.5;0;0;-8;1;0;-50;559000;425000;134000
-7.0;296.0;1.5;0;0;-8;1;0;-50;559000;449000;110000
50.0;-3675.0;0.5;0;1;-5;-2;0;-100;559000;849000;-290000
31.0;1159.0;0.0;1;1;-16;-3;1;50;559000;370000;189000
0.0;1435.0;-9.0;1;0;11;-3;0;500;559000;285000;274000
0.0;0.0;0.0;0;0;0;0;0;0;559000;559000;0
12.75;1348.0;0.0;0;-1;11;0;-1;0;559000;670000;-111000
6.85;423.0;-1.0;0;1;-10;2;-1;-100;559000;360000;199000
-1.71;98.0;5.0;1;0;-13;-1;0;0;559900;547000;12900
-6.71;-380.0;2.0;0;0;1;-1;0;50;559900;950000;-390100
16.29;-205.0;3.0;1;0;-2;1;0;0;559900;589000;-29100
0.93;-359.0;1.0;1;0;-18;-2;0;0;560000;569000;-9000
1.61;-9.0;0.0;1;2;-55;-5;0;0;560000;499000;61000
2.93;-295.0;0.0;1;0;-27;-3;0;0;560000;729000;-169000
-11.0;92.0;-1.0;0;0;11;1;0;-50;560000;690000;-130000
0.0;-112.0;-2.0;0;2;0;5;0;150;560000;539000;21000
-11.0;297.0;0.0;1;0;0;1;0;50;560000;399000;161000
0.97;150.0;2.0;0;0;-8;0;0;100;560000;399000;161000
-7.0;148.0;0.0;0;0;4;-1;0;100;560000;485000;75000
-1.0;-52.0;1.0;0;0;4;0;0;250;560000;550000;10000
8.79;-109.0;3.0;0;0;-51;-2;0;0;560000;650000;-90000
10.0;1691.0;4.0;0;-1;-50;-1;0;0;560000;569000;-9000
-30.0;-109.0;2.0;0;-1;-30;-3;0;0;560000;625000;-65000
0.0;0.0;0.0;0;0;0;0;0;0;560000;598000;-38000
6.38;-140.0;1.0;0;0;-4;0;0;1650;560000;548000;12000
56.0;-340.0;1.0;0;0;0;2;0;150;560000;790000;-230000
180.0;0.0;6.0;1;0;0;0;0;0;560000;285000;275000
180.0;0.0;6.0;1;0;0;0;0;0;560000;385000;175000
15.0;1299.0;0.0;1;-2;37;0;2;200;560000;920000;-360000
0.0;0.0;0.0;0;0;0;0;0;0;564500;549500;15000
6.0;27.0;3.0;1;0;89;2;0;0;564500;498000;66500
8.0;4056.0;-1.0;0;1;16;1;0;0;564500;425000;139500
-2.0;-8.5;0.0;0;0;0;0;0;0;565000;498000;67000
-2.0;-8.5;0.0;0;0;0;0;0;0;565000;579000;-14000
2.0;59.5;0.0;1;0;4;-4;0;0;565000;410000;155000
-4.61;-170.0;-1.0;0;1;5;0;0;0;565000;379000;186000
6.0;132.0;1.0;0;1;8;0;0;-50;565000;420000;145000
6.0;132.0;1.0;1;1;8;0;0;-50;565000;470000;95000
1.0;44.0;0.0;1;0;15;-2;0;-100;569000;529000;40000
1.0;44.0;0.0;1;0;15;-2;0;-100;569000;529000;40000
4.0;100.0;-1.0;0;0;17;1;0;-100;569000;498000;71000
2.0;180.0;-2.0;1;0;-4;0;0;50;569000;499000;70000
25.0;3.0;-1.0;1;0;-8;1;0;0;569000;379000;190000
2.0;51.0;-3.5;1;0;-4;4;0;150;569000;355000;214000
-17.0;-32.0;-2.0;0;0;5;0;0;-50;569000;680000;-111000
5.31;93.71;-1.0;0;2;-4;0;0;-150;569000;796000;-227000
5.6;94.0;-1.0;0;2;-4;0;0;-150;569000;796000;-227000
5.0;29.0;0.0;0;-1;-9;1;0;50;569000;450000;119000
7.0;86.0;0.0;0;-1;-12;0;0;-50;569000;350000;219000
7.0;86.0;0.0;0;-1;-12;0;0;-50;569000;398000;171000
2.0;64.0;-1.0;0;0;-9;-1;0;0;569000;729000;-160000
-1.21;-1800.0;-1.0;0;1;-1;-1;0;0;569000;650000;-81000
10.91;46.0;0.0;0;1;-15;0;0;200;569000;569000;0
0.0;54.0;0.0;0;0;-2;-1;0;-100;569000;625000;-56000
20.0;61.0;-1.5;0;0;-1;0;0;-50;569000;698000;-129000
0.0;-250.0;-1.0;0;0;3;0;0;150;569000;595000;-26000
2.0;28.0;0.0;0;-2;-2;0;0;-50;569000;639000;-70000
-7.09;-325.0;0.0;0;-1;-15;2;0;0;569000;569000;0
-19.0;-217.0;-3.0;0;-2;-10;0;0;0;569000;810000;-241000
-7.0;-294.0;-1.0;0;-1;4;-1;2;0;569000;820000;-251000
23.0;341.0;-1.0;0;-1;1;0;0;250;569000;429000;140000
23.0;341.0;-1.0;0;-1;1;0;0;250;569000;429000;140000
-7.37;-369.0;1.0;0;0;1;0;0;0;569000;599900;-30900
-7.37;-841.0;-1.0;0;0;-2;0;0;0;569000;849000;-280000
-7.37;-841.0;-1.0;0;0;-2;0;0;0;569000;849000;-280000
-3.76;-9.0;2.0;1;1;-1;1;2;0;569000;450000;119000
9.23;-33.0;-1.0;0;0;12;0;2;0;569000;319000;250000
9.19;59.0;1.0;0;1;6;1;0;150;569000;299000;270000
-11.91;108.0;-3.0;0;-1;5;-2;0;0;569000;810000;-241000
-8.91;18.0;-1.0;0;-1;6;-1;0;-200;569000;729000;-160000
7.09;325.0;0.0;0;1;15;-2;0;0;569000;569000;0
20.0;-2.0;-1.0;0;-1;-1;0;0;-100;570000;375000;195000
-19.46;128.0;-2.0;0;0;-2;-2;0;0;570000;369000;201000
4.0;239.0;-1.0;0;-1;-7;-1;1;0;570000;579000;-9000
-5.04;1947.96;-2.0;1;0;5;2;-1;150;570000;149000;421000
-5.05;1947.95;-2.0;1;0;5;2;-1;150;570000;149000;421000
22.0;-120.0;-2.0;1;0;-34;4;-3;0;570000;169000;401000
3.54;14288.0;7.0;0;-1;17;-3;0;50;572000;490000;82000
3.54;14288.0;7.0;0;-1;17;-3;0;50;572000;390000;182000
1.54;13407.0;3.0;0;-2;-192;2;0;50;572000;480000;92000
0.11;0.11;0.0;0;0;0;0;0;0;575000;575000;0
0.2;0.2;0.0;0;0;0;0;0;0;575000;575000;0
656.27;3132.27;25.0;1;-2;-10;0;0;-50;575000;259000;316000
0.0;0.0;0.0;0;0;0;0;0;0;575000;525000;50000
0.0;0.0;0.0;1;0;0;0;0;0;575000;525000;50000
-13.54;-97.0;0.5;0;2;4;1;0;0;575000;395000;180000
-6.0;89.0;-2.0;0;0;2;0;0;-200;575000;580000;-5000
-6.0;89.0;-2.0;0;0;2;0;0;-200;575000;600000;-25000
4.0;-5.0;-2.0;1;0;-21;2;0;-50;575000;500000;75000
0.0;0.0;0.0;0;0;18;0;0;0;575000;535000;40000
-9.0;88.0;0.0;0;2;7;-3;0;50;575000;685000;-110000
0.0;939.0;1.0;0;0;7;-1;0;0;575000;690000;-115000
0.0;0.0;0.0;0;0;0;0;0;0;575000;575000;0
0.0;0.0;0.0;0;0;0;0;0;0;575000;575000;0
-11.0;-76.0;-3.0;0;2;-14;2;0;0;575000;850000;-275000
0.0;0.0;0.0;0;0;0;0;0;0;575000;575000;0
-1.56;-127.0;-0.5;0;0;-6;0;0;100;575000;455000;120000
-11.0;-50.0;0.0;0;0;-10;1;0;50;575000;790000;-215000
-4.7;568.0;-2.5;0;-1;1;1;0;50;575000;730000;-155000
8.3;1481.0;-0.5;1;-2;1;-1;0;0;575000;599000;-24000
-1.7;1259.0;-2.5;0;-2;-6;2;0;-50;575000;479000;96000
-2.0;-167.0;-1.0;0;2;-13;1;0;-100;575000;465000;110000
-8.0;-431.0;-3.0;0;0;-24;0;0;0;575000;650000;-75000
-9.33;-10.0;3.0;0;0;-46;-1;0;-100;575000;630000;-55000
3.76;1225.0;-1.0;0;0;4;0;0;0;575000;437000;138000
-1.56;666.0;-1.0;0;0;0;2;0;0;575000;325000;250000
2.44;1370.0;0.0;0;0;-1;-3;0;50;575000;429000;146000
-0.09;-0.09;0.0;0;0;0;0;0;0;575000;575000;0
-0.2;-0.2;0.0;0;0;0;0;0;0;575000;575000;0
656.07;3132.07;25.0;1;-2;-10;0;0;-50;575000;259000;316000
0.0;0.0;0.0;0;0;0;0;0;0;575000;575000;0
0.0;0.0;0.0;0;0;0;0;0;0;575000;575000;0
-11.0;-76.0;-3.0;0;2;-14;2;0;0;575000;850000;-275000
0.0;0.0;0.0;0;0;0;0;0;0;575000;575000;0
-1.56;-127.0;-0.5;0;0;-6;0;0;100;575000;455000;120000
-11.0;-50.0;0.0;0;0;-10;1;0;50;575000;790000;-215000
0.0;0.0;0.0;0;0;0;0;0;0;575000;575000;0
0.0;0.0;0.0;0;0;0;0;0;0;575000;575000;0
-11.0;-76.0;-3.0;0;2;-14;2;0;0;575000;850000;-275000
0.09;0.09;0.0;0;0;0;0;0;0;575000;575000;0
-0.11;-0.11;0.0;0;0;0;0;0;0;575000;575000;0
656.16;3132.16;25.0;1;-2;-10;0;0;-50;575000;259000;316000
-11.29;-99.0;0.0;1;0;3;0;0;0;575000;399000;176000
4.71;-26.0;0.0;0;0;3;0;0;200;575000;499000;76000
3.71;-51.0;2.0;1;0;32;0;0;0;575000;460000;115000
14.0;0.0;0.0;0;0;0;0;0;0;578000;635000;-57000
-3.0;238.0;0.0;0;0;13;0;0;0;578000;387000;191000
8.0;340.0;1.0;0;1;5;-1;0;0;578000;549000;29000
6.78;219.0;1.0;0;0;-7;0;0;0;579000;675000;-96000
-11.0;-29.0;1.0;0;2;-7;1;0;0;579000;480000;99000
-4.0;104.0;-2.0;0;0;1;1;0;150;579000;599000;-20000
0.0;0.0;0.0;0;0;0;0;0;0;579000;579000;0
0.0;0.0;0.0;0;0;0;-3;0;0;579000;579000;0
0.0;0.0;0.0;0;0;0;-3;0;0;579000;579000;0
0.0;0.0;0.0;0;0;0;0;0;0;579000;529000;50000
0.0;0.0;0.0;0;0;0;0;0;0;579000;579000;0
6.14;-6.0;2.0;0;-2;-18;-2;-1;50;579000;699000;-120000
2.0;-110.0;0.5;1;0;4;-3;0;0;579000;819000;-240000
3.0;199.0;0.0;1;0;0;-2;-1;0;579000;485000;94000
-4.0;-239.0;1.0;0;1;7;1;-1;0;579000;570000;9000
-6.0;105.0;-1.0;0;-1;-10;0;-1;50;579000;296000;283000
5.0;90.0;0.5;0;-1;22;-1;0;-150;579000;620000;-41000
-4.0;-414.0;0.0;1;-1;-18;1;0;100;579000;549000;30000
0.0;0.0;0.0;0;0;0;0;0;0;579000;579000;0
0.0;0.0;0.0;0;0;0;-3;0;0;579000;579000;0
0.0;0.0;0.0;0;0;0;-3;0;0;579000;579000;0
0.0;0.0;0.0;1;0;0;0;0;0;579000;579000;0
0.0;0.0;0.0;1;0;0;0;0;0;579000;550000;29000
6.0;190.0;2.0;1;0;3;-1;0;0;579000;498000;81000
0.0;0.0;0.0;0;0;0;0;0;0;579000;550000;29000
0.0;0.0;0.0;1;0;0;0;0;0;579000;579000;0
6.0;190.0;2.0;0;0;3;-1;0;0;579000;498000;81000
6.0;32.0;1.0;0;-1;10;0;0;0;579000;385000;194000
6.0;32.0;1.0;0;-1;10;0;0;0;579000;349000;230000
-3.23;196.5;2.0;0;0;-7;0;0;0;579000;385000;194000
0.0;0.0;0.0;0;0;0;0;0;0;579000;498000;81000
2.0;8.5;0.0;0;0;0;0;0;0;579000;565000;14000
-3.0;-56.0;1.0;1;0;-2;-3;0;0;579000;529000;50000
0.0;0.0;0.0;0;0;0;0;0;0;579000;579000;0
0.0;0.0;0.0;0;0;0;3;0;0;579000;579000;0
0.0;0.0;0.0;0;0;0;3;0;0;579000;579000;0
0.0;0.0;0.0;0;0;0;0;0;0;579000;529000;50000
0.0;0.0;0.0;0;0;0;0;0;0;579000;579000;0
6.14;-6.0;2.0;0;-2;-18;-2;-1;50;579000;699000;-120000
-4.0;38.0;0.0;0;0;-4;0;0;150;579000;625000;-46000
3.0;98.0;0.0;0;0;0;1;0;150;579000;448000;131000
7.0;-56.0;0.0;0;2;1;0;-2;0;579000;450000;129000
0.0;0.0;0.0;0;0;0;0;0;0;579000;579000;0
0.0;0.0;0.0;0;0;0;3;0;0;579000;579000;0
0.0;0.0;0.0;0;0;0;3;0;0;579000;579000;0
0.0;0.0;0.0;0;0;0;0;0;0;579900;579900;0
23.0;878.0;5.0;0;1;-3;0;0;50;579900;425000;154900
0.0;693.0;3.0;1;0;-23;0;0;100;579900;639000;-59100
0.0;0.0;0.0;0;0;0;0;0;0;579900;579900;0
23.0;878.0;5.0;0;1;-3;0;0;50;579900;425000;154900
