wohnflaeche;grundstueckflaeche;anz_zimmer;kategorie;keller;baujahr;energieeffizienz;zustand;kontextWert;price1;price2;priceDelta
0.23;0.23;0.0;0;0;0;0;0;0;249000;275000;-26000
2.23;-16.77;-1.0;0;0;7;0;0;0;249000;299000;-50000
2.23;-16.77;-1.0;0;0;7;0;0;0;249000;299000;-50000
0.0;0.0;0.0;0;0;0;0;0;0;249000;285000;-36000
1.0;269.0;1.0;0;0;0;0;0;150;249000;169000;80000
6.0;31.0;1.5;1;1;-5;-1;-1;0;249000;259000;-10000
-4.0;98.0;-1.0;0;1;0;2;2;0;249000;280000;-31000
7.59;204.0;0.5;0;0;-1;5;0;-50;249000;299000;-50000
1.0;213.0;0.0;1;1;13;3;0;0;249000;414500;-165500
-14.08;126.0;-5.0;1;0;-52;0;0;0;249000;369000;-120000
-14.08;124.0;-1.0;1;0;-83;0;0;50;249000;254000;-5000
-9.78;-137.0;-4.0;1;1;-5;0;0;-300;249000;595000;-346000
0.0;-6.0;3.0;0;0;-6;2;0;150;249000;259000;-10000
0.0;-101.0;3.0;1;0;9;3;0;-50;249000;249000;0
0.0;-101.0;3.0;1;0;9;3;0;-50;249000;199000;50000
0.0;30.0;0.0;0;0;-5;-1;0;-50;249000;299000;-50000
0.0;30.0;0.0;0;0;-5;-1;0;-50;249000;319000;-70000
-10.92;85.0;-1.0;0;-2;4;0;0;0;249000;284000;-35000
0.17;0.17;0.0;0;0;0;0;0;0;249000;299000;-50000
0.17;0.17;0.0;0;0;0;0;0;0;249000;249000;0
-7.83;76.17;3.0;1;0;-16;0;0;-50;249000;539000;-290000
-4.0;-184.0;0.0;1;1;4;0;0;100;249000;260000;-11000
3.0;-450.0;1.0;0;0;-2;1;0;-50;249000;259000;-10000
14.0;-131.0;1.0;0;0;6;2;0;50;249000;185000;64000
5.0;-475.0;2.0;1;0;-5;0;0;50;249500;219000;30500
34.54;-111.0;0.0;1;0;0;-1;0;50;249500;180000;69500
2.54;-1569.29;-1.0;1;2;0;-1;0;-100;249500;198000;51500
0.0;0.0;0.0;0;0;0;0;0;0;249900;245000;4900
0.0;-13.0;0.0;0;0;8;1;0;100;249900;195000;54900
0.0;6.0;1.0;0;0;0;1;3;-50;249900;219000;30900
-12.12;9.0;2.0;0;0;-93;1;0;0;249900;370000;-120100
-0.59;-64.1;5.0;0;0;-30;4;0;-100;249900;280000;-30100
-0.72;-64.23;5.0;0;0;-30;4;0;-100;249900;280000;-30100
-1.0;1366.0;-1.0;1;0;-2;0;0;-50;249900;389000;-139100
22.0;4.0;0.0;0;1;7;0;0;-150;249900;279000;-29100
-8.0;1504.0;0.0;0;0;5;0;0;-50;249900;455000;-205100
-4.65;380.0;-1.0;0;0;-3;0;0;0;249900;325000;-75100
-4.65;380.0;-1.0;0;0;-3;0;0;0;249900;325000;-75100
12.0;50.0;0.0;0;-1;-3;-3;0;-100;249900;349000;-99100
0.0;0.0;0.0;0;0;-1000;0;0;0;249900;279900;-30000
5.0;44.0;0.0;1;0;1;-1;2;-50;249900;350000;-100100
9.0;-338.0;-6.0;1;0;-1;-4;2;-50;249900;349000;-99100
7.05;46.0;0.0;0;1;-2;2;0;100;250000;239000;11000
8.0;1.0;-1.0;0;1;-9;1;0;150;250000;350000;-100000
-5.0;1239.0;0.0;0;0;1;2;0;0;250000;329717;-79717
3.0;102.0;1.0;0;1;4;-4;0;0;250000;479000;-229000
2.0;-295.0;-1.0;0;0;-8;-1;0;0;250000;350000;-100000
0.0;38.0;-2.0;0;-1;14;-3;0;0;250000;389000;-139000
5.63;164.0;0.0;0;0;9;-4;2;50;250000;579000;-329000
5.63;164.0;0.0;0;0;9;-4;2;50;250000;550000;-300000
18.63;-4.0;2.0;0;0;5;-6;2;0;250000;745000;-495000
-17.0;-135.0;-1.0;0;-1;0;1;0;-200;250000;349000;-99000
7.0;-460.0;1.0;0;-1;0;-3;0;100;250000;459000;-209000
7.0;-460.0;1.0;0;-1;0;-3;0;100;250000;459000;-209000
0.75;38.0;-1.0;1;0;-7;0;0;0;250000;199000;51000
1.75;118.0;-2.0;0;0;4;-1;0;0;250000;219000;31000
-7.49;-53.0;-2.0;0;1;-8;-1;0;0;250000;245000;5000
-6.19;47.0;1.0;0;0;-1;1;0;0;250000;195000;55000
3.81;-34.0;2.0;0;-1;-5;1;0;0;250000;158000;92000
-6.19;60.0;1.0;0;0;-9;0;0;-100;250000;249900;100
-7.0;174.0;1.0;1;0;-10;-2;2;0;250000;669000;-419000
-7.0;174.0;1.0;1;0;-10;-2;2;0;250000;669000;-419000
4.0;-284.0;-4.0;0;0;62;2;0;-50;250000;315000;-65000
0.0;-84.0;0.0;1;-2;7;1;-2;0;250000;320000;-70000
-12.0;-216.0;1.0;0;-2;-18;0;0;0;250000;349000;-99000
5.96;-55.04;1.0;0;-2;-18;2;0;100;250000;299000;-49000
0.0;0.0;0.0;0;0;0;0;0;0;250000;289000;-39000
-15.0;143.0;-1.0;0;-2;2;1;0;150;250000;250000;0
-10.0;1040.0;-1.0;0;0;-5;1;0;0;250000;329000;-79000
0.63;-177.0;0.0;0;0;1;0;0;-150;250000;298500;-48500
10.0;-5.0;3.0;0;-1;-9;0;0;-50;250000;259000;-9000
4.28;171.0;1.0;0;0;-15;1;0;0;250000;298000;-48000
-9.58;115.0;1.0;0;-2;35;0;0;-100;252000;299000;-47000
-21.58;306.0;-2.0;0;0;-3;-6;0;50;252000;298000;-46000
-15.4;274.0;0.0;1;-2;16;-3;0;0;252000;330000;-78000
0.0;2.0;-4.0;0;0;31;0;0;-50;254000;369000;-115000
-5.0;178.0;-1.0;0;0;9;-1;2;50;254000;340000;-86000
-10.0;144.0;-1.0;0;2;1;-3;2;0;254000;479000;-225000
-3.71;86.0;0.0;0;0;4;1;2;0;254000;260000;-6000
-2.06;-175.0;2.0;0;0;8;0;2;0;254000;265000;-11000
-3.57;-46.0;1.0;1;0;24;0;0;-50;254000;279000;-25000
0.0;0.0;0.0;0;0;0;0;0;0;254000;254000;0
0.0;0.0;0.0;0;0;0;0;0;0;254000;269000;-15000
17.3;-35.0;1.0;0;0;5;0;0;0;254000;369000;-115000
0.0;0.0;0.0;0;0;0;0;0;0;254000;254000;0
0.0;0.0;0.0;0;0;0;0;0;0;254000;269000;-15000
17.3;-35.0;1.0;0;0;5;0;0;0;254000;369000;-115000
-2.86;-9.0;-1.0;0;-2;-6;-2;0;0;254900;325000;-70100
1.14;-197.0;0.0;0;-2;14;0;0;0;254900;259000;-4100
-20.71;-45.0;0.0;0;-2;2;0;0;0;254900;395000;-140100
-8.0;195.0;3.0;1;2;4;-1;0;-200;255000;595000;-340000
-5.0;644.0;4.0;1;2;-2;-4;0;0;255000;466000;-211000
-5.06;643.94;4.0;1;2;-2;-4;0;0;255000;466000;-211000
-10.0;-8.0;-1.0;0;1;-18;0;0;-50;255000;499000;-244000
-10.15;-8.15;-1.0;0;1;-18;0;0;-50;255000;499000;-244000
14.0;-152.0;-4.0;0;-1;3;1;0;-50;255000;399000;-144000
-50.6;5030.0;-2.0;0;0;-2;0;0;-300;255000;180000;75000
2.9;5388.0;0.0;0;0;10;1;0;-2550;255000;295000;-40000
2.9;5388.0;0.0;0;0;10;1;0;-2550;255000;310000;-55000
-0.03;-0.03;0.0;0;0;0;0;0;0;258000;258000;0
15.0;-316.0;1.0;0;0;27;4;0;-100;258000;239000;19000
15.0;210.0;3.0;0;0;53;5;0;-100;258000;346000;-88000
-2.0;-156.0;1.0;0;2;12;0;0;50;258000;175000;83000
-1.0;153.0;2.0;0;0;-12;0;0;-150;258000;340000;-82000
11.42;480.0;2.0;0;0;0;0;0;0;258000;275000;-17000
0.03;0.03;0.0;0;0;0;0;0;0;258000;258000;0
15.03;-315.97;1.0;0;0;27;4;0;-100;258000;239000;19000
15.03;210.03;3.0;0;0;53;5;0;-100;258000;346000;-88000
7.0;120.0;-1.0;0;2;-8;0;0;0;259000;345000;-86000
31.0;78.0;1.0;0;0;-1;0;0;0;259000;315000;-56000
-3.0;90.0;-1.0;1;0;-12;0;0;150;259000;348000;-89000
0.0;-12.0;2.0;1;0;9;0;0;0;259000;320000;-61000
0.0;-12.0;2.0;1;0;9;0;0;0;259000;320000;-61000
0.0;4.0;3.0;0;0;19;-1;0;0;259000;259000;0
-17.0;-134.0;0.0;0;0;1;0;0;-100;259000;289000;-30000
-11.47;30.0;0.0;0;0;8;0;0;-150;259000;239000;20000
-17.0;-189.0;0.0;0;0;1;0;0;-100;259000;279000;-20000
0.0;22.0;2.5;0;-1;-1;-1;0;50;259000;259000;0
0.0;39.0;0.5;0;0;-7;0;0;-100;259000;389000;-130000
0.0;31.0;0.5;1;-1;-1;-1;0;-100;259000;329000;-70000
10.16;-12.0;0.0;0;0;-1;0;0;0;259000;270000;-11000
3.0;137.0;-1.0;0;0;3;0;0;-100;259000;369000;-110000
1.0;0.0;-1.0;0;0;-22;-1;0;0;259000;290000;-31000
-5.0;142.0;0.0;1;0;-4;0;0;100;259000;239000;20000
-9.0;-104.0;0.0;0;0;-9;0;0;-100;259000;239000;20000
-3.0;71.0;0.0;0;0;-13;-4;0;-50;259000;299000;-40000
10.0;-33.0;0.0;0;0;-1;1;0;-50;259000;182000;77000
14.0;116.0;0.0;0;0;0;1;0;0;259000;199800;59200
-5.0;181.0;0.0;0;-1;6;1;0;0;259000;280000;-21000
0.0;0.0;0.0;0;0;0;1;0;0;259000;239000;20000
0.0;92.0;-1.0;0;0;0;-2;0;150;259000;339000;-80000
2.0;-95.0;0.0;0;1;-8;-3;0;-50;259000;299500;-40500
-0.41;47.0;0.0;0;-1;0;-1;0;-100;259000;293000;-34000
-6.41;-48.0;1.0;0;1;6;-1;0;50;259000;239000;20000
-0.41;226.0;0.0;0;-1;0;-1;0;-100;259000;298000;-39000
18.86;256.0;2.0;1;0;0;0;0;50;259000;189000;70000
-0.14;-948.0;1.0;1;-1;6;0;0;50;259000;359000;-100000
23.86;101.0;2.0;1;0;-1;-3;0;0;259000;398000;-139000
6.0;71.0;1.0;0;2;3;0;0;0;259000;299000;-40000
-1.14;197.0;0.0;0;2;-14;0;0;0;259000;254900;4100
5.43;-23.0;1.0;1;0;-9;-1;0;0;259000;246000;13000
6.89;182.0;3.0;0;0;-1;0;0;-100;259000;329000;-70000
-15.11;-43.0;2.0;0;1;6;0;0;-100;259000;349000;-90000
18.89;424.0;3.0;0;0;2;0;0;50;259000;347000;-88000
0.0;0.0;0.0;0;0;0;0;0;0;259000;289000;-30000
7.0;43.0;0.0;1;0;-5;-1;0;200;259000;229000;30000
8.0;-168.0;0.0;0;0;-56;0;0;50;259000;277000;-18000
7.3;138.0;1.0;1;1;-3;1;0;0;259000;369000;-110000
0.0;-153.0;1.0;1;1;-9;0;0;50;259000;219000;40000
0.0;6.0;-3.0;0;0;6;-2;0;-150;259000;249000;10000
-2.08;76.0;0.0;0;2;10;0;0;100;259000;319000;-60000
-2.08;76.0;0.0;0;2;10;0;0;100;259000;299000;-40000
-1.5;-171.0;-1.0;0;2;14;0;0;50;259000;329000;-70000
0.02;0.02;0.0;0;0;0;0;0;0;259000;285000;-26000
10.17;339.17;0.0;0;0;7;-2;0;200;259000;279000;-20000
14.17;1770.17;1.0;0;1;-9;-2;0;200;259000;295000;-36000
11.0;-95.0;-1.0;0;-2;-4;2;0;0;259000;298000;-39000
2.0;-72.0;-1.5;0;-2;-7;1;-1;50;259000;349000;-90000
5.66;18.0;0.0;0;0;-3;1;-1;150;259000;300000;-41000
4.89;124.89;2.0;1;0;-7;-2;0;0;259000;300000;-41000
5.0;125.0;2.0;1;0;-7;-2;0;0;259000;300000;-41000
-12.94;1.0;0.0;0;1;-10;-3;0;-150;259000;254000;5000
1.0;247.0;-1.0;0;1;1;0;0;0;259000;299500;-40500
-0.38;200.0;0.0;0;1;-7;2;0;0;259000;389000;-130000
-0.38;200.0;0.0;0;1;-7;2;0;0;259000;389000;-130000
0.0;0.0;0.0;0;0;0;0;0;0;259000;298000;-39000
-4.28;-19.0;0.0;0;0;-3;0;0;-100;259000;275000;-16000
5.72;73.0;0.0;0;-1;1;1;0;-50;259000;284000;-25000
0.0;-22.0;-2.5;0;1;1;1;0;-50;259000;259000;0
0.0;-16.0;-1.0;1;0;-10;1;0;0;259000;320000;-61000
0.0;-16.0;-1.0;1;0;-10;1;0;0;259000;320000;-61000
0.0;0.0;0.0;0;0;0;0;0;0;259000;299000;-40000
-1.0;-10.0;0.0;1;1;-4;2;0;50;259000;235000;24000
3.0;-71.0;0.0;0;0;13;4;0;50;259000;259000;0
3.0;167.0;0.0;0;2;6;-2;0;0;259000;349000;-90000
2.62;131.0;-1.0;0;1;-1;0;2;0;259000;389000;-130000
2.62;131.0;-1.0;0;1;-1;0;2;0;259000;389000;-130000
2.26;417.0;-2.0;0;0;1;-1;0;-100;259900;339000;-79100
0.0;300.0;0.0;1;0;1;-1;0;200;259900;390000;-130100
-10.0;-212.0;-1.0;0;-2;19;0;0;-50;259900;330000;-70100
-2.0;-41.0;-1.5;0;-1;-61;1;0;-100;260000;426000;-166000
-2.0;-41.0;-1.5;0;-1;-61;-2;0;-100;260000;426000;-166000
-2.11;-41.11;-1.5;0;-1;-61;-2;0;-100;260000;396000;-136000
-1.58;3.0;0.0;0;0;3;2;2;-150;260000;269000;-9000
-1.58;3.0;0.0;0;0;3;2;2;-150;260000;269000;-9000
-13.0;67.0;-2.0;1;0;-1;-1;2;0;260000;279000;-19000
1.0;47.0;-3.0;0;2;-42;2;0;150;260000;465000;-205000
-6.33;204.0;1.0;0;0;-75;0;0;150;260000;630000;-370000
-6.36;203.97;1.0;0;0;-75;0;0;150;260000;630000;-370000
4.0;-265.0;-1.0;1;0;-9;1;0;50;260000;449000;-189000
-15.0;1342.0;0.0;0;1;5;0;0;0;260000;570000;-310000
5.0;1340.0;-1.0;0;0;4;0;0;-100;260000;375000;-115000
1.65;-261.0;2.0;0;0;4;-1;0;0;260000;265000;-5000
3.71;-86.0;0.0;0;0;-4;-1;-2;0;260000;254000;6000
-15.35;-79.0;2.0;0;-1;1;-1;0;-50;260000;278000;-18000
-0.11;-41.0;-1.0;0;1;0;1;0;50;260000;299000;-39000
-7.0;-117.0;0.0;0;0;-7;0;0;100;260000;319000;-59000
-7.0;-117.0;0.0;0;0;-7;0;0;100;260000;319000;-59000
-7.75;168.0;2.0;0;0;0;0;0;100;260000;250000;10000
-7.0;162.0;1.0;0;1;-11;-1;0;-50;260000;239000;21000
-6.0;286.0;0.0;0;0;4;-1;0;100;260000;219000;41000
-0.1;8.0;1.0;0;0;-1;0;0;-50;260000;325000;-65000
9.9;46.0;2.0;0;0;-4;1;0;50;260000;249000;11000
4.9;142.0;0.0;0;1;1;0;-2;0;260000;299000;-39000
0.0;0.0;0.0;0;0;0;0;0;0;260000;290000;-30000
0.0;0.0;0.0;0;0;0;0;0;0;260000;290000;-30000
12.0;3801.0;0.0;1;0;-17;0;0;0;260000;148000;112000
4.0;184.0;0.0;1;-1;-4;0;0;-100;260000;249000;11000
0.01;-165.0;0.0;1;1;-15;2;0;-50;260000;299900;-39900
0.01;-165.0;0.0;1;1;-15;2;0;-50;260000;268000;-8000
0.0;0.0;0.0;0;0;0;0;0;0;262000;262000;0
7.0;-107.5;-1.0;0;2;-82;0;0;100;262000;312000;-50000
-7.0;-58.0;-1.0;0;0;-94;-2;2;0;262000;420000;-158000
0.0;0.0;0.0;0;0;0;0;0;0;262000;262000;0
7.0;-107.5;-1.0;0;2;-82;0;0;100;262000;312000;-50000
-7.0;-58.0;-1.0;0;0;-94;-2;2;0;262000;420000;-158000
-10.0;-107.0;-1.0;0;0;-15;0;0;0;263000;299000;-36000
-3.0;113.0;1.0;0;-1;-8;-3;0;-50;263000;294000;-31000
2.0;25.0;0.0;0;0;-13;-1;2;-50;263000;319000;-56000
-1.36;-75.0;0.0;0;2;3;-5;2;-150;264000;359000;-95000
0.0;-80.0;0.0;1;2;-19;-4;3;50;264000;320000;-56000
-3.0;48.0;-1.0;0;2;10;-4;2;-150;264000;380000;-116000
2.0;147.0;0.0;1;0;29;0;0;0;265000;280000;-15000
2.0;45.0;0.0;1;0;-14;-1;0;-150;265000;599000;-334000
-2.5;-256.0;0.0;0;1;-3;0;-2;100;265000;295000;-30000
-0.07;-0.07;0.0;0;0;0;0;0;0;265000;265000;0
4.23;88.23;0.0;0;2;-7;-3;0;100;265000;469000;-204000
1.23;193.23;-1.0;0;0;-8;-1;0;-150;265000;400000;-135000
-4.0;-84.0;2.0;0;0;-13;4;0;0;265000;149000;116000
-4.0;-84.0;2.0;0;0;-13;4;0;0;265000;174000;91000
-12.1;53.0;2.0;0;0;2;1;0;-250;265000;248000;17000
1.61;92.0;0.0;0;-1;-5;1;3;0;265000;419000;-154000
2.74;229.0;1.0;0;0;7;2;0;50;265000;269000;-4000
8.69;172.0;3.0;0;1;20;1;0;0;265000;165000;100000
20.0;400.0;1.0;0;0;-3;0;2;0;265000;255000;10000
-11.0;336.0;0.0;0;0;64;-2;0;50;265000;110000;155000
-10.0;-246.0;3.0;1;0;29;-1;2;-50;265000;469000;-204000
-0.16;-0.16;0.0;0;0;0;0;0;0;265000;265000;0
-1.0;-31.0;4.0;0;-2;-3;-1;2;50;265000;275000;-10000
16.04;-132.0;4.0;0;-1;0;1;0;50;265000;369000;-104000
-8.0;97.0;-1.0;0;-1;-5;0;0;100;265000;359000;-94000
0.0;441.0;2.0;0;-1;-12;-2;0;0;265000;299000;-34000
-18.0;136.0;2.0;0;-1;6;-3;0;0;265000;649000;-384000
-1.59;112.0;-2.0;0;-1;1;0;0;150;265000;199000;66000
7.0;-153.0;1.0;1;1;-5;-2;0;-50;265000;425000;-160000
3.0;134.0;-4.0;0;-1;17;0;0;100;265000;210000;55000
-6.0;167.0;-0.5;0;-1;-11;-1;0;-50;265000;239000;26000
-16.02;110.98;1.0;0;-2;9;-2;2;50;265000;199000;66000
-16.17;110.83;1.0;0;-2;9;-2;2;50;265000;199000;66000
0.78;1237.78;0.0;0;-1;-6;0;0;-50;265000;249000;16000
12.0;-91.0;1.0;0;0;19;0;0;100;265000;299000;-34000
0.0;46.0;2.0;0;-1;-8;-2;0;-250;265000;299000;-34000
3.81;-218.0;0.0;0;0;11;0;0;0;265000;299900;-34900
2.0;-352.0;0.0;0;1;11;-1;0;0;265000;199000;66000
2.0;-352.0;0.0;0;1;11;-1;0;0;265000;245000;20000
2.0;105.0;-3.0;0;-1;-5;0;0;0;265000;243000;22000
5.0;-75.0;-3.0;0;-1;-3;1;0;-100;265000;379000;-114000
9.0;-21.0;-3.0;0;-1;-3;0;0;150;265000;249000;16000
-1.0;71.0;-1.0;0;0;-2;0;0;0;265000;230000;35000
0.0;14.0;0.0;0;0;-7;2;0;50;265000;198000;67000
-7.0;-42.0;-1.0;0;1;-9;0;0;0;265000;339000;-74000
-6.0;192.0;0.0;0;2;-12;0;0;-50;265000;160000;105000
-2.0;-42.0;1.0;0;0;-11;1;0;150;265000;140000;125000
9.59;130.0;-2.0;0;2;2;0;0;-100;265000;185000;80000
11.0;37.0;4.0;1;0;11;0;0;-50;265000;289000;-24000
-21.03;-227.0;0.0;0;0;8;1;0;0;265000;239000;26000
-21.05;-227.02;0.0;0;0;8;1;0;0;265000;239000;26000
-14.0;105.0;-0.5;1;1;-5;-1;0;0;265000;479000;-214000
12.0;-15.0;0.0;1;1;2;-1;0;-100;265000;335000;-70000
-14.0;105.0;-0.5;1;1;-5;-2;0;0;265000;439000;-174000
15.18;0.0;0.0;0;0;0;0;0;0;265000;274000;-9000
4.13;53.0;0.0;0;0;-5;2;0;0;265000;389000;-124000
-2.87;191.0;1.0;1;0;2;2;0;0;265000;455000;-190000
4.0;29.0;8.0;0;2;0;-1;0;50;265000;398000;-133000
-6.0;-56.0;5.0;0;2;-3;-1;0;0;265000;470000;-205000
-6.0;-56.0;5.0;0;2;-3;-1;0;0;265000;420000;-155000
0.07;0.07;0.0;0;0;0;0;0;0;265000;265000;0
4.3;88.3;0.0;0;2;-7;-3;0;100;265000;469000;-204000
1.3;193.3;-1.0;0;0;-8;-1;0;-150;265000;400000;-135000
-5.43;194.0;1.0;1;2;1;1;0;0;265000;290000;-25000
-2.43;-223.0;2.0;1;1;-1;0;0;-50;265000;259000;6000
1.57;-13.0;2.0;1;2;-9;1;0;-50;265000;319000;-54000
0.16;0.16;0.0;0;0;0;0;0;0;265000;265000;0
-0.84;-30.84;4.0;0;-2;-3;-1;2;50;265000;275000;-10000
16.2;-131.84;4.0;0;-1;0;1;0;50;265000;369000;-104000
-1.65;261.0;-2.0;0;0;-4;1;0;0;265000;260000;5000
-17.0;182.0;0.0;0;-1;-3;0;0;-50;265000;278000;-13000
2.06;175.0;-2.0;0;0;-8;0;-2;0;265000;254000;11000
-1.21;38.84;1.0;0;1;12;0;2;50;267000;360000;-93000
28.56;-148.0;2.0;0;-1;-11;0;0;0;267000;120000;147000
9.81;-24.0;4.0;1;-1;17;-1;0;150;267000;195000;72000
0.0;0.0;0.0;0;0;0;0;0;0;268000;299900;-31900
5.85;96.0;1.0;0;0;-5;-1;0;-100;268000;254900;13100
-14.51;-74.0;1.0;0;-2;-1;-1;0;-50;268000;449000;-181000
2.0;61.0;0.0;1;0;-1;-1;0;50;269000;269000;0
-5.0;58.0;0.0;1;0;4;0;0;50;269000;235000;34000
2.0;108.0;0.0;1;0;5;2;0;0;269000;269000;0
0.0;0.0;0.0;0;0;0;0;0;0;269000;254000;15000
0.0;0.0;0.0;0;0;0;0;0;0;269000;254000;15000
17.3;-35.0;1.0;0;0;5;0;0;0;269000;369000;-100000
12.0;35.0;-1.0;0;0;6;0;0;-50;269000;179900;89100
12.0;35.0;-1.0;0;0;6;0;0;-50;269000;179900;89100
-2.7;50.0;1.0;0;1;1;0;0;-300;269000;369000;-100000
-3.0;-353.0;1.0;1;1;0;-5;2;0;269000;493000;-224000
3.43;-284.0;4.0;1;0;-5;-1;2;-50;269000;449000;-180000
8.0;-230.0;2.0;0;0;64;-1;2;0;269000;375000;-106000
4.52;-184.0;0.0;0;0;-1;0;0;50;269000;295000;-26000
4.52;-184.0;0.0;0;0;-1;0;0;50;269000;350000;-81000
11.0;-52.0;-0.5;0;-2;0;0;0;-50;269000;349000;-80000
0.44;108.0;4.0;0;1;9;-2;0;0;269000;299000;-30000
-13.12;-135.0;2.0;0;1;3;0;0;-50;269000;498000;-229000
10.44;-228.0;3.0;0;0;5;-1;0;0;269000;478000;-209000
10.0;1625.0;0.0;0;0;-4;0;-2;-50;269000;249000;20000
-13.0;-765.0;-1.0;0;0;-54;0;-3;-50;269000;169000;100000
10.0;200.0;-12.0;0;0;-27;-4;-1;-200;269000;449500;-180500
9.0;102.0;1.0;0;-2;4;-1;0;150;269000;419000;-150000
9.0;102.0;1.0;0;-2;4;-1;0;150;269000;439000;-170000
-11.0;-97.0;0.0;0;-1;-1;1;0;200;269000;265000;4000
0.0;-90.0;0.0;0;-1;2;-5;0;-50;269000;312000;-43000
-5.0;236.0;0.0;0;0;8;-2;0;0;269000;245000;24000
0.0;40.0;-0.5;0;0;-27;-1;0;-50;269000;259000;10000
0.0;0.0;0.0;0;0;0;0;0;0;269000;269000;0
1.0;-237.0;1.0;0;-1;2;5;0;0;269000;398000;-129000
-8.0;-87.0;1.0;1;0;-6;1;0;50;269000;287000;-18000
11.0;-23.0;-1.0;0;0;11;0;0;0;269000;310000;-41000
-1.0;-85.0;-2.0;0;1;6;1;0;-50;269000;365000;-96000
-1.0;-85.0;-2.0;0;1;6;1;0;-50;269000;365000;-96000
-1.05;-72.0;0.0;0;-1;-15;0;2;0;269000;359000;-90000
-2.74;-229.0;-1.0;0;0;-7;-2;0;-50;269000;265000;4000
5.95;-57.0;2.0;0;1;13;-1;0;-50;269000;165000;104000
-7.0;-3.0;0.0;0;0;5;1;0;0;269000;235000;34000
-2.0;-61.0;0.0;1;0;1;1;0;-50;269000;269000;0
0.0;47.0;0.0;0;0;6;3;0;-50;269000;269000;0
0.0;0.0;0.0;0;0;0;0;0;0;269000;269000;0
0.0;0.0;0.0;0;0;0;0;0;0;269000;220000;49000
2.71;71.0;-2.0;0;0;-173;-1;0;0;269000;559900;-290900
14.0;1865.0;-8.0;0;-1;10;1;0;50;269000;295000;-26000
-30.0;351.0;-13.0;0;-1;-17;0;0;0;269000;449500;-180500
-30.0;351.0;-13.0;0;-1;-17;0;0;0;269000;449500;-180500
2.83;363.0;-2.0;0;0;-6;0;0;0;269000;279000;-10000
17.52;98.0;-1.0;0;0;-31;0;0;0;269000;239000;30000
-1.53;-41.0;-1.0;0;1;-30;0;0;200;269000;350000;-81000
-8.0;-131.0;2.0;1;-2;-2;1;0;-50;269000;270000;-1000
0.05;-234.0;0.0;0;-2;10;0;2;-100;269000;274000;-5000
-8.0;-79.0;1.0;0;0;-5;-1;2;-150;269000;248000;21000
-0.08;-54.08;1.0;0;-1;-2;-2;0;0;269000;228000;41000
-0.17;-54.17;1.0;0;-1;-2;-2;0;0;269000;228000;41000
-0.29;-54.29;1.0;0;-1;-2;-2;0;0;269000;228000;41000
1.83;-117.0;0.0;0;-1;0;0;0;100;269000;249000;20000
-6.0;-94.0;-1.0;0;0;-5;-1;0;0;269000;299500;-30500
3.0;73.0;1.0;0;0;12;1;0;0;269000;249000;20000
-5.0;-290.0;0.0;0;1;21;-1;2;50;269000;320000;-51000
-2.0;2107.0;-6.0;0;1;51;0;0;-100;269000;95000;174000
7.95;718.95;0.0;0;0;-21;-2;2;0;269000;449000;-180000
-5.0;-29.0;2.0;1;0;-1;0;0;0;269000;395000;-126000
5.0;178.0;0.0;0;1;-6;-1;0;0;269000;182000;87000
-2.0;171.0;1.0;0;2;2;0;0;-100;269000;239000;30000
7.0;0.0;0.0;1;1;6;2;0;-50;269000;379000;-110000
-11.0;-81.0;-1.0;0;0;-10;1;0;100;269000;389000;-120000
4.0;-249.0;-1.0;0;0;-11;1;0;-100;269000;480000;-211000
0.0;0.0;0.0;0;0;0;0;0;0;269000;269000;0
15.48;-74.0;-1.0;0;0;4;-1;0;-50;269000;248000;21000
-13.42;-95.0;-5.0;0;-1;-1;-2;0;-50;269000;349000;-80000
14.44;-3.0;2.0;0;1;-1;-1;0;0;269000;498000;-229000
9.0;7.0;0.0;0;1;0;-6;0;50;269000;415000;-146000
3.32;-38.0;1.0;0;1;12;-3;0;0;269000;437000;-168000
-4.71;84.0;2.0;0;0;-223;1;0;200;269000;460000;-191000
16.32;255.0;2.0;0;-1;-265;-1;0;-50;269000;645000;-376000
-7.88;455.0;3.0;0;0;-254;-2;0;50;269000;900000;-631000
8.0;6080.0;0.0;0;-2;-70;0;0;50;269000;168000;101000
7.0;5236.0;0.0;0;-2;-102;-2;0;0;269000;479000;-210000
-1.0;3285.0;0.0;0;0;-127;-3;0;50;269000;318000;-49000
-3.37;3.0;0.0;0;0;-7;-2;0;0;269000;285000;-16000
-3.37;82.0;0.0;0;-1;-3;1;0;-50;269000;298000;-29000
8.86;-17.0;-1.0;0;-2;-2;-2;0;0;269000;380000;-111000
0.0;0.0;0.0;0;0;0;0;0;0;269000;220000;49000
0.0;0.0;0.0;0;0;0;0;0;0;269000;269000;0
2.71;71.0;-2.0;0;0;-173;-1;0;0;269000;559900;-290900
0.0;0.0;0.0;0;0;0;0;0;0;269000;269000;0
15.48;-74.0;-1.0;0;0;4;-1;0;-50;269000;248000;21000
-13.42;-95.0;-5.0;0;-1;-1;-2;0;-50;269000;349000;-80000
-7.0;-50.0;0.0;0;0;-1;-2;0;50;269000;235000;34000
0.0;-47.0;0.0;0;0;-6;-3;0;50;269000;269000;0
-2.0;-108.0;0.0;1;0;-5;-2;0;0;269000;269000;0
0.0;0.0;0.0;0;0;0;0;0;0;269000;269000;0
