wohnflaeche;grundstueckflaeche;zimmer;category;basement;year;efficiency_rating;condition;floors;terrace;type;price;id;plz;street;city;district;kontextlabel;kontextWert
128;836;6;einfamilienhaus;1.19;1955;0;1.2;1.9;Terasse;Massivhaus;230000;79234983;26871;Straße nicht freigegeben;Papenburg;;9;2300
160;3519;8;einfamilienhaus;1.19;1898;0;1.2;1.9;Terasse;Massivhaus;390000;58318534;37136;Straße nicht freigegeben;Waake;Bösinghausen;1;500
209;577;7;mehrfamilienhaus;2;1974;3;0;2;Terrasse. Garten ;Massivhaus;625000;69555238;37136;Straße nicht freigegeben;Waake;;1;500
240;684;8;einfamilienhaus;2;1989;2.8;1.2;3;Terrasse. Garten ;Massivhaus;529000;67528426;37136;Straße nicht freigegeben;Seeburg;Bernshausen;1;500
327.15;841;15;einfamilienhaus;1.19;1995;3;1.2;1.9;Balkon. Terrasse ;Massivhaus;670000;40622966;37136;Straße nicht freigegeben;Landolfshausen;;1;500
234.4;1168;5;einfamilienhaus;1.19;2007;2.8;1.2;1.9;Terasse;Massivhaus;825000;61444778;37136;Straße nicht freigegeben;Seulingen;;1;500
147;110;5;einfamilienhaus;1.19;1900;4;1.2;1.9;Terasse;Massivhaus;149000;71706334;37136;Straße nicht freigegeben;Seulingen;;1;500
170;855;6;einfamilienhaus;1.19;2002;5;1.2;1.9;Terrasse ;Massivhaus;525000;36346897;21702;Straße nicht freigegeben;Ahlerstedt;;1;2600
160;835;6;einfamilienhaus;2;1982;4;1;1.9;Terrasse ;Massivhaus;350000;51703761;21702;Straße nicht freigegeben;Ahlerstedt;Kakerbeck;1;2600
209.8;1995;9;einfamilienhaus;2;2003;1;1.2;1.9;Terrasse ;Massivhaus;498000;70188384;21702;Straße nicht freigegeben;AhlerstedtAhrenswohlde;;1;2600
168;1174;4;bungalow;1.19;2021;8;1.2;1.9;Terasse;Massivhaus;649000;22561284;21702;Straße nicht freigegeben;Ahlerstedt;Ahrensmoor;1;2600
190;1757;9;einfamilienhaus;1.19;1880;0;1.2;1.9;Terasse;Massivhaus;399000;35434247;38315;Straße nicht freigegeben;SchladenWerla;;2;1650
270;1995;8;mehrfamilienhaus;2;1979;2.8;1.2;1.9;Balkon ;Massivhaus;739000;74247671;38315;Straße nicht freigegeben;Schladen;Isingerode;2;1650
113;165;6;einfamilienhaus;1.19;1986;2.8;1;1.9;Terrasse ;Massivhaus;265000;69114843;38315;Straße nicht freigegeben;Hornburg;;2;1650
115;219;5;einfamilienhaus;1.19;1965;2;1.2;1.9;Terasse;Massivhaus;150000;89910341;38315;Straße nicht freigegeben;Schladen;;2;1650
592;4234;27;mehrfamilienhaus;1;1577;2.8;3;1.9;Terasse;Massivhaus;180000;47502478;38315;Straße nicht freigegeben;Hornburg;;2;1650
163;998;7;einfamilienhaus;1.19;1850;2.8;1;1.9;Terasse;Holzhaus;248000;28267673;38315;Straße nicht freigegeben;Hornburg;;2;1650
245;1438;6;einfamilienhaus;1.19;1992;3;1.2;1.9;Terrasse ;Massivhaus;299000;90971775;26489;Straße nicht freigegeben;Ochtersum;Ostochtersum;0;1750
180;339;9;mehrfamilienhaus;2;1960;0;1;1.9;Terrasse ;Massivhaus;209000;91338072;37412;Straße nicht freigegeben;HerzbergamHarz;;5;1300
325;456;14;mehrfamilienhaus;2;1900;2.8;1.2;1.9;Terasse;Massivhaus;439000;23181318;37412;Straße nicht freigegeben;Herzberg;;5;1300
670;1280;6.3;einfamilienhaus;1;1975;2.8;1.2;1.9;Terrasse ;Massivhaus;208000;79893307;37412;Straße nicht freigegeben;HerzbergamHarz;;5;1300
360;1370;15;einfamilienhaus;2;1890;4;1;1.9;Terrasse ;Massivhaus;329000;95811794;37412;Straße nicht freigegeben;HerzbergamHarz;Lonau;5;1300
248;760;8;einfamilienhaus;1.19;1880;4;2;1.9;Terasse;Massivhaus;144444;91553678;37412;Straße nicht freigegeben;HerzbergamHarz;Pöhlde;5;1300
271;899;8;mehrfamilienhaus;2;1974;2.8;0;1.9;Terasse;Massivhaus;409000;84478846;21398;Straße nicht freigegeben;Neetze;;2;3200
111;1079;5;einfamilienhaus;2;1990;0;1.2;1.9;Terasse;Massivhaus;139000;10794354;21398;Straße nicht freigegeben;Neetze;;2;3200
177;750;5;einfamilienhaus;1.19;2004;4;1;1.9;Terasse;Massivhaus;485000;13790149;21398;Straße nicht freigegeben;Neetze;;2;3200
255;1110;7;einfamilienhaus;1.19;2014;6;1;1.9;Terrasse ;Massivhaus;485000;92533712;26556;Straße nicht freigegeben;WesterholtWillmsfeld;;0;2100
170;17687;7;einfamilienhaus;0;2018;4;1.2;1.9;Terrasse. Garten ;Massivhaus;599000;87915176;26556;Straße nicht freigegeben;Nenndorf;;0;2100
250;978;6.3;einfamilienhaus;0;1900;2;1;1.9;Terasse;Massivhaus;295000;91716361;26556;Straße nicht freigegeben;Schweindorf;;0;2100
116;784;3;einfamilienhaus;1.19;1998;2;1;1.9;Terrasse ;Massivhaus;389000;34404748;26556;Straße nicht freigegeben;Westerholt;;0;2100
138;8000;5;einfamilienhaus;1.19;1910;2.8;1.2;1.9;Terasse;Massivhaus;319000;17346769;26556;Straße nicht freigegeben;Willmsfeld;;0;2100
153;645;6;einfamilienhaus;1.19;2005;4;1;1.9;Terasse;Massivhaus;299900;93459279;26556;Straße nicht freigegeben;Nenndorf;;0;2100
170;1212;6;einfamilienhaus;0;1998;2.8;1.2;1.9;Terrasse ;Massivhaus;340000;75179864;26556;Straße nicht freigegeben;Utarp;;0;2100
210;20000;6;einfamilienhaus;1.19;1954;0;0;1.9;Terrasse ;Massivhaus;529000;55499926;26556;Straße nicht freigegeben;Eversmeer;;0;2100
260;2973;7;einfamilienhaus;1;1975;4;1.2;1.9;Terrasse. Garten. Gartenanteil. Gartenmitbenutzung ;Massivhaus;429000;40061741;26556;Straße nicht freigegeben;Westerholt;;0;2100
152;878;5;einfamilienhaus;1.19;1979;4;1.2;1.9;Terasse;Massivhaus;430000;18527858;38165;Straße nicht freigegeben;Lehre;Flechtorf;6;2500
140;400;5;doppelhaushälfte;1.19;2022;2.8;1.2;1.9;Terrasse ;Massivhaus;560000;43290016;21723;Straße nicht freigegeben;HollernTwielenfleth;;5;2850
140;400;5;doppelhaushälfte;1.19;2022;2.8;1.2;1.9;Terrasse ;Massivhaus;560000;32638633;21723;Straße nicht freigegeben;HollernTwielenfleth;;5;2850
184;815;5;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;275000;93694749;49624;Straße nicht freigegeben;Löningen;;5;2100
172;681;6.3;bungalow;1;1970;2.8;3;1.9;Terasse;Massivhaus;255000;91831034;49624;Straße nicht freigegeben;Löningen;Borkhorn;5;2100
245;1263;8;mehrfamilienhaus;2;1949;2;1.2;1.9;Terrasse ;Massivhaus;399000;24741414;49624;Straße nicht freigegeben;Löningen;;5;2100
267.87;2409;8;einfamilienhaus;2;1946;4;1.2;1.9;Terrasse ;Massivhaus;490000;53444177;49624;Straße nicht freigegeben;Löningen;Borkhorn;5;2100
119.08;702;4;einfamilienhaus;0;1980;1;1;1.9;Terrasse ;Massivhaus;299000;23715237;49624;Straße nicht freigegeben;Löningen;;5;2100
350;2327;15;mehrfamilienhaus;2;2013;2;1;1.9;Terrasse. Garten. Wintergarten ;Massivhaus;1990000;16598377;21224;Straße nicht freigegeben;Rosengarten;Leversen;11;4500
351;1760;6.3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;1070000;33284598;21224;Straße nicht freigegeben;Rosengarten;Nenndorf;11;4500
104.5;800;4;einfamilienhaus;2;1978;4;1.2;1.9;Terrasse ;Massivhaus;619000;41197886;21224;Am Vossbarg 5;Rosengarten;Sieversen;11;4500
160;1760;6.3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;560000;90988448;21224;Straße nicht freigegeben;Rosengarten;Nenndorf;11;4500
160;803;6.3;einfamilienhaus;2;1973;2.8;1.2;1.9;Terasse;Massivhaus;560000;49516977;21224;Straße nicht freigegeben;Rosengarten;Nenndorf;11;4500
351;1296;6;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;1070000;50826084;21224;Straße nicht freigegeben;Rosengarten;Nenndorf;11;4500
160;803;6;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;560000;26781026;21224;Straße nicht freigegeben;Rosengarten;Nenndorf;11;4500
351;1296;6.3;einfamilienhaus;1.19;1980;2.8;1.2;1.9;Terasse;Massivhaus;1070000;50769812;21224;Straße nicht freigegeben;Rosengarten;Nenndorf;11;4500
241;801;6.3;einfamilienhaus;2;1973;2.8;1.2;1.9;Terasse;Massivhaus;254000;36775152;21224;Straße nicht freigegeben;Rosengarten;Eckel;11;4500
169;928;6.5;mehrfamilienhaus;2;1961;1;1;1.9;Terrasse. Balkon ;Fertighaus;519000;35511729;21224;Straße nicht freigegeben;Rosengarten;Langenrehm;11;4500
122;591;4;doppelhaushälfte;1.19;1975;2.8;0;1.9;Terasse;Massivhaus;595000;61302131;21224;Straße nicht freigegeben;Rosengarten;Sieversen;11;4500
205;905;7;einfamilienhaus;0;1999;2;1.2;1;Terrasse. Garten. Balkon. Loggia ;Niedrigenergiehaus;750000;43853793;21224;Straße nicht freigegeben;Rosengarten;Klecken;11;4500
120;311;5.5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;542900;32642425;21224;Eichenstraße 24;RosengartenEckel;;11;4500
156;701;6;einfamilienhaus;2;1957;4;1.2;1.9;Terasse;Massivhaus;599000;93847262;21224;Straße nicht freigegeben;Rosengarten;Eckel;11;4500
141;363;5.5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;587900;30653343;21224;Eichenstraße 24;RosengartenEckel;;11;4500
141;193;5.5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;499900;39446640;21224;Eichenstraße 24;RosengartenEckel;;11;4500
120;192;5.5;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;489900;95441084;21224;Eichenstraße 24;RosengartenEckel;;11;4500
124;493.5;4;einfamilienhaus;2;2010;2.8;1.2;1.9;Terrasse ;Massivhaus;580000;80007244;21224;Straße nicht freigegeben;Rosengarten;Tötensen;11;4500
145;682;4;einfamilienhaus;2;2001;2.8;1.2;1.9;Terasse;Massivhaus;749000;30439262;21224;Straße nicht freigegeben;Rosengarten;Nenndorf;11;4500
190.76;860;7;einfamilienhaus;1.19;2020;7;1.2;1.9;Terasse;Massivhaus;1195000;17111355;21224;Straße nicht freigegeben;RosengartenKrHarburg;Leversen;11;4500
135;910;5;einfamilienhaus;1.19;1975;2.8;0;1.9;Terasse;Massivhaus;675430;56035945;21224;Straße nicht freigegeben;Rosengarten;Vahrendorf;11;4500
231.6;1064;8;mehrfamilienhaus;1.19;2004;2;1.2;1.9;Terasse;Massivhaus;799000;16776738;21224;Straße nicht freigegeben;Rosengarten;Vahrendorf;11;4500
183;800;6;einfamilienhaus;1.19;2022;2.8;1.2;1.9;Terasse;Fertighaus. KfW 55;571449;95621440;27330;Straße nicht freigegeben;Asendorf;;1;1500
108;591;4;bungalow;2;1971;1;3;1;Terrasse. Garten ;Massivhaus;220000;99219981;27330;Straße nicht freigegeben;Asendorf;;1;1500
180;703;5;einfamilienhaus;2;1982;2.8;1.2;1.9;Terasse;Massivhaus;339000;48118741;27330;Straße nicht freigegeben;Asendorf;;1;1500
228;2178;9;einfamilienhaus;1.19;1975;2.8;1;1.9;Terrasse ;Massivhaus;368000;52320759;27330;Straße nicht freigegeben;Asendorf;;1;1500
187;1025;6.3;einfamilienhaus;1.19;2015;2.8;1.2;1.9;Terasse;Massivhaus;346000;47152980;49597;Straße nicht freigegeben;Rieste;;2;2350
187;1025;7;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;346000;74788991;49597;Straße nicht freigegeben;Rieste;;2;2350
145;482;6;einfamilienhaus;1.19;2000;2;1;1.9;Terrasse ;Massivhaus;395000;37682677;49597;Straße nicht freigegeben;Rieste;;2;2350
103;227;4;einfamilienhaus;2;1968;3;3;1.9;Terrasse. Loggia ;Massivhaus;280000;38269969;21339;Straße nicht freigegeben;Lüneburg;Kreideberg;10;3950
105;700;3;einfamilienhaus;2;1975;4;1.2;1.9;Terrasse ;Massivhaus;439000;10176385;21339;Straße nicht freigegeben;Lüneburg;Kreideberg;10;3950
165;308;6.3;mehrfamilienhaus;2;1908;2.8;1.2;1.9;Terasse;Massivhaus;510000;27251365;21335;Straße nicht freigegeben;Lüneburg;Kreideberg;10;3950
66;186;4;doppelhaushälfte;1.19;1900;1;1;1.9;Terrasse ;Massivhaus;289000;53425301;21339;Straße nicht freigegeben;Lüneburg;Kreideberg;10;3950
90;498;5;doppelhaushälfte;2;1942;2.8;1.2;1.9;Terasse;Massivhaus;299000;77434294;21339;Straße nicht freigegeben;Lüneburg;Goseburg-Zeltberg;10;3950
120.98;322;6;einfamilienhaus;2;1999;5;1;1.9;Terrasse ;Massivhaus;540000;84016297;21339;Straße nicht freigegeben;Lüneburg;Weststadt;10;3950
129;651;4;bungalow;1;1968;0;1.2;1.9;Terasse;Massivhaus;395000;56653250;21339;Straße nicht freigegeben;Lüneburg;Kreideberg;10;3950
170;526;7;einfamilienhaus;1.19;1970;2;1.2;1.9;Terasse;Massivhaus;399000;32520014;21339;Straße nicht freigegeben;Lüneburg;Kreideberg;10;3950
100;644;4;doppelhaushälfte;2;1924;0;1;3;Terrasse. Garten ;Massivhaus;280000;52762687;21339;Straße nicht freigegeben;Lüneburg;Mittelfeld;10;3950
128;742;3;bungalow;1.19;1991;2;3;1.9;Terasse;Massivhaus;330000;21814982;21339;Straße nicht freigegeben;Lüneburg;Ochtmissen;10;3950
75;181;3.5;doppelhaushälfte;1.19;1910;0;3;1.9;Terasse;Massivhaus;295000;45279895;21339;Straße nicht freigegeben;Lüneburg;Kreideberg;10;3950
136;990;4;bungalow;2;1969;2;1;1.9;Terrasse. Garten ;Massivhaus;410000;18735704;21339;Straße nicht freigegeben;Lüneburg;Kreideberg;10;3950
110;767;5;einfamilienhaus;1;1902;2.8;3;1.9;Terasse;Holzhaus;215000;92658539;31234;Straße nicht freigegeben;EdemissenWipshausen;;2;2200
381.36;800.03;11;mehrfamilienhaus;2;1986;3;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;630000;77178052;31234;Straße nicht freigegeben;Edemissen;Abbensen;2;2200
230;783;7;einfamilienhaus;1.19;1994;3;3;1.9;Terrasse. Garten. Loggia ;Massivhaus;330000;91139195;31234;Straße nicht freigegeben;Edemissen;Plockhorst;2;2200
125;384;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terrasse ;Massivhaus;318350;53684420;31234;Feldstraße 16;Edemissen;Abbensen;2;2200
107.76;317;4;einfamilienhaus;1.19;1985;3;1;1.9;Terrasse. Garten ;Massivhaus;275000;66480560;31234;Straße nicht freigegeben;Edemissen;Wipshausen;2;2200
108.93;601;5;einfamilienhaus;2;1965;2;0;1.9;Terrasse. Garten ;Massivhaus;359000;54426055;31234;Straße nicht freigegeben;Edemissen;;2;2200
125;384;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terrasse ;Massivhaus;318530;19127406;31234;Feldstraße 16;Edemissen;Abbensen;2;2200
125;384;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terrasse ;Massivhaus;318350;35727551;31234;Feldstraße 16;Edemissen;Abbensen;2;2200
220.46;625;6;einfamilienhaus;2;1975;3;1;1.9;Terasse;Massivhaus;276000;19469197;31234;Straße nicht freigegeben;Edemissen;Eickenrode;2;2200
164;788;7;mehrfamilienhaus;2;1964;0;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;169000;92819036;37635;Straße nicht freigegeben;Lüerdissen;;1;800
180;3000;5;mehrfamilienhaus;0;1971;3;1.2;1;Terasse;Massivhaus;749000;63219153;21261;Straße nicht freigegeben;Welle;;2;3400
180;3000;5;einfamilienhaus;0;1971;3;1.2;1;Terasse;Massivhaus;749000;26781204;21261;Straße nicht freigegeben;Welle;;2;3400
314;418;10;mehrfamilienhaus;1;2019;3;1.2;1.9;Terrasse ;Massivhaus;339000;65137252;27809;Straße nicht freigegeben;Lemwerder;Altenesch;5;2500
210;762;7;einfamilienhaus;1;1800;2.8;3;2;Terrasse. Garten ;Massivhaus;252000;45684405;27809;Straße nicht freigegeben;Lemwerder;Süderbrook;5;2500
106;1792;5;einfamilienhaus;1.19;1970;2;1.2;1.9;Terasse;Massivhaus;155000;15227870;29475;Straße nicht freigegeben;Gorleben;;0;1600
115;1023;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;143000;76904373;29475;Straße nicht freigegeben;Gorleben;;0;1600
122.71;875;5;bungalow;2;1974;2.8;3;1.9;Terrasse ;Massivhaus;389000;33801329;21640;Straße nicht freigegeben;Nottensdorf;;5;3050
127.43;615;4;einfamilienhaus;1.19;1992;3;1;1.9;Terasse;Massivhaus;479000;96347649;21640;Straße nicht freigegeben;Horneburg;;5;3050
170;645;4;einfamilienhaus;2;1983;2.8;3;1.9;Terrasse ;Massivhaus;469000;81020202;21640;Straße nicht freigegeben;Horneburg;;5;3050
115;500;4;doppelhaushälfte;2;1983;2.8;1.2;2;Terrasse. Garten ;Massivhaus;349000;32562428;21640;Straße nicht freigegeben;Bliedersdorf;;5;3050
177;800;5;einfamilienhaus;1.19;2010;2.8;1;1.9;Terrasse. Garten. Wintergarten ;Massivhaus;928000;13009586;21640;Straße nicht freigegeben;Bliedersdorf;;5;3050
171;805;7;einfamilienhaus;0;1860;2.8;1.2;2;Terrasse. Garten ;Massivhaus;499000;64324367;21640;Straße nicht freigegeben;Horneburg;;5;3050
117;1760;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;237270;46382515;38154;Sandweg;KönigslutteramElm;Glentorf;6;2550
151;650;4;einfamilienhaus;1.19;2022;2.8;0;1.9;Terrasse. Garten ;Fertighaus. KfW 40;291920;52170553;38154;Straße nicht freigegeben;KönigslutteramElm;;6;2550
132;1760;5;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;243770;79043468;38154;Obere Wanne;KönigslutteramElm;;6;2550
152;550;5;einfamilienhaus;1.19;1975;2.8;1.2;2;Terasse;Massivhaus;409480;64639488;38154;Straße nicht freigegeben;Königslutter;;6;2550
177;650;6;einfamilienhaus;1.19;2022;2.8;0;1.9;Terrasse. Garten ;Fertighaus. KfW 40;318690;66102656;38154;Straße nicht freigegeben;KönigslutteramElm;;6;2550
100;550;4;einfamilienhaus;1.19;1975;2.8;1.2;2;Terasse;Massivhaus;355510;68423728;38154;Straße nicht freigegeben;Königslutter;;6;2550
110;550;5;einfamilienhaus;1.19;1975;2.8;1.2;1;Terasse;Massivhaus;359250;19072097;38154;Straße nicht freigegeben;Königslutter;;6;2550
125;550;4;einfamilienhaus;1.19;1975;2.8;1.2;2;Terasse;Massivhaus;381760;13569589;38154;Straße nicht freigegeben;Königslutter;;6;2550
267.23;713.23;11.5;mehrfamilienhaus;2;1929;1;3;1.9;Terrasse. Garten ;Massivhaus;299000;14221484;38154;Straße nicht freigegeben;KönigslutteramElm;Lauingen;6;2550
200;173;7;einfamilienhaus;1.19;1826;2.8;3;1.9;Terasse;Massivhaus;279000;61679447;38154;Straße nicht freigegeben;KönigslutteramElm;;6;2550
176;480;6.3;einfamilienhaus;2;1945;2.8;1.2;1.9;Terasse;Massivhaus;155480;59647909;38154;Straße nicht freigegeben;Königslutter;Lauingen;6;2550
113;550;4;einfamilienhaus;1.19;1975;2.8;1.2;2;Terasse;Massivhaus;374100;87387597;38154;Straße nicht freigegeben;Königslutter;;6;2550
112;650;4;einfamilienhaus;1.19;2022;2.8;0;1.9;Terrasse. Garten ;Fertighaus. KfW 40;262060;72768610;38154;Straße nicht freigegeben;KönigslutteramElm;;6;2550
128;650;4;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Fertighaus. KfW 40;244900;18895116;38154;Straße nicht freigegeben;KönigslutteramElm;;6;2550
176;480;10;mehrfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;155480;91744762;38154;Straße nicht freigegeben;Königslutter;Lauingen;6;2550
370.59;835.1;9;mehrfamilienhaus;2;1910;0;1;1.9;Terasse;Massivhaus;280000;34675259;31084;Straße nicht freigegeben;Freden;;1;950
500.42;1274;18;mehrfamilienhaus;1.19;2020;5;1.2;3;Balkon. Garten. Gartenmitbenutzung ;Massivhaus;345000;25170063;31084;Straße nicht freigegeben;Freden;Leine;1;950
159.07;1320.07;4;einfamilienhaus;2;1923;2;1.2;1.9;Terrasse. Garten ;Massivhaus;298000;35439298;29690;Straße nicht freigegeben;Essel;Engehausen;2;2550
327;1760;6.3;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;493000;70801006;29690;Straße nicht freigegeben;Gilten;Nienhagen;2;2550
183;809;6;einfamilienhaus;2;1978;5;1.2;1.9;Terrasse. Garten ;Massivhaus;395000;81264877;29690;Straße nicht freigegeben;Schwarmstedt;;2;2550
104;1140;6;einfamilienhaus;1.19;1968;0;1.2;1.9;Terasse;Massivhaus;219000;85468009;29690;Straße nicht freigegeben;Buchholz;Marklendorf;2;2550
327;35206;6.3;einfamilienhaus;1.19;1900;2.8;1.2;1.9;Terasse;Massivhaus;493000;28124423;29690;Straße nicht freigegeben;Gilten;Nienhagen;2;2550
127;362;3;doppelhaushälfte;2;1920;2.8;1.2;2;Terrasse. Garten ;Massivhaus;185000;94079546;29690;Straße nicht freigegeben;Grethem;;2;2550
120.17;755.17;4;einfamilienhaus;2;1967;3;1;1.9;Terrasse. Garten ;Massivhaus;228000;70353347;29348;Straße nicht freigegeben;Eschede;;1;1800
151;1760;6;villa;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;268980;25521319;29348;Eichenstraße;Eschede;;1;1800
111;1529;4;einfamilienhaus;2;1953;0;1.2;1.9;Terrasse ;Massivhaus;225000;54800838;29348;Straße nicht freigegeben;Eschede;;1;1800
127;1760;5;bungalow;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;267490;53700097;29348;Eichenstraße ;Eschede;;1;1800
142;3373;6;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;283000;31414944;29379;Straße nicht freigegeben;Wittingen;Knesebeck;0;1500
230;647;7;einfamilienhaus;1.19;2016;2.8;1.2;1.9;Terasse;Massivhaus;420000;24518732;49413;Straße nicht freigegeben;Dinklage;;6;1950
183.22;929.22;4;einfamilienhaus;2;1958;2;1;1.9;Garten. Balkon ;Massivhaus;380000;41986444;49413;Straße nicht freigegeben;Dinklage;;6;1950
230;647;7;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;420000;66942712;49413;Straße nicht freigegeben;Dinklage;;6;1950
147;1950;5;einfamilienhaus;0;1957;0;1;1.9;Terrasse. Garten ;Massivhaus;350000;73483414;49413;Straße nicht freigegeben;Dinklage;;6;1950
249.15;867;8;einfamilienhaus;1.19;2010;2.8;1;1.9;Terasse;Massivhaus;595000;71374387;21647;Straße nicht freigegeben;Moisburg;;2;3100
38;29004;1;einfamilienhaus;1.19;1975;2.8;1.2;1.9;Terasse;Massivhaus;193000;49273930;21647;Straße nicht freigegeben;Moisburg;;2;3100
450;9300;12;mehrfamilienhaus;1;1984;2.8;1.2;3;Terrasse. Garten ;Massivhaus;1690000;61172842;31749;Straße nicht freigegeben;Auetal;Westerwald;2;2050
206.16;696.16;10;einfamilienhaus;0;1969;2;3;1.9;Terrasse. Garten. Balkon ;Massivhaus;265000;65605367;31749;Straße nicht freigegeben;Auetal;Rolfshagen;2;2050
304;1465;10;mehrfamilienhaus;1.19;1971;3;1;1.9;Terasse;Massivhaus;359000;13389477;31749;Straße nicht freigegeben;Auetal;Kathrinhagen;2;2050
159;5814;5;einfamilienhaus;2;1980;2.8;1;1.9;Terasse;Massivhaus;449000;29059304;31749;Straße nicht freigegeben;Auetal;Rolfshagen;2;2050
179;1089;6;einfamilienhaus;2;1950;2.8;1.2;1.9;Terrasse ;Massivhaus;259000;23796376;31749;Straße nicht freigegeben;Auetal;Rehren;2;2050
226;952;7;einfamilienhaus;1.19;1806;2.8;1.2;1.9;Garten. Balkon ;Massivhaus;385000;56519432;31633;Straße nicht freigegeben;Leese;;1;1450
210;598;7;mehrfamilienhaus;2;1961;0;1;1.9;Terrasse ;Massivhaus;1100000;66724973;38106;Straße nicht freigegeben;Braunschweig;;11;4250
75;452;3;bungalow;0;1970;2.8;1;1;Terrasse ;Massivhaus;299000;92997990;21439;Straße nicht freigegeben;Marxen;;6;3750
123.64;848;4;einfamilienhaus;1.19;1994;2.8;1;1.9;Terrasse ;Massivhaus;389000;51661379;21732;Straße nicht freigegeben;Krummendeich;;0;2250
125.41;310;4;doppelhaushälfte;1.19;2022;2.8;1.2;1.9;Terasse;Massivhaus;460000;94746667;21683;Straße nicht freigegeben;Stade;;9;3050
175;600;8;mehrfamilienhaus;1.19;1960;2.8;1.2;1.9;Terasse;Massivhaus;425000;22643913;21680;Straße nicht freigegeben;Stade;;9;3050
142;622;6;einfamilienhaus;1;1998;5;1;2;Terrasse. Gartenanteil. Balkon ;Massivhaus;599000;50597804;21682;Straße nicht freigegeben;Stade;;9;3050
90;1170;3;doppelhaushälfte;1.19;1938;2.8;1.2;1.9;Terrasse ;Massivhaus;279000;19766318;21680;Ostmarkstrasse 11;Stade;;9;3050
175;600;7;mehrfamilienhaus;0;1960;2.8;1;2;Terrasse. Garten. Gartenanteil ;Massivhaus;399000;83033366;21680;Straße nicht freigegeben;Stade;;9;3050
213;505;8;einfamilienhaus;2;2008;3;1;1.9;Terrasse. Garten. Balkon. Loggia. Wintergarten ;Massivhaus;564000;81210727;21680;Straße nicht freigegeben;Stade;;9;3050
138;178;6;einfamilienhaus;2;1984;5;1;1.9;Terrasse. Garten. Balkon ;Massivhaus;339000;11880668;21680;Straße nicht freigegeben;Stade;;9;3050
75;358;4;einfamilienhaus;2;1958;1;1;1.9;Terrasse. Garten ;Massivhaus;279000;21656927;21680;Straße nicht freigegeben;Stade;;9;3050
190;723;13;mehrfamilienhaus;1.19;1936;2;1;1.9;Terasse;Massivhaus;470000;95518613;21680;Straße nicht freigegeben;Stade;;9;3050
120;750;7;einfamilienhaus;1.19;1960;2.8;1.2;1;Terrasse. Garten ;Massivhaus;418000;34551381;21680;Straße nicht freigegeben;Stade;;9;3050
