price wohnflaeche grundstueckflaeche zimmer category basement year efficiency_rating condition kontextWert
313900 103.0 864.0 3.0 0 0 2022 7 0 2000
314000 140.0 816.0 6.0 2 0 1997 3 1 2000
315000 135.0 442.0 4.0 2 2 1973 2 3 2850
315000 152.0 838.0 5.0 2 1 1932 3 0 1950
315000 175.0 1250.0 6.0 2 1 1920 1 1 1800
315000 329.0 1382.0 16.0 3 2 1900 2 3 1800
315000 166.49 705.0 3.0 0 2 1970 3 1 2400
315000 180.0 513.0 7.0 1 2 1978 4 0 2300
315000 166.53 705.04 3.0 0 2 1970 3 1 2400
315500 180.0 567.0 6.0 2 2 1911 0 1 1400
318000 168.0 3167.0 5.0 2 0 1997 3 1 2300
319000 145.0 1128.0 4.0 2 0 1990 3 1 2300
319000 85.0 2441.0 2.0 2 0 1991 3 1 3700
319000 141.96 824.0 8.0 2 2 1961 1 1 2750
319000 123.0 735.0 4.0 2 0 2004 6 1 2200
319000 126.0 744.0 5.0 2 2 1975 1 1 2650
319000 125.0 617.0 4.0 2 0 1995 4 1 2750
319000 270.0 1586.0 9.0 3 0 1993 1 1 2500
319000 100.0 611.0 3.0 2 1 1972 1 1 2650
319000 106.0 750.0 5.0 2 0 1975 1 1 2100
319000 119.08 702.0 4.0 2 0 1980 1 1 2100
319000 130.0 597.0 5.0 0 0 1978 3 1 3000
319000 150.0 930.0 6.0 2 1 1950 1 1 2350
319000 125.27 892.27 5.0 2 2 1980 3 1 2850
319000 171.0 1045.0 7.0 2 2 1969 2 3 2400
319000 118.5 949.0 5.0 2 0 1976 1 1 2150
319000 171.0 1045.0 7.0 2 2 1969 2 3 2400
319000 130.0 600.0 5.0 2 1 1965 1 1 2650
319000 181.61 1250.16 8.0 2 2 1974 0 1 1450
319000 173.0 541.0 6.0 3 0 1996 4 0 1700
319000 118.5 949.0 5.0 0 0 1976 1 1 2150
319000 106.0 750.0 5.0 2 0 1975 1 1 2100
319000 134.0 560.0 5.0 2 2 1980 4 1 2650
319000 225.88 1229.11 7.0 0 2 1980 4 1 1850
319000 126.0 351.0 4.0 1 0 1994 5 1 1800
319000 100.0 611.0 3.0 2 1 1972 1 1 2650
319000 176.0 5000.0 5.0 2 0 1875 1 1 1550
320000 130.0 570.0 5.0 0 1 1968 1 1 2100
320000 114.0 453.0 5.0 1 0 2001 7 1 1650
320000 157.89 754.0 8.0 2 2 1972 4 1 2200
320000 133.0 354.0 7.0 3 2 1913 1 3 2750
320000 171.5 993.0 7.5 2 2 1978 4 1 2100
320000 140.0 874.0 5.0 2 2 1966 1 1 2300
320000 200.0 1245.0 6.0 2 2 1930 0 1 1400
320000 178.0 612.0 6.0 1 1 1886 0 3 1800
320000 123.0 789.0 5.0 0 1 1967 0 3 2500
320000 110.0 279.0 4.0 2 0 2022 4 0 2850
320000 183.0 944.0 6.0 2 2 1984 4 1 2300
320000 116.61 486.0 4.0 2 0 1995 3 0 1750
320000 207.79 923.0 9.0 2 2 1960 1 3 2350
320000 130.0 912.0 4.0 0 2 1976 1 1 2050
320000 138.0 14000.0 5.0 2 1 1955 0 3 2150
320000 147.0 774.0 6.0 2 1 1962 3 1 2350
320000 133.0 582.0 4.5 2 1 1992 0 1 1950
320000 130.0 912.0 4.0 0 2 1976 1 1 2050
320000 200.0 574.0 6.0 3 2 1995 4 1 1950
320000 223.0 3055.0 7.0 2 1 1930 2 1 1300
322463 122.0 780.0 5.0 2 2 1924 3 1 2550
324000 116.0 497.0 3.0 1 2 1951 2 1 3250
325000 77.0 570.0 4.0 1 1 1936 0 1 4050
325000 154.5 471.0 5.0 1 1 2008 2 0 2250
325000 260.0 204.0 7.0 3 0 1901 0 1 1950
325000 120.0 349.0 6.0 2 2 1969 3 1 2850
325000 130.0 999.0 6.0 2 1 1994 0 1 2300
325000 181.65 1070.0 6.0 2 1 1963 1 1 2150
325000 169.0 1197.0 6.0 2 2 1965 3 1 2650
325000 174.38 1014.0 5.0 2 2 1978 5 1 2450
325000 140.0 583.0 6.0 2 2 1983 4 1 1800
325000 238.0 1391.0 8.0 2 2 1949 1 1 2350
325000 190.0 1404.0 7.0 2 0 1996 2 1 2150
325000 145.0 1577.0 7.0 2 1 1978 3 1 2000
325000 130.0 826.0 4.0 2 2 1960 3 1 2500
325000 181.65 1070.0 6.0 2 1 1963 1 1 2150
325000 110.0 962.0 5.0 2 1 1953 1 1 2300
325000 180.0 1090.0 6.0 2 2 1973 2 1 2050
325000 130.0 826.0 4.0 2 2 1960 3 1 2500
325000 119.0 828.0 4.0 0 0 2003 4 1 1900
325000 260.13 204.13 7.0 3 0 1901 0 1 1950
325000 203.21 959.0 8.0 3 2 1965 1 1 2100
325000 203.21 959.0 8.0 3 2 1965 1 1 2100
327000 256.67 1110.0 12.0 3 1 1973 3 3 2750
329000 112.0 414.0 4.0 0 2 2004 2 0 2300
329000 85.0 484.0 4.0 0 2 1964 1 3 3950
329000 115.0 893.0 5.0 2 0 1975 3 0 1800
329000 148.0 1140.0 6.0 2 0 1982 4 1 2150
329000 142.0 850.0 4.0 2 2 1981 3 1 1300
329000 169.0 778.0 8.0 2 2 1984 2 1 2300
329000 195.0 650.0 7.0 3 1 1993 1 3 1950
329000 140.0 928.0 5.0 2 2 1985 3 1 2250
329000 145.0 748.0 6.0 2 0 1984 5 1 2000
329000 200.0 1640.0 9.0 2 1 1901 1 1 2050
329000 130.0 624.0 6.0 2 1 1948 3 1 2500
329000 150.0 718.0 6.0 2 2 1996 1 1 3050
329000 360.0 1370.0 15.0 2 2 1890 4 1 1300
329000 189.46 815.0 7.0 2 0 1992 4 0 2150
329000 118.5 949.0 5.0 2 0 1976 1 1 2150
329000 360.0 1370.0 15.0 2 2 1890 4 1 1300
329000 106.0 923.0 5.0 2 2 1962 1 3 3300
329000 155.0 9805.0 7.0 2 0 2011 5 1 2100
329000 149.0 480.0 5.0 3 1 1897 0 3 2550
329000 165.0 540.0 6.0 3 2 1905 2 1 1750
329000 88.82 508.0 3.0 0 0 1997 1 3 3600
329000 110.0 550.0 4.0 0 2 1972 3 1 1850
329000 202.32 1000.0 7.0 2 2 1955 0 1 2850
329000 130.0 960.0 5.0 2 0 1963 2 1 2400
329000 129.0 477.0 7.0 2 1 1935 4 0 2450
329000 130.0 887.0 5.0 0 2 1966 2 1 2200
329000 150.0 718.0 6.0 2 2 1996 1 1 3050
329000 110.0 550.0 4.0 0 2 1972 3 1 1850
329000 360.0 1370.0 15.0 2 2 1890 4 1 1300
329000 130.0 705.0 5.0 0 1 2002 1 1 2200
329500 115.36 597.0 6.0 1 2 1956 0 1 3200
329717 140.0 618.0 5.0 2 2 1955 0 1 2250
329900 108.0 968.0 4.0 2 1 1958 0 1 2500
330000 227.0 1570.0 10.0 3 1 1935 4 1 1400
330000 169.0 712.0 9.0 2 0 1969 5 3 2250
330000 169.0 712.0 9.0 2 0 1979 5 3 2250
330000 245.0 1533.0 8.0 2 2 1980 4 1 1100
330000 125.0 1116.0 5.0 0 2 1971 3 0 1750
330000 98.82 726.0 4.0 1 2 1981 3 1 2600
330000 187.34 1294.0 7.0 3 2 1991 1 1 2350
330000 158.0 1310.0 5.0 2 2 1979 3 1 1700
330000 118.25 478.0 4.0 2 2 1975 2 1 2300
330000 172.0 1020.0 6.0 2 2 1974 2 1 2350
330000 155.0 420.0 6.0 3 2 1963 0 0 1850
330000 176.0 982.0 8.0 2 1 1911 2 1 2100
330000 110.0 373.0 3.0 1 0 2019 6 1 2400
330000 169.85 623.0 5.0 3 1 1958 3 3 2300
330000 210.0 2633.0 9.0 2 1 1934 4 1 1800
330000 110.0 373.0 3.0 1 0 2019 6 1 2400
330000 110.0 680.0 5.0 1 2 1956 7 0 2350
330000 210.0 2633.0 9.0 2 1 1934 4 1 1800
330000 254.0 581.0 7.0 3 2 1928 3 1 1600
330500 130.0 651.0 6.0 2 2 2001 3 1 2650
331000 130.0 514.0 5.0 2 2 1958 0 1 2950
332500 124.0 396.0 5.5 1 2 1954 0 1 3100
332754 180.0 500.0 8.0 3 2 1955 1 1 2200
332754 180.0 500.0 8.0 3 2 1955 1 1 2200
333000 148.0 558.0 6.0 2 1 1913 1 1 2650
333000 132.0 556.0 5.0 0 2 1967 2 1 2100
334000 108.04 1080.04 4.0 0 2 1973 4 1 1450
335000 120.0 800.0 4.0 0 0 2012 3 1 2150
335000 126.5 531.0 4.0 2 2 2002 1 3 1850
335000 131.76 818.0 6.0 2 2 1978 4 1 2300
335000 45.0 500.0 2.0 2 0 1900 1 1 1700
335000 96.0 466.0 3.0 2 0 1974 1 1 3550
335000 135.0 3200.0 6.0 2 1 1957 4 0 2700
335683 165.0 600.0 5.0 2 2 1938 2 1 2050
337000 155.0 716.0 8.0 2 1 1974 1 0 1550
338000 117.0 1000.0 7.0 2 2 1975 2 1 2650
339000 108.0 1080.0 5.0 0 2 1973 4 1 1450
339000 188.41 416.0 4.0 2 2 1966 0 1 2650
339000 206.4 749.0 6.0 2 0 2009 3 1 2150
339000 198.0 309.0 9.0 3 0 1875 1 1 2150
339000 139.06 439.06 4.0 1 0 2002 5 1 2200
339000 134.0 560.0 5.0 2 2 1980 4 1 2650
339000 165.0 498.0 5.0 2 1 2000 2 1 1950
339000 137.0 434.0 7.0 2 2 1955 0 1 2750
339000 170.0 803.0 4.0 2 0 1975 1 1 2000
339000 126.0 4468.0 5.0 2 1 1987 5 1 1800
339000 109.0 336.0 5.0 1 1 1985 4 1 2300
339000 216.0 917.0 6.0 3 0 1993 4 1 2350
339000 145.74 681.0 6.0 2 0 1997 4 1 1750
339000 170.0 803.0 4.0 2 0 1975 1 1 2000
339000 120.0 710.0 4.5 1 1 1954 0 3 3700
339000 107.0 469.0 4.0 2 0 1989 6 1 2150
339000 156.0 1212.0 6.0 3 0 1938 2 1 2050
339000 155.0 1050.0 6.0 3 2 1965 0 1 2550
339000 115.76 650.0 4.5 0 1 1980 3 1 2050
339000 120.0 710.0 4.5 1 1 1954 0 3 3700
339000 188.41 416.0 4.0 2 2 1966 0 1 2650
339000 200.0 956.0 10.0 2 1 1964 4 1 2300
339000 151.0 1229.0 6.0 2 1 1976 2 1 2150
339000 125.0 800.0 4.0 0 2 1972 0 1 2700
339000 170.0 803.0 4.0 2 0 1975 1 1 2000
339000 219.0 785.0 8.0 2 0 1949 4 0 2100
339000 120.0 710.0 4.5 1 1 1954 0 3 3700
339900 130.0 835.0 7.0 2 1 1968 3 1 2650
339900 112.27 350.0 5.0 1 2 1910 1 3 3200
339900 112.27 350.0 5.0 1 2 1910 1 3 3200
339900 138.0 781.0 5.5 2 0 1978 2 1 2450
340000 140.0 836.0 5.0 2 2 1989 1 1 2550
340000 200.0 4315.0 5.0 2 0 1972 2 3 2400
340000 132.0 999.0 4.0 2 2 2014 2 1 2400
340000 230.0 852.0 7.0 2 0 1750 5 1 2350
340000 92.0 350.0 3.5 1 2 2003 5 1 4250
340000 230.0 1533.0 5.5 2 0 2020 2 1 2300
340000 114.0 1254.0 4.0 2 2 1980 0 3 1950
340000 221.0 718.0 7.0 3 0 1900 0 3 1550
340000 150.0 300.0 6.0 3 0 1957 5 1 3550
340000 155.0 529.0 6.0 3 1 1939 1 1 3200
340000 125.0 426.0 4.0 2 0 1987 2 3 2650
340000 97.0 641.0 6.0 2 2 1937 0 3 3200
340000 133.0 2508.0 5.0 2 1 1959 1 1 2750
342000 194.0 856.0 9.0 3 2 1968 3 1 2300
342900 103.0 630.0 3.0 0 0 2022 7 0 2250
344000 140.17 279.0 5.0 1 0 1994 4 1 1950
344000 120.0 803.0 3.0 2 2 1951 0 0 2150
345000 187.0 900.0 6.0 2 2 1962 1 3 2400
345000 160.0 513.0 5.5 2 1 1918 5 1 2200
345000 110.0 755.0 6.0 2 2 1994 0 1 3300
345000 159.0 400.0 6.0 2 0 1980 2 3 2850
345000 104.64 774.0 5.0 2 1 1992 5 1 1800
345000 150.0 800.0 5.0 2 2 1974 3 1 2200
345000 140.0 411.0 7.0 1 2 1962 2 1 2500
345000 250.0 1700.0 8.0 2 2 1968 3 1 1700
345000 149.0 921.0 7.0 2 1 1962 1 1 2650
345000 200.0 10002.0 6.0 2 0 1913 0 3 2500
346000 270.0 835.0 9.0 3 2 1910 0 1 950
347000 163.0 816.0 6.0 0 0 1974 2 1 1800
347000 130.0 608.0 4.0 2 2 1978 3 1 1150
348000 129.7 280.0 5.0 0 2 1979 4 1 2200
348000 169.0 430.0 6.0 3 2 1984 2 3 2700
348000 165.0 716.0 6.0 2 1 1988 3 1 2300
348000 101.81 261.06 4.0 1 2 1980 3 0 2100
349000 120.0 711.0 4.0 2 0 1971 2 3 2300
349000 124.0 556.0 5.0 1 2 1928 4 1 3100
349000 140.0 500.0 5.0 1 0 2002 3 1 2300
349000 106.0 1335.0 2.0 0 0 1972 5 1 1450
349000 350.0 327.0 8.0 2 2 1880 5 0 1750
349000 164.0 1075.0 5.0 2 1 1974 3 1 1300
349000 163.16 300.0 4.0 0 0 1970 4 1 2650
349000 116.0 570.0 5.0 2 1 1966 2 3 2650
349000 200.0 1818.0 8.0 3 2 1957 5 1 1500
349000 122.0 742.0 6.0 2 2 1967 1 1 2750
349000 183.88 2678.03 7.0 2 2 1980 5 1 1700
349000 217.0 814.0 8.0 2 1 1907 0 1 2850
349000 225.77 1229.0 7.0 0 2 1980 4 1 1850
349000 260.0 1882.0 6.0 2 0 1900 0 1 1850
349000 130.0 887.0 5.0 0 2 1966 2 1 2200
349000 291.0 1256.0 14.0 3 2 1970 4 1 1550
349000 102.0 359.0 4.5 1 2 1996 4 1 2750
349000 130.0 750.0 5.0 2 0 1998 4 0 2500
349000 480.0 834.0 16.0 2 1 1954 1 1 2250
349000 153.01 926.0 6.0 2 1 1995 5 1 2250
349000 235.0 732.0 10.0 3 2 1995 5 0 1050
349000 252.0 1334.0 9.0 4 2 1936 3 1 1350
349000 220.0 1413.0 8.0 2 1 1765 5 1 2000
349000 267.01 713.01 11.5 3 2 1929 1 3 2550
349000 151.83 984.0 4.0 2 0 1998 4 1 2850
349000 220.0 1299.0 10.0 3 1 1962 0 0 2850
349000 110.0 1975.0 4.0 0 1 2020 5 0 2150
349000 235.0 1214.0 6.0 2 2 1954 4 1 2050
349000 98.0 546.0 3.0 0 0 2015 5 1 1750
349000 181.45 1250.0 8.0 2 2 1974 0 1 1450
349000 320.0 700.0 10.0 3 2 1994 4 1 1150
349000 240.0 2633.0 9.5 3 2 1934 4 1 1800
349000 151.0 782.0 6.0 2 2 1955 1 1 3100
349000 480.0 834.0 16.0 2 1 1954 1 1 2250
349000 161.0 560.0 9.0 2 2 1957 0 1 1700
349000 104.0 448.0 6.0 2 1 2014 2 1 3450
349000 124.0 319.0 4.0 1 0 1999 4 1 2300
349000 250.0 150.0 12.0 3 2 1914 1 1 2300
349000 129.0 800.0 6.0 2 0 1987 4 1 2000
349000 110.0 373.0 3.0 1 0 2019 6 1 2400
349000 180.0 1450.0 8.0 3 1 1998 2 1 200
349000 130.0 701.0 6.0 2 2 1959 0 1 3450
349000 155.0 1413.0 5.0 2 2 1959 5 1 3350
349000 122.0 332.0 5.0 1 2 1974 2 1 2700
349000 195.11 694.0 6.0 3 2 1978 6 1 1800
349000 135.0 525.0 4.0 2 2 1971 3 0 1850
349000 134.0 1283.0 6.0 2 2 1960 0 1 2400
349000 115.0 654.0 7.0 2 1 2003 4 1 2250
349000 134.1 626.0 6.0 1 2 1960 1 1 2950
349000 165.0 1400.0 5.0 2 2 1963 4 1 2250
349000 129.0 800.0 6.0 2 0 1987 4 1 2000
349000 124.0 556.0 5.0 1 2 1928 4 1 3100
349000 315.0 895.0 12.0 3 1 1900 0 1 2550
349000 240.0 3800.0 9.0 2 2 1947 0 3 2150
349000 172.15 1850.0 7.0 2 2 1968 2 1 2000
349000 146.0 983.0 5.0 0 1 1975 4 0 2150
349000 138.0 501.0 5.0 2 1 1988 3 1 2650
349000 150.0 793.0 7.0 2 2 1983 1 1 2400
349000 90.0 700.0 3.0 0 2 1972 3 0 2650
349000 134.1 626.0 6.0 1 2 1960 1 1 2950
349000 275.59 1000.0 9.0 3 1 1910 5 1 2600
349000 184.08 2678.23 7.0 2 2 1980 5 1 1700
349000 140.0 657.0 6.5 2 1 1938 0 3 3200
349000 134.0 1283.0 6.0 2 2 1960 0 1 2400
349000 124.07 319.07 4.0 1 0 1999 4 1 2300
349000 154.0 744.0 5.0 2 1 1979 4 1 2150
349000 145.0 486.0 6.0 2 2 1938 2 1 2750
349000 129.0 800.0 6.0 2 0 1987 4 1 2000
349000 290.0 1118.0 7.0 3 1 1970 2 1 2650
349000 200.0 690.0 6.0 2 2 1982 3 1 1950
349000 180.85 1387.0 6.0 2 0 1990 2 1 2200
349000 211.0 576.0 8.0 2 0 1997 4 0 2350
349500 115.36 459.0 6.0 1 2 1956 0 1 3200
349900 180.0 2660.0 7.0 2 2 1984 3 1 2000
349900 106.0 1229.0 3.0 0 2 1970 0 1 2300
349900 258.0 980.0 8.0 3 2 1975 1 3 2300
350000 127.0 1856.0 6.0 2 1 1965 1 1 2100
350000 123.0 753.0 5.0 1 0 2004 4 1 2550
350000 295.0 874.0 8.0 2 2 1968 1 1 1550
350000 276.35 1564.0 10.0 3 2 1900 2 1 1000
350000 147.0 1950.0 5.0 2 0 1957 0 1 1950
350000 140.0 572.0 5.0 2 0 1986 3 1 2550
350000 170.0 503.0 6.0 0 2 1969 1 1 1850
350000 108.48 491.0 4.0 1 0 1997 4 1 2650
350000 129.23 346.0 4.0 1 0 1989 3 1 2650
350000 125.0 800.0 4.0 0 2 1972 0 1 2700
350000 265.0 1036.0 9.0 3 2 1967 3 1 1750
350000 230.0 950.0 5.0 3 2 1875 1 1 1250
350000 110.0 210.0 4.0 1 0 2022 7 0 1600
350000 210.0 341.0 8.0 3 2 1973 4 0 2650
350000 210.0 341.0 8.0 3 2 1973 4 0 2650
350000 125.0 320.0 5.5 1 2 1982 4 1 2750
350000 210.0 2633.0 9.0 2 1 1934 4 1 1800
350000 144.0 852.0 7.0 2 1 2006 1 1 2300
350000 217.0 957.0 7.0 2 0 1978 4 1 2150
350000 270.0 1292.0 9.0 2 1 1946 0 1 2350
350000 300.0 1127.0 15.0 3 1 1962 2 1 1900
350000 95.0 616.0 6.0 2 2 1974 2 1 1800
350000 181.6 987.0 6.0 2 2 1967 0 1 1800
350000 220.0 2273.0 4.0 2 2 1973 1 1 2150
350000 147.0 1950.0 5.0 2 0 1957 0 1 1950
350000 125.0 800.0 4.0 0 2 1972 0 1 2700
350000 97.7 380.0 5.0 1 2 1954 0 3 3350
350000 182.0 652.0 6.0 1 2 1935 2 1 2300
350000 139.0 1245.0 6.0 3 1 1961 0 3 3050
350000 134.27 883.0 6.0 0 2 1915 0 3 3600
350000 150.0 1078.0 6.0 2 2 1974 1 1 2100
350000 122.59 423.0 4.0 1 0 2000 5 0 2650
350000 110.0 230.0 4.0 2 2 1971 3 1 2300
350000 126.32 778.0 4.0 2 2 1978 3 1 2450
350000 160.0 835.0 6.0 2 2 1982 4 1 2600
350000 147.0 1950.0 5.0 2 0 1957 0 1 1950
350000 110.0 473.0 4.0 2 1 1958 0 3 2750
350000 97.7 380.0 5.0 1 2 1954 0 3 3350
350000 217.19 957.19 7.0 2 0 1978 4 1 2150
354000 130.0 861.0 4.0 0 0 1983 2 1 2400
355000 156.0 581.0 6.5 2 0 2016 2 1 2600
355000 156.0 581.0 6.5 2 0 2016 2 1 2600
355000 172.0 602.0 6.0 2 1 1975 2 1 2150
358900 220.0 3820.0 8.0 3 1 1972 0 1 1700
359000 155.0 745.0 8.0 3 0 1990 8 1 2400
359000 157.0 1002.0 7.0 2 1 1968 3 0 2500
359000 178.5 295.0 7.0 3 1 2005 2 1 2650
359000 111.36 274.0 4.0 1 0 2000 5 1 3050
359000 138.0 700.0 6.0 2 2 1967 3 1 2450
359000 195.0 1214.0 6.0 2 2 2001 1 1 2000
359000 219.0 1761.0 8.0 2 2 1914 0 1 2100
359000 157.0 1115.0 7.0 2 2 1966 0 1 2100
359000 168.0 1199.0 8.0 2 2 1960 0 1 2650
359000 145.0 1024.0 6.0 3 0 1926 0 1 2350
359000 150.0 777.0 4.0 2 0 2002 2 1 1950
359000 106.92 398.0 3.0 2 0 2005 4 1 1750
359000 154.0 986.0 8.0 2 2 1975 2 1 2150
359000 157.0 2482.0 5.0 0 0 1974 1 1 2500
359000 195.0 1214.0 6.0 2 2 2001 1 1 2000
359000 154.0 727.0 7.0 2 2 1967 4 1 2300
359000 93.46 561.0 3.0 0 2 1985 2 1 2650
359000 150.0 777.0 4.0 2 0 2002 2 1 1950
359000 108.93 601.0 5.0 2 2 1965 2 0 2200
359900 200.0 855.0 8.0 3 1 1980 4 1 2100
359900 156.0 415.0 6.0 1 2 1968 4 0 2150
360000 186.02 1287.16 7.0 2 0 1890 0 1 2100
360000 321.0 1688.0 13.0 3 0 2016 3 1 2000
360000 176.0 970.0 8.0 3 2 1958 1 1 1850
360000 194.0 796.0 9.0 3 2 1965 0 1 2050
360000 220.34 932.0 7.0 3 1 1981 1 3 2250
360000 220.0 381.0 8.0 2 1 2015 1 1 2350
360000 238.15 5800.0 9.0 2 2 1929 4 1 2200
360000 192.0 1063.0 8.0 3 2 1975 4 2 2350
360000 194.0 796.0 9.0 3 2 1965 0 1 2050
360000 102.0 705.0 3.0 0 1 1965 2 0 3450
364000 191.0 739.0 6.0 2 1 1965 0 2 2600
364000 138.0 544.0 5.0 2 2 1946 3 0 2550
364000 136.0 1015.0 5.0 2 0 1979 3 0 2250
364000 140.44 1456.0 7.0 2 2 1967 0 3 3400
365000 146.0 785.0 6.0 2 1 1970 0 1 2550
365000 146.0 785.0 6.0 2 1 1970 0 1 2550
365000 102.0 223.0 4.5 3 0 1979 3 1 2100
365000 150.0 775.0 5.0 2 1 2001 5 1 2400
365000 150.0 775.0 5.0 2 1 2001 5 1 2400
365000 117.01 815.0 4.0 0 0 1982 1 3 2150
365000 102.0 223.0 4.5 3 0 1979 3 1 2100
365000 150.0 775.0 5.0 2 1 2001 5 1 2400
365000 200.0 1011.0 6.0 2 2 1963 2 1 2100
365000 102.0 223.0 4.5 3 0 1979 3 1 2100
365000 115.0 250.0 4.0 1 0 1987 4 1 2600
365000 165.0 902.0 5.0 2 1 1997 3 1 2000
367000 190.0 1113.0 6.0 2 2 1974 3 1 2250
368000 192.0 539.0 6.0 2 1 1910 0 3 3650
368000 181.0 1300.0 4.0 0 0 1977 1 1 200
368000 151.0 984.0 5.0 2 2 1981 4 1 2100
368000 101.75 261.0 4.0 1 2 1980 3 0 2100
369000 182.0 773.0 6.0 2 0 1971 3 1 2150
369000 92.75 865.0 4.0 2 2 1969 1 3 2950
369000 189.96 828.0 6.0 2 1 1969 1 3 2000
369000 482.23 1363.23 18.0 3 0 1911 0 3 2000
369000 150.0 912.0 6.0 2 0 1986 3 1 2000
369000 80.0 222.0 3.0 1 0 1987 5 1 2150
369000 134.0 2495.0 5.0 2 1 1963 3 1 2150
369000 175.0 809.0 6.0 2 0 1977 3 1 2400
369000 135.0 1012.0 8.0 2 2 1967 0 3 2650
369000 270.0 1230.0 7.0 2 2 1971 4 1 2450
369000 142.7 585.0 5.0 2 1 1953 0 3 2000
369000 140.0 1309.0 6.0 2 2 1962 1 1 2100
369000 263.95 2535.0 4.0 3 0 1855 0 1 2050
369000 175.0 809.0 6.0 2 0 1977 3 1 2400
369000 113.0 252.0 5.0 1 0 1992 4 1 2250
369000 170.22 3433.22 7.0 2 2 1961 2 1 2150
369000 195.0 1550.0 7.0 2 1 1972 1 1 2200
369000 110.0 1019.0 5.0 2 2 1961 2 1 2650
369000 80.0 222.0 3.0 1 0 1987 5 1 2150
369000 98.0 860.0 4.0 2 2 1954 0 3 2750
369000 145.0 1042.0 5.0 2 2 1938 2 1 1500
369000 240.0 1162.0 8.0 2 1 1955 3 0 2150
369000 175.0 809.0 6.0 2 0 1977 3 1 2400
369000 124.26 348.0 5.0 1 1 1933 0 0 3200
369000 107.91 629.0 3.0 2 2 1958 1 1 3100
369000 155.0 675.0 6.0 2 0 1980 5 1 2400
369000 125.0 629.0 6.0 2 0 1993 2 1 2300
369000 175.0 809.0 6.0 2 0 1977 3 1 2400
369000 106.0 955.0 5.0 2 1 1972 2 1 2650
369000 248.46 860.0 9.0 3 1 1967 3 1 2750
369000 150.0 676.0 7.0 2 1 1984 4 0 2100
369000 100.0 397.0 4.0 1 2 1988 0 0 3650
370000 400.0 1183.0 9.0 3 1 1979 3 0 1750
370000 150.0 1296.0 5.0 0 0 1981 3 1 2400
370000 150.0 1296.0 5.0 0 0 1981 3 1 2400
370000 382.12 762.0 12.0 3 2 1973 3 1 850
370000 250.0 2500.0 9.0 2 2 1870 4 3 1850
370000 116.0 508.0 4.5 3 2 1992 5 3 4050
374000 260.0 1311.0 8.5 2 2 1949 1 1 1750
375000 220.0 2273.0 4.0 2 2 1973 1 1 2150
375000 122.0 641.0 5.0 3 2 1992 1 3 3450
375000 129.0 477.0 7.0 2 1 1935 4 0 2450
375000 209.0 990.0 8.0 3 2 1966 1 1 2850
375000 120.0 490.5 4.0 1 1 1997 5 1 2250
375000 145.0 357.0 5.0 1 0 1999 5 1 3400
375000 230.0 1760.0 7.0 3 2 1983 3 1 2150
375000 185.0 1761.0 8.0 3 1 1965 1 1 2200
375000 165.0 1100.0 6.0 2 1 1988 3 1 2050
375000 276.0 834.0 11.0 2 1 1930 1 1 1700
375000 181.0 1051.0 7.5 2 2 1963 2 3 3050
375000 120.0 572.0 5.0 2 1 1976 0 3 2750
375000 214.71 837.0 9.0 3 1 2014 3 1 2050
375000 136.0 1047.0 6.0 2 2 1999 2 1 3100
375000 162.9 523.0 6.0 1 1 1960 2 0 2650
375000 177.35 1003.0 8.0 2 2 1984 2 1 2650
375000 227.5 613.0 9.0 3 2 1962 0 3 2050
375000 181.0 1051.0 7.5 2 2 1963 2 3 3050
375000 167.03 501.0 6.0 2 2 1985 3 1 2950
376000 141.0 740.0 7.0 2 2 1956 0 3 3100
376000 141.24 740.24 7.0 2 2 1956 0 3 3100
376000 141.27 740.27 7.0 2 2 1956 0 3 3100
378000 104.0 881.0 5.0 2 0 2014 6 1 2250
378000 177.0 675.0 6.0 2 1 1963 2 1 2700
379000 122.0 600.0 5.0 0 1 1974 2 3 3200
379000 173.61 1091.0 7.0 2 1 1961 0 3 2950
379000 169.0 1069.0 4.0 2 2 1998 1 0 2000
379000 103.55 670.0 5.0 2 1 1965 1 1 2950
379000 188.0 1146.0 6.5 2 0 1991 5 1 1850
379000 113.0 1150.0 4.0 2 0 1965 0 1 2550
379000 152.0 1716.0 7.0 2 2 1978 5 3 2100
379000 168.0 999.0 4.0 2 2 1938 4 0 2450
379000 159.76 846.0 6.0 2 2 1965 2 1 2300
379000 136.0 610.0 5.0 2 1 1993 2 1 3050
379000 167.0 234.0 8.0 2 1 1901 3 0 2150
379000 100.0 520.0 3.0 0 0 2019 4 1 2750
379000 200.0 1044.0 6.0 2 0 2001 5 1 1050
379000 140.0 1182.0 6.0 2 2 1965 0 1 1900
379000 133.0 629.0 4.0 3 0 2020 5 1 2750
379000 130.19 698.0 6.0 2 2 1975 3 1 2300
379000 154.87 600.0 5.0 2 0 1990 4 1 2850
379000 136.0 610.0 5.0 2 1 1993 2 1 3050
379000 115.0 1783.0 3.5 2 2 1970 0 1 1550
379000 87.7 451.0 4.0 1 2 1964 0 1 3350
379000 150.0 763.0 6.0 2 2 1981 3 1 2550
379000 188.0 1267.0 6.5 2 0 1991 5 1 1850
379000 214.0 794.0 7.0 2 0 1950 4 1 3400
379000 133.18 531.0 4.0 1 2 2003 3 1 4250
379000 169.0 1069.0 4.0 2 2 1998 1 0 2000
379900 145.0 1274.0 6.5 2 2 1981 5 1 2300
