price wohnflaeche grundstueckflaeche zimmer category basement year efficiency_rating condition kontextWert
250000 103.81 646.0 6.0 2 1 1951 1 3 2150
250000 333.0 1098.0 12.0 3 2 1962 4 3 1750
250000 133.0 270.0 7.0 2 0 1920 2 1 2750
250000 120.0 2000.0 4.0 2 0 1958 3 1 2400
250000 140.0 891.0 6.0 2 1 1957 2 1 2000
252000 83.42 1000.0 4.0 2 0 1997 0 1 2600
254000 135.0 1014.0 4.0 2 2 1998 0 3 2600
254000 167.94 825.0 7.0 2 1 1960 3 3 1650
254000 160.0 550.0 6.0 2 1 1958 0 3 2000
254000 160.0 550.0 6.0 2 1 1958 0 3 2000
254900 137.14 574.0 5.0 2 0 1977 2 1 1800
255000 180.0 1400.0 9.0 3 2 2004 2 1 1300
255000 262.0 846.0 6.0 2 1 1978 5 1 2250
255000 61.9 6018.0 2.0 2 2 1972 1 1 750
258000 285.0 1045.0 12.0 3 2 1963 5 1 850
258000 113.0 1407.0 6.0 2 2 1968 0 3 1800
258000 285.03 1045.03 12.0 3 2 1963 5 1 850
259000 166.0 520.0 5.0 2 2 1972 2 3 2850
259000 130.0 900.0 6.0 2 2 1985 1 1 2050
259000 96.0 306.0 4.0 1 0 2007 5 1 1950
259000 130.0 918.0 5.5 2 1 1965 1 1 2100
259000 116.0 389.0 4.0 1 0 1995 4 1 2150
259000 91.0 539.0 4.0 1 1 1954 0 1 2550
259000 110.0 960.0 5.0 2 1 1967 2 1 2100
259000 109.0 428.0 4.0 1 1 1985 2 1 2450
259000 133.59 747.0 6.0 2 1 1900 0 3 2150
259000 218.86 813.0 9.0 3 1 1920 0 1 2150
259000 136.0 771.0 5.0 2 2 1963 2 1 1800
259000 148.89 1032.0 7.0 2 2 1980 3 1 1200
259000 194.0 562.0 7.0 2 2 1930 1 1 1700
259000 150.0 723.0 6.0 1 2 1950 1 3 2000
259000 117.0 778.0 4.0 2 2 1990 1 1 2200
259000 160.17 2500.17 7.0 2 2 1970 0 1 400
259000 104.0 287.0 3.0 1 0 1989 5 0 2800
259000 155.0 826.0 7.0 2 2 1950 0 3 1500
259000 120.0 947.0 5.0 2 2 1971 2 1 2300
259000 135.72 720.0 5.0 2 1 1972 1 1 2000
259000 130.0 896.0 3.0 2 2 1966 2 1 2050
259000 94.0 468.0 4.0 1 1 1967 4 1 2600
259000 123.0 878.0 4.0 2 2 1977 0 3 2300
259900 148.0 1098.0 4.0 2 0 1998 3 1 1650
260000 240.0 613.0 8.5 2 1 1850 1 1 1950
260000 100.0 562.0 2.0 2 0 2005 4 3 2050
260000 375.0 1004.0 12.0 3 2 1911 3 1 2350
260000 214.0 2330.0 7.0 3 2 1970 1 1 2750
260000 171.65 739.0 7.0 2 1 1956 2 1 1650
260000 93.0 494.0 3.0 2 1 1965 1 1 2750
260000 108.0 1000.0 6.0 2 2 1957 0 1 1950
260000 179.9 1098.0 7.0 2 2 1972 2 1 2000
260000 162.0 5270.0 6.0 2 2 1906 0 3 1850
260000 143.0 505.0 6.0 1 1 1957 3 1 1650
262000 107.0 382.0 3.0 1 2 1900 2 3 3600
262000 107.0 382.0 3.0 1 2 1900 2 3 3600
263000 132.0 625.0 5.0 2 1 1952 0 3 2600
264000 110.0 199.0 4.0 1 2 2003 0 3 2900
265000 102.0 791.0 4.0 2 2 1953 0 1 3950
265000 219.23 1188.23 7.0 2 2 1970 1 1 1750
265000 74.0 686.0 5.0 2 0 2000 4 1 2000
265000 158.69 1272.0 8.0 2 1 1958 2 3 2150
265000 200.0 1800.0 10.0 3 2 2001 2 3 1300
265000 206.0 696.0 10.0 2 0 1969 2 3 2050
265000 160.0 1296.0 7.0 2 1 1955 0 1 2750
265000 135.0 1612.0 4.0 2 1 1991 0 1 2150
265000 220.0 1145.0 9.0 2 0 1923 1 3 2700
265000 150.0 2488.0 7.0 2 1 1969 0 1 1650
265000 132.0 580.0 4.0 2 2 1974 0 1 1650
265000 145.0 1107.0 3.0 2 1 1962 1 1 1800
265000 102.0 294.0 4.0 1 2 1976 4 1 2300
265000 134.0 858.0 5.0 2 2 1953 1 3 2150
265000 151.0 445.0 8.0 3 2 1958 2 1 2150
265000 132.0 785.0 4.0 1 1 2014 2 1 2050
265000 207.13 802.0 8.0 3 2 1969 3 1 1800
265000 124.0 609.0 11.0 2 2 1999 3 1 2350
265000 219.3 1188.3 7.0 2 2 1970 1 1 1750
265000 107.57 737.0 7.0 0 2 1966 2 1 2050
265000 206.16 696.16 10.0 2 0 1969 2 3 2050
265000 170.0 1000.0 5.0 2 1 1952 3 1 1650
267000 184.81 1326.0 8.0 2 1 1902 0 3 2150
268000 142.99 670.0 6.0 2 0 1972 1 1 1700
269000 95.0 453.0 4.0 0 0 1999 3 1 2400
269000 160.0 550.0 6.0 2 1 1958 0 3 2000
269000 140.0 635.0 6.0 2 2 1954 0 3 1700
269000 284.0 604.0 13.0 2 1 1994 0 3 1700
269000 113.0 307.0 4.0 1 0 1996 4 1 2700
269000 160.44 675.0 8.0 2 1 2008 2 1 2100
269000 310.0 2010.0 12.0 3 2 1900 0 0 1200
269000 124.0 1515.0 4.0 2 0 1990 1 1 2350
269000 130.0 958.0 5.0 2 1 1938 0 1 2050
269000 131.0 496.0 5.0 2 1 1952 5 1 2350
269000 145.0 700.0 4.0 2 2 1976 1 1 2500
269000 155.95 1043.0 7.0 2 1 1951 0 3 2100
269000 93.0 392.0 4.0 1 0 2000 4 1 2350
269000 229.0 670.0 8.0 3 2 1790 1 1 3100
269000 270.0 2161.0 11.0 3 1 1910 4 1 1400
269000 145.47 1909.0 4.0 2 1 1927 0 1 2150
269000 192.0 568.0 8.0 3 0 1979 3 3 1700
269000 120.0 701.0 5.0 2 1 1965 1 1 1800
269000 113.0 606.0 5.0 2 1 1965 1 1 2300
269000 218.0 2765.0 7.0 2 2 1951 1 3 1350
269000 105.0 1171.0 5.0 2 2 1962 0 1 2150
269000 129.0 600.0 5.0 2 2 1980 4 3 3150
269000 101.58 559.0 2.0 2 0 2002 2 1 2200
269000 188.0 807.0 8.0 2 1 2004 1 1 2150
269000 338.12 1455.0 11.0 3 1 1727 2 1 2550
269000 167.0 6452.0 5.0 2 0 1870 0 1 2350
269000 136.63 583.0 5.0 2 0 1970 1 1 2350
269000 229.0 670.0 8.0 3 2 1790 1 1 3100
269000 101.58 559.0 2.0 2 0 2002 2 1 2200
269000 93.0 345.0 4.0 1 0 1994 1 1 2400
269000 131.0 496.0 5.0 2 1 1952 5 1 2350
269000 137.19 865.0 6.0 2 1 1956 0 3 2850
269000 122.67 956.17 4.0 2 0 1978 0 1 2150
269900 102.44 494.0 4.0 2 2 1961 1 1 2100
270000 192.0 895.0 7.0 2 2 1968 1 1 1600
270000 200.0 699.0 6.0 2 2 1981 2 3 1750
270000 144.0 827.0 5.0 2 2 1967 0 3 2450
270000 105.84 401.0 4.0 1 0 1996 4 1 2150
270000 91.58 331.0 4.0 1 2 1993 3 1 1800
270000 177.0 819.0 8.0 2 2 1965 0 3 2500
270000 177.0 819.0 8.0 2 2 1965 0 3 2500
270000 98.34 269.0 3.0 1 0 1989 3 1 2650
271820 324.0 1024.0 13.0 0 2 2005 2 1 850
274000 191.95 802.0 8.0 3 2 1969 3 1 1800
275000 189.0 4167.0 8.0 2 1 1935 6 3 2500
275000 161.0 769.0 6.0 2 2 1972 3 3 2100
275000 160.0 840.0 5.0 2 2 1965 0 1 2200
275000 107.0 302.0 4.0 1 0 2002 4 1 2300
275000 150.0 1069.0 5.0 2 1 1964 2 1 2050
275000 160.0 482.0 7.0 2 1 1929 5 0 2800
275000 140.0 739.0 5.0 2 1 1975 1 1 2100
275000 155.0 436.0 4.0 2 2 2010 1 0 2350
275000 147.0 724.0 6.0 2 2 1972 1 1 2050
275000 112.0 496.0 5.0 1 2 1981 5 1 2350
275000 130.0 640.0 6.0 2 1 2008 3 3 2400
275000 120.0 2383.0 4.0 2 2 1954 1 3 2150
275000 155.0 436.0 4.0 2 2 2010 1 0 2350
275000 207.0 727.0 6.0 2 2 1972 3 1 2000
275000 240.27 2583.27 9.0 2 0 1926 1 3 2500
275000 130.0 640.0 6.0 2 1 2008 3 3 2400
275000 340.0 3958.0 9.5 3 1 1907 1 1 2100
275000 120.0 2383.0 4.0 2 2 1954 1 3 2150
275000 150.0 1069.0 5.0 2 1 1964 2 1 2050
275000 101.58 927.0 4.0 2 2 1968 0 3 1800
275900 145.0 521.0 6.5 0 2 1977 3 3 2650
276000 102.0 967.0 2.0 2 0 1973 2 1 2750
276000 102.0 967.0 2.0 2 0 1973 2 1 2750
276000 220.46 625.0 6.0 2 2 1975 3 1 2200
277000 186.0 730.0 7.0 2 2 1986 1 1 1650
277500 170.0 686.0 5.0 2 0 1991 5 1 1600
278000 112.24 1263.0 5.0 2 2 1975 0 1 2950
278000 187.0 818.0 5.0 2 2 1955 3 1 1700
278000 120.0 1282.0 4.0 3 2 1959 0 0 1600
279000 171.51 871.0 6.0 3 1 1936 3 3 1700
279000 182.0 782.0 8.0 2 1 1962 3 1 2500
279000 186.0 859.0 7.0 2 1 1969 2 1 2150
279000 135.0 1519.0 4.0 2 1 1961 0 3 2350
279000 122.5 956.0 4.0 2 0 1978 0 1 2150
279000 90.0 584.0 5.0 2 2 1987 1 1 2100
279000 180.0 2111.0 7.0 2 1 1965 1 1 1900
279000 111.0 1085.0 3.0 2 2 1979 0 1 2100
279000 128.0 2408.0 5.0 2 2 1963 0 3 2500
279000 140.0 1061.0 4.0 2 2 1950 1 1 2400
279000 150.0 2161.0 7.0 2 2 1963 2 1 200
279000 131.0 1044.0 6.0 2 0 1980 1 1 2150
279000 131.0 1044.0 6.0 2 0 1980 1 1 2150
279000 153.0 759.0 6.0 2 0 1978 4 1 1650
279000 113.0 495.0 4.0 1 0 2006 5 1 2050
279000 153.0 759.0 6.0 2 0 1978 4 1 1650
279000 213.38 490.0 7.0 3 0 1910 2 0 2350
279000 95.0 743.0 5.0 2 1 1958 0 1 2050
279000 142.64 1546.0 6.0 2 1 1933 0 1 2150
279000 220.0 1764.0 7.0 2 0 1962 4 0 1800
279000 215.0 663.0 10.0 2 1 1965 0 3 2300
279000 153.0 759.0 6.0 2 0 1978 4 1 1650
279000 208.0 924.0 7.0 2 1 1934 1 3 2300
279000 220.0 797.0 11.0 3 2 1870 4 1 2350
279000 92.0 1359.0 4.0 2 0 1991 1 1 2050
279000 132.0 1800.0 7.0 2 2 1890 1 3 1950
279000 165.66 670.03 6.0 2 0 1981 0 1 2000
279000 110.0 1226.0 5.0 2 2 1946 2 1 1500
279500 105.0 500.0 5.0 1 2 1930 0 3 3250
279900 300.0 918.0 8.0 0 2 2969 0 3 1500
280000 140.0 727.0 6.0 2 1 1987 3 1 2100
280000 115.0 779.0 5.0 2 2 1961 1 1 2100
280000 167.0 1757.0 8.0 2 1 1972 1 3 2250
280000 125.0 538.0 5.0 2 2 1980 1 3 2750
280000 260.0 380.0 8.0 3 1 1840 4 0 2350
280000 110.0 731.0 5.0 2 1 1968 2 1 2700
280000 370.72 835.23 9.0 3 2 1910 0 1 950
280000 100.0 644.0 4.0 1 2 1924 0 1 3950
280000 370.59 835.1 9.0 3 2 1910 0 1 950
280000 230.0 1533.0 5.5 2 0 2020 2 1 2300
280000 142.0 701.0 6.0 2 2 1959 0 1 3450
283000 180.0 513.0 7.0 1 2 1978 4 0 2300
283000 180.0 513.0 7.0 1 2 1978 4 0 2300
283000 180.0 513.0 7.0 1 2 1978 4 0 2300
283000 180.0 513.0 7.0 1 2 1978 4 0 2300
283000 180.0 513.0 7.0 1 2 1978 4 0 2300
284000 130.0 647.0 5.0 2 2 1971 0 1 2050
285000 105.34 585.0 5.0 1 2 1952 0 1 2300
285000 170.0 1170.0 5.0 2 1 1966 0 3 2500
285000 245.0 550.0 7.0 2 2 1967 1 1 2650
285000 130.0 640.0 6.0 2 1 2008 3 3 2400
285000 105.2 368.0 4.0 2 2 1971 1 1 2200
285000 144.0 568.0 8.0 2 1 1930 2 1 2050
285000 160.0 858.0 4.0 2 2 1899 2 1 2150
285000 165.0 731.0 6.0 2 0 1981 4 3 2300
285000 118.8 1647.0 5.0 2 0 1997 3 1 1250
285000 160.15 2500.15 7.0 2 2 1970 0 1 400
285000 136.0 949.0 7.0 3 2 1960 0 0 2100
285000 208.0 2179.0 5.0 1 0 1991 3 3 3650
285000 125.0 1784.0 5.0 2 1 1912 3 0 2350
285000 149.45 206.0 9.0 3 2 1949 1 3 3200
285000 135.0 1060.0 4.0 2 0 1985 2 1 2000
285000 431.0 907.0 18.0 3 2 1952 3 1 1300
285000 130.0 600.0 6.0 3 2 1914 2 1 2350
285000 89.2 1607.0 3.0 2 0 1999 2 1 2150
285000 107.0 980.0 4.0 2 2 1970 0 3 2100
285000 118.81 1647.01 5.0 2 0 1997 3 1 1250
285000 140.0 580.0 5.0 2 0 1977 3 1 2350
285000 122.84 1003.0 3.0 2 0 1997 4 1 2150
285000 131.0 1030.0 6.0 2 2 1965 4 0 1950
285834 127.0 900.0 6.0 2 2 1956 3 1 2150
285834 127.0 900.0 6.0 2 2 1956 3 1 2150
285834 127.0 900.0 6.0 2 2 1956 3 1 2150
287000 117.0 689.0 5.0 1 2 1960 2 3 2950
287000 139.0 583.0 4.0 1 1 1958 4 1 2300
287000 117.0 689.0 5.0 1 2 1960 2 3 2950
287000 300.0 830.0 13.0 2 2 1923 0 1 1700
287000 117.0 689.0 5.0 1 2 1960 2 3 2950
288000 119.61 432.26 4.0 3 2 1954 1 1 2100
288000 118.0 1113.0 4.0 2 2 1999 2 1 2500
288000 119.35 432.0 4.0 3 2 1954 1 1 2100
289000 200.0 573.0 8.0 3 1 1973 3 1 2300
289000 323.0 936.0 15.0 3 1 1912 2 2 1000
289000 120.0 2000.0 4.0 2 0 1958 3 1 2400
289000 116.0 689.0 5.0 2 1 1924 0 3 2300
289000 110.0 593.0 5.0 2 2 1957 0 1 2650
289000 110.28 475.0 5.0 2 1 1961 0 1 2650
289000 170.0 681.0 6.0 2 0 1985 4 3 1950
289000 119.0 1209.0 5.0 2 0 1995 0 2 1150
289000 100.0 319.0 5.0 1 2 1958 0 1 2700
289000 94.0 1003.0 3.0 2 2 2013 7 1 1750
289000 106.0 427.0 4.0 1 0 1994 4 1 3000
289000 194.0 562.0 7.0 2 2 1930 1 1 1700
289000 156.0 1091.0 6.0 2 0 1976 2 1 2550
289000 112.0 854.0 3.5 2 1 1958 0 3 2850
289000 113.0 440.0 4.0 1 0 2006 5 1 2050
289000 110.0 611.0 6.0 2 1 1969 0 1 2100
289000 115.0 876.0 5.0 2 1 1957 2 0 2150
289000 130.0 799.0 4.0 2 0 1978 2 1 2350
289000 169.0 1000.0 7.0 2 1 1953 6 0 2150
289000 140.0 408.0 4.0 2 2 1947 2 1 2200
289000 100.0 319.0 5.0 1 2 1958 0 1 2700
289000 170.24 681.24 6.0 2 0 1985 4 3 1950
289000 125.24 892.24 5.0 2 2 1980 3 1 2850
289900 113.0 600.0 3.0 0 0 2000 4 0 3200
290000 115.0 389.0 5.0 1 0 2017 5 1 2150
290000 162.0 5270.0 6.0 2 2 1906 0 3 1850
290000 128.0 1000.0 8.0 2 2 1971 1 3 2800
290000 124.0 758.0 5.0 2 0 2004 4 1 2300
290000 113.0 543.0 6.0 2 0 1965 1 1 2050
290000 131.0 1333.0 5.0 2 1 1959 0 1 2000
290000 220.0 1542.0 8.0 2 2 1952 2 3 2200
290000 160.0 740.0 5.0 2 1 1970 0 1 2500
290000 162.0 5270.0 6.0 2 2 1906 0 3 1850
290000 276.35 1564.0 10.0 3 2 1900 2 1 1000
290000 100.0 319.0 5.0 1 2 1958 0 1 2700
290000 182.41 517.21 9.0 2 2 1960 3 1 1250
290000 104.0 285.0 5.0 1 2 1951 0 3 3350
290000 60.0 230.0 3.0 0 2 1952 2 1 4650
290000 124.07 758.07 5.0 2 0 2004 4 1 2300
291000 95.0 900.0 4.0 2 1 1967 0 1 2050
292000 178.66 883.0 7.0 2 2 1965 1 1 2150
292000 115.0 660.0 4.0 2 0 1900 0 1 2800
292500 130.0 670.0 5.0 2 2 2020 2 1 2300
292500 130.0 670.0 5.0 2 2 2020 2 1 2300
293000 134.0 700.0 6.0 2 2 1900 1 3 2250
294000 135.0 512.0 4.0 2 2 1960 3 3 2650
294999 112.27 350.0 5.0 1 2 1910 1 3 3200
295000 128.0 693.0 4.0 0 2 1978 2 3 2950
295000 177.61 505.0 6.0 2 0 1968 3 1 1850
295000 165.76 670.13 6.0 2 0 1981 0 1 2000
295000 301.0 415.0 12.0 3 2 1870 5 1 2350
295000 214.0 929.0 7.0 2 2 1967 2 3 2300
295000 102.74 609.0 3.0 0 2 1974 2 1 1950
295000 210.0 603.0 6.0 0 2 1973 4 1 2350
295000 121.0 435.0 4.0 2 0 2003 5 1 1900
295000 142.0 313.0 7.0 2 1 1974 4 1 2300
295000 340.0 3958.0 9.5 3 1 1907 1 1 2100
295000 65.0 863.0 3.0 2 2 1982 2 1 3000
295000 283.0 1499.0 7.0 3 0 1977 0 1 1150
295000 154.0 539.0 5.5 3 0 1920 0 1 2200
295000 268.0 1251.0 10.0 2 1 1934 3 1 1150
295000 104.5 1047.0 4.0 2 1 1956 0 3 3850
295000 146.0 730.0 6.0 2 1 1979 2 1 200
295000 168.73 1005.0 9.0 2 2 1938 3 1 2350
295000 95.0 876.0 3.0 1 2 1937 1 1 1800
295000 249.0 442.0 9.0 3 2 1965 1 3 2050
295000 214.0 929.0 7.0 2 2 1967 2 3 2300
295000 190.0 3610.0 7.0 2 0 1972 0 1 1900
295000 319.0 2500.0 10.0 3 1 1993 0 2 1800
295000 102.3 1000.0 5.0 2 1 1968 2 0 2100
295000 182.4 1011.0 7.0 3 1 1959 2 1 2150
295000 125.0 850.0 5.0 2 1 1935 1 1 2650
295000 167.72 998.0 7.0 2 0 1968 3 1 2250
295000 59.0 630.0 2.0 2 2 1962 0 1 3300
295000 95.0 473.0 3.0 0 0 1975 0 3 2650
295000 249.0 442.0 9.0 3 2 1965 1 3 2050
295000 204.0 858.0 7.0 3 1 2021 0 3 2050
295000 214.0 929.0 7.0 2 2 1967 2 3 2300
295000 116.0 570.0 5.0 2 1 1966 2 3 2650
295000 256.0 296.0 19.0 3 2 1900 3 1 1350
295000 108.48 491.0 4.0 1 0 1997 4 1 2650
295000 190.0 1000.0 6.0 2 2 1977 2 1 2300
295000 177.61 505.0 6.0 3 0 1968 3 1 1850
295000 126.0 604.0 4.0 0 0 2002 5 1 1850
295000 249.0 442.0 9.0 3 2 1965 1 3 2050
295000 92.0 317.22 3.0 0 0 1999 3 1 2100
295000 125.0 1450.0 7.0 0 2 1958 3 0 1050
295000 130.0 448.0 4.0 2 1 1950 3 0 2300
295000 130.0 898.0 6.0 2 1 1972 3 1 3100
295500 180.0 567.0 6.0 2 2 1911 0 1 1400
296000 136.0 500.0 6.0 1 2 1960 3 1 4100
296000 150.0 833.0 6.0 2 0 1992 3 1 1950
297000 99.85 322.0 4.0 1 1 2013 3 1 2200
297500 99.85 322.0 4.0 1 1 2013 3 1 2200
297500 113.0 719.0 5.0 2 2 1970 3 1 2500
298000 140.0 501.0 5.0 2 1 1973 0 1 2400
298000 120.0 959.0 5.0 2 1 1967 4 1 2000
298000 143.43 819.0 5.0 3 1 1890 1 1 2150
298000 78.0 2409.0 5.0 2 2 1977 2 1 1850
298000 259.0 1077.0 10.0 3 2 1997 3 1 1500
298000 110.0 420.0 5.0 1 2 1954 0 1 2700
298000 93.0 382.0 4.0 1 2 1993 3 0 2800
298000 205.0 735.0 4.0 1 2 1938 1 1 1950
298000 220.0 899.0 8.0 2 2 1968 3 1 1450
298000 135.72 720.0 5.0 2 1 1972 1 1 2000
298000 134.0 521.0 6.0 2 2 1900 1 3 2250
298000 154.52 745.0 5.0 0 1 1972 0 3 2250
298000 105.0 694.0 6.0 2 0 2000 6 1 2550
298000 134.0 521.0 6.0 2 2 1900 1 3 2250
298000 205.0 735.0 4.0 1 2 1938 1 1 1950
298000 205.0 735.0 4.0 1 2 1938 1 1 1950
298000 114.0 642.0 4.0 2 2 1964 0 1 2600
298000 78.18 2409.18 5.0 2 2 1977 2 1 1850
298500 139.37 1068.0 6.0 2 1 1956 2 1 2150
299000 175.0 956.0 7.0 2 1 1971 2 3 2000
299000 160.0 1523.0 5.0 2 1 1984 2 3 2000
299000 138.0 2579.0 6.0 2 1 1950 0 1 1550
299000 127.04 325.04 6.0 2 2 1938 0 1 2650
299000 117.0 806.0 6.0 1 2 2003 1 3 3950
299000 135.0 1252.0 7.0 2 2 1969 2 1 2500
299000 180.0 494.0 9.0 2 2 1920 1 3 2200
299000 190.0 1138.0 8.0 3 1 2004 0 1 2750
299000 101.0 925.0 4.0 2 2 1972 5 1 2250
299000 200.0 1035.0 9.0 2 1 1962 0 3 2750
299000 121.94 525.0 5.0 1 0 1997 3 1 2050
299000 240.03 2583.03 9.0 2 0 1926 1 3 2500
299000 160.0 855.0 5.0 2 2 1967 2 1 2750
299000 180.0 852.0 5.0 2 2 1984 7 1 1250
299000 180.85 1280.0 6.0 3 1 1914 1 3 2550
299000 120.0 2550.0 5.0 2 0 1988 2 1 2100
299000 174.2 874.0 6.0 2 1 1949 0 3 3100
299000 140.0 1832.0 5.0 2 0 1971 0 3 2000
299000 173.0 791.0 6.0 2 2 1978 1 1 1850
299000 153.0 759.0 6.0 2 0 1978 4 1 1650
299000 134.0 851.0 5.0 2 2 1967 3 1 2350
299000 212.0 5600.0 8.0 2 2 1792 3 3 3050
299000 213.02 1306.0 7.0 2 2 1978 3 1 1900
299000 170.0 900.0 5.0 2 1 1970 3 1 1450
299000 257.0 1298.0 11.0 3 2 1950 2 1 2000
299000 160.34 854.0 8.0 3 1 1972 1 3 1700
299000 232.26 1309.26 7.0 3 2 1962 2 3 2300
299000 232.2 1309.2 7.0 2 2 1962 2 3 2300
299000 120.0 630.0 5.0 2 1 2012 0 1 2850
299000 110.0 396.0 4.0 1 2 1968 0 1 2250
299000 90.0 150.0 4.0 1 2 1966 1 1 3600
299000 143.0 478.0 4.0 2 1 2014 4 1 2300
299000 110.0 855.0 4.0 2 2 1978 3 1 2500
299000 160.0 567.0 4.0 2 0 1999 4 1 2100
299000 213.38 490.0 7.0 3 0 1910 2 0 2350
299000 160.0 800.0 6.0 2 2 1996 2 1 2600
299000 234.0 1523.0 9.0 3 1 1957 2 1 1800
299000 80.0 498.0 6.0 2 2 1960 0 3 3250
299000 100.0 9172.0 6.0 2 0 1895 0 3 2150
299000 172.33 1923.0 5.0 2 0 1992 3 3 2150
299000 150.0 2442.0 5.0 2 2 1977 2 1 1900
299000 135.0 821.0 4.0 2 0 1982 4 1 1900
299000 117.0 457.0 4.0 2 2 1974 2 3 2100
299000 137.0 875.0 4.0 1 2 1964 0 1 3200
299000 214.26 1000.0 5.0 3 2 1936 4 0 2200
299000 117.0 2601.0 6.0 2 2 1976 1 3 1900
299000 94.0 468.0 4.0 1 1 1967 4 1 2600
299000 220.0 1400.0 8.0 3 2 1953 0 1 2000
299000 103.04 362.0 4.0 2 0 1986 1 1 2650
299000 122.84 1003.0 3.0 2 0 1997 4 1 2150
299000 200.0 1047.0 6.0 3 2 1970 1 3 2150
299000 122.0 336.0 4.0 1 2 2002 4 1 2350
299000 120.0 765.0 4.0 2 0 1992 4 1 2000
299000 125.0 617.0 4.0 2 0 1995 4 1 2750
299000 232.0 1137.0 11.0 3 2 1968 2 1 2300
299000 93.0 885.0 3.0 2 2 1962 0 1 2700
299000 100.0 9172.0 6.0 2 0 1895 0 3 2150
299000 208.54 856.0 6.0 3 2 1966 1 1 2150
299000 159.41 629.0 4.0 2 2 1951 4 1 1950
299000 220.0 1400.0 8.0 3 2 1953 0 1 2000
299000 111.31 1943.0 3.0 2 2 1988 2 1 2550
299000 107.81 44578.0 11.0 2 0 1842 0 3 1700
299000 80.0 498.0 6.0 2 2 1960 0 3 3250
299000 128.0 608.0 5.0 1 2 1976 1 3 3550
299000 75.16 323.0 3.0 0 1 1990 1 1 2300
299000 187.34 1294.0 7.0 3 2 1991 1 1 2350
299000 145.0 741.0 7.0 2 2 1965 1 1 2050
299000 90.0 150.0 4.0 1 2 1966 1 1 3600
299000 267.0 713.0 11.5 3 2 1929 1 3 2550
299000 145.0 741.0 7.0 2 2 1965 1 1 2050
299000 205.0 2729.0 8.0 2 2 1977 2 1 2250
299000 126.05 349.0 6.0 2 2 1969 3 1 2850
299000 142.0 732.0 6.0 2 1 1967 0 3 2600
299000 112.2 1235.0 5.0 2 2 2012 3 0 2750
299000 137.0 979.0 5.0 2 0 1975 0 1 2500
299000 117.0 806.0 6.0 1 2 2003 1 3 3950
299000 130.0 700.0 4.0 2 0 1960 2 1 1800
299000 119.08 702.0 4.0 2 0 1980 1 1 2100
299000 267.23 713.23 11.5 3 2 1929 1 3 2550
299000 128.0 554.0 4.0 2 1 1906 0 1 2550
299000 134.0 400.0 4.0 2 2 1975 3 3 2400
299000 100.0 9172.0 6.0 2 0 1895 0 3 2150
299000 128.41 621.0 4.5 2 2 1988 0 3 2150
299000 140.0 5000.0 4.0 2 0 1986 2 1 2000
299000 245.43 570.0 9.0 3 1 1910 0 1 1650
299000 93.11 535.0 4.0 2 0 1965 0 1 2700
299500 125.0 416.0 5.0 1 0 2021 8 0 2050
299500 119.0 700.0 6.0 2 1 1970 2 1 2300
299500 107.0 523.0 4.0 1 0 1993 5 1 2500
299500 125.0 416.0 5.0 1 0 2021 8 0 2050
299900 160.65 594.0 6.0 2 2 1984 3 1 3150
299900 142.99 670.0 6.0 2 0 1972 1 1 1700
299900 140.0 890.0 5.0 2 0 1978 1 0 2000
299900 128.19 798.0 4.0 2 2 1963 0 1 1650
300000 98.34 269.0 3.0 1 0 1992 4 1 2650
300000 83.21 750.0 3.0 2 0 2002 5 1 1600
300000 150.0 701.0 5.0 1 2 1957 2 3 1500
300000 129.23 346.0 4.0 1 0 1989 3 1 2650
300000 80.0 330.0 3.0 1 2 1938 3 1 2550
300000 150.11 701.11 5.0 1 2 1957 2 3 1500
305000 89.2 1607.0 3.0 2 0 1999 2 1 2150
305000 89.2 1607.0 3.0 2 0 1999 2 1 2150
305000 210.0 820.0 7.0 2 2 1952 0 1 2200
307000 95.0 266.0 4.0 1 0 1970 2 1 3000
309000 130.0 676.0 6.0 2 2 1960 1 1 2800
309000 160.0 800.0 4.0 2 2 1966 2 1 2600
309000 165.0 1048.0 8.0 2 2 1970 4 1 2050
309000 160.0 647.0 5.0 0 0 1979 1 0 2100
309000 91.78 317.0 3.0 0 0 1999 3 1 2100
309000 165.0 1048.0 8.0 2 2 1970 4 1 2050
309000 160.0 647.0 5.0 0 0 1979 1 0 2100
309000 165.0 1048.0 8.0 2 2 1970 4 1 2050
309000 160.0 647.0 5.0 0 0 1979 1 0 2100
309500 144.0 618.0 5.0 2 1 1976 4 1 2400
309500 240.0 877.0 7.0 2 2 1979 5 1 1700
309900 206.0 749.0 7.0 2 1 1903 3 1 2150
309900 206.0 749.0 7.0 2 1 1903 3 1 2150
310000 160.0 308.0 9.0 3 0 1900 3 1 1500
310000 59.0 630.0 2.0 2 2 1962 0 1 3300
310000 182.25 517.05 9.0 2 2 1960 3 1 1250
310000 136.0 494.0 4.0 2 1 1971 1 1 2750
310000 140.5 830.0 5.0 2 2 1996 2 3 3050
310000 182.35 517.15 9.0 2 2 1960 3 1 1250
310000 134.0 723.0 5.0 2 2 1965 1 1 2500
310000 122.76 1883.0 4.0 2 2 1970 2 1 2100
310000 140.44 550.0 5.0 2 1 2004 3 0 2100
310000 100.0 715.0 4.0 2 2 1980 3 1 1500
312000 100.0 489.5 4.0 1 0 1982 2 3 3500
312000 130.0 1048.0 5.0 2 2 1936 5 1 2100
