id;plz;stadt;strasse;stadtteil;preis;wohnflaeche;grundstueckflaeche;anz_zimmer;kategorie;keller;baujahr;energieeffizienz;zustand;kontextLabel;kontextWert
39140027;21737;Wischhafen;Straße nicht freigegeben;;268000;142.99;670.0;6.0;einfamilienhaus;0;1972;1;1;0;1700
60218688;31311;Uetze;Straße nicht freigegeben;Dedenhausen;269000;95.0;453.0;4.0;bungalow;0;1999;3;1;6;2400
17621366;26624;Südbrookmerland;Straße nicht freigegeben;Moordorf;269000;160.0;550.0;6.0;einfamilienhaus;1;1958;0;3;5;2000
18130017;38268;Lengede;Straße nicht freigegeben;Woltwiesche;269000;140.0;635.0;6.0;einfamilienhaus;2;1954;0;3;10;1700
30739397;38268;LengedeKleinLafferde;Straße nicht freigegeben;;269000;284.0;604.0;13.0;einfamilienhaus;1;1994;0;3;10;1700
90708785;38554;Weyhausen;Straße nicht freigegeben;;269000;113.0;307.0;4.0;doppelhaushälfte;0;1996;4;1;10;2700
67235672;48465;Schüttorf;Straße nicht freigegeben;;269000;160.44;675.0;8.0;einfamilienhaus;1;2008;2;1;2;2100
19454144;37581;BadGandersheim;Straße nicht freigegeben;;269000;310.0;2010.0;12.0;mehrfamilienhaus;2;1900;0;0;5;1200
23993982;26629;Großefehn;Straße nicht freigegeben;Akelsbarg;269000;124.0;1515.0;4.0;einfamilienhaus;0;1990;1;1;1;2350
82645312;26419;Schortens;Straße nicht freigegeben;Heidmühle;269000;130.0;958.0;5.0;einfamilienhaus;1;1938;0;1;9;2050
22501764;38707;Altenau;Straße nicht freigegeben;;269000;131.0;496.0;5.0;einfamilienhaus;1;1952;5;1;9;2350
40755259;27404;Heeslingen;Straße nicht freigegeben;Weertzen;269000;145.0;700.0;4.0;einfamilienhaus;2;1976;1;1;1;2500
58051834;21726;Oldendorf;Straße nicht freigegeben;;269000;155.95;1043.0;7.0;einfamilienhaus;1;1951;0;3;0;2100
19922629;26349;Jade;Straße nicht freigegeben;Schweiburg;269000;93.0;392.0;4.0;doppelhaushälfte;0;2000;4;1;1;2350
92773647;38547;Calberlah;Straße nicht freigegeben;Wettmershagen;269000;229.0;670.0;8.0;mehrfamilienhaus;2;1790;1;1;6;3100
61743531;31556;Wölpinghausen;Straße nicht freigegeben;Bergkirchen;269000;270.0;2161.0;11.0;mehrfamilienhaus;1;1910;4;1;2;1400
88226177;26316;Varel;Straße nicht freigegeben;Obenstrohe;269000;145.47;1909.0;4.0;einfamilienhaus;1;1927;0;1;6;2150
53276128;26826;Weener;Straße nicht freigegeben;Weenermoor;269000;192.0;568.0;8.0;mehrfamilienhaus;0;1979;3;3;5;1700
56852385;21745;Hemmoor;Straße nicht freigegeben;Warstade;269000;120.0;701.0;5.0;einfamilienhaus;1;1965;1;1;4;1800
34855515;48527;Nordhorn;Straße nicht freigegeben;;269000;113.0;606.0;5.0;einfamilienhaus;1;1965;1;1;6;2300
58444901;37586;Dassel;Straße nicht freigegeben;Markoldendorf;269000;218.0;2765.0;7.0;einfamilienhaus;2;1951;1;3;1;1350
18535553;26409;Wittmund;Straße nicht freigegeben;;269000;105.0;1171.0;5.0;einfamilienhaus;2;1962;0;1;5;2150
91365897;21397;Barendorf;Straße nicht freigegeben;;269000;129.0;600.0;5.0;einfamilienhaus;2;1980;4;3;2;3150
75798939;26676;Barßel;Straße nicht freigegeben;Barßelermoor;269000;101.58;559.0;2.0;einfamilienhaus;0;2002;2;1;1;2200
71449308;26817;Rhauderfehn;Straße nicht freigegeben;Westrhauderfehn;269000;188.0;807.0;8.0;einfamilienhaus;1;2004;1;1;5;2150
71499857;49152;BadEssen;Straße nicht freigegeben;Barkhausen;269000;338.12;1455.0;11.0;mehrfamilienhaus;1;1727;2;1;6;2550
40383356;26349;Jade;Straße nicht freigegeben;Schweiburg;269000;167.0;6452.0;5.0;einfamilienhaus;0;1870;0;1;1;2350
22651637;38465;Brome;Straße nicht freigegeben;Zicherie;269000;136.63;583.0;5.0;einfamilienhaus;0;1970;1;1;1;2350
79311109;38547;Calberlah;Straße nicht freigegeben;Wettmershagen;269000;229.0;670.0;8.0;mehrfamilienhaus;2;1790;1;1;6;3100
88334313;26676;Barßel;Straße nicht freigegeben;Barßelermoor;269000;101.58;559.0;2.0;einfamilienhaus;0;2002;2;1;1;2200
23679916;26605;AurichKirchdorf;Straße nicht freigegeben;;269000;93.0;345.0;4.0;doppelhaushälfte;0;1994;1;1;5;2400
36223772;38707;Altenau;Straße nicht freigegeben;;269000;131.0;496.0;5.0;einfamilienhaus;1;1952;5;1;9;2350
88344062;26197;Großenkneten;Straße nicht freigegeben;Huntlosen;269000;137.19;865.0;6.0;einfamilienhaus;1;1956;0;3;2;2850
24536762;26842;Ostrhauderfehn;Straße nicht freigegeben;;269000;122.67;956.17;4.0;einfamilienhaus;0;1978;0;1;5;2150
17382944;31582;Nienburg;Straße nicht freigegeben;Weser;269900;102.44;494.0;4.0;einfamilienhaus;2;1961;1;1;9;2100
87892601;31700;Heuerßen;Straße nicht freigegeben;;270000;192.0;895.0;7.0;einfamilienhaus;2;1968;1;1;10;1600
36094435;31089;Duingen;Straße nicht freigegeben;;270000;200.0;699.0;6.0;einfamilienhaus;2;1981;2;3;2;1750
32028546;26789;Leer;Straße nicht freigegeben;Logabirum;270000;144.0;827.0;5.0;einfamilienhaus;2;1967;0;3;10;2450
61948097;26316;Varel;Straße nicht freigegeben;Dangastermoor;270000;105.84;401.0;4.0;doppelhaushälfte;0;1996;4;1;6;2150
68069322;49163;Bohmte;Straße nicht freigegeben;;270000;91.58;331.0;4.0;doppelhaushälfte;2;1993;3;1;6;1800
22876438;27809;Lemwerder;Straße nicht freigegeben;;270000;177.0;819.0;8.0;einfamilienhaus;2;1965;0;3;5;2500
26647782;27809;Lemwerder;Straße nicht freigegeben;;270000;177.0;819.0;8.0;einfamilienhaus;2;1965;0;3;5;2500
90430385;27753;Delmenhorst;Straße nicht freigegeben;Deichhorst;270000;98.34;269.0;3.0;doppelhaushälfte;0;1989;3;1;10;2650
97309347;37539;BadGrund;Straße nicht freigegeben;HarzGittelde;271820;324.0;1024.0;13.0;bungalow;2;2005;2;1;1;850
23053164;31737;Rinteln;Straße nicht freigegeben;Möllenbeck;274000;191.95;802.0;8.0;mehrfamilienhaus;2;1969;3;1;10;1800
75115673;49661;Cloppenburg;Straße nicht freigegeben;Staatsforsten;275000;189.0;4167.0;8.0;einfamilienhaus;1;1935;6;3;9;2500
36623270;38259;SalzgitterBad;Straße nicht freigegeben;;275000;161.0;769.0;6.0;einfamilienhaus;2;1972;3;3;10;2100
38468077;29525;Uelzen;Straße nicht freigegeben;Hansen;275000;160.0;840.0;5.0;einfamilienhaus;2;1965;0;1;5;2200
39509412;48455;BadBentheim;Straße nicht freigegeben;Gildehaus;275000;107.0;302.0;4.0;doppelhaushälfte;0;2002;4;1;6;2300
61772989;26419;SchortensGrafschaft;Straße nicht freigegeben;;275000;150.0;1069.0;5.0;einfamilienhaus;1;1964;2;1;9;2050
53929603;27628;HagenimBremischen;Straße nicht freigegeben;Rechtenfleth;275000;160.0;482.0;7.0;einfamilienhaus;1;1929;5;0;1;2800
18366519;26802;Moormerland;Straße nicht freigegeben;Warsingsfehn;275000;140.0;739.0;5.0;einfamilienhaus;1;1975;1;1;6;2100
53225138;49762;Lathen;Straße nicht freigegeben;;275000;155.0;436.0;4.0;einfamilienhaus;2;2010;1;0;1;2350
70010746;31683;Obernkirchen;Straße nicht freigegeben;;275000;147.0;724.0;6.0;einfamilienhaus;2;1972;1;1;10;2050
52024279;29323;Wietze;Straße nicht freigegeben;;275000;112.0;496.0;5.0;doppelhaushälfte;2;1981;5;1;2;2350
98462143;26607;Aurich;Straße nicht freigegeben;Sandhorst;275000;130.0;640.0;6.0;einfamilienhaus;1;2008;3;3;5;2400
39304300;26409;Wittmund;Straße nicht freigegeben;Burhafe;275000;120.0;2383.0;4.0;einfamilienhaus;2;1954;1;3;5;2150
48984181;49762;Lathen;Straße nicht freigegeben;;275000;155.0;436.0;4.0;einfamilienhaus;2;2010;1;0;1;2350
74506419;38644;Goslar;Straße nicht freigegeben;;275000;207.0;727.0;6.0;einfamilienhaus;2;1972;3;1;9;2000
90929571;31535;NeustadtamRübenberge;Straße nicht freigegeben;Nöpke;275000;240.27;2583.27;9.0;einfamilienhaus;0;1926;1;3;6;2500
74838671;26607;Aurich;Straße nicht freigegeben;Sandhorst;275000;130.0;640.0;6.0;einfamilienhaus;1;2008;3;3;5;2400
38366429;29559;Wrestedt;Straße nicht freigegeben;Nettelkamp;275000;340.0;3958.0;9.5;mehrfamilienhaus;1;1907;1;1;0;2100
25154490;26409;Wittmund;Straße nicht freigegeben;Burhafe;275000;120.0;2383.0;4.0;einfamilienhaus;2;1954;1;3;5;2150
77599517;26419;SchortensGrafschaft;Straße nicht freigegeben;;275000;150.0;1069.0;5.0;einfamilienhaus;1;1964;2;1;9;2050
60834210;31737;Rinteln;Straße nicht freigegeben;Exten;275000;101.58;927.0;4.0;einfamilienhaus;2;1968;0;3;10;1800
87263324;49809;Lingen;Straße nicht freigegeben;Darme;275900;145.0;521.0;6.5;bungalow;2;1977;3;3;6;2650
36917738;21709;Düdenbüttel;Straße nicht freigegeben;;276000;102.0;967.0;2.0;einfamilienhaus;0;1973;2;1;0;2750
61620897;21709;Düdenbüttel;Straße nicht freigegeben;;276000;102.0;967.0;2.0;einfamilienhaus;0;1973;2;1;0;2750
23075293;31234;Edemissen;Straße nicht freigegeben;Eickenrode;276000;220.46;625.0;6.0;einfamilienhaus;2;1975;3;1;2;2200
95676239;31863;Coppenbrügge;Straße nicht freigegeben;Bessingen;277000;186.0;730.0;7.0;einfamilienhaus;2;1986;1;1;1;1650
55531391;26937;Stadland;Straße nicht freigegeben;Seefeld;277500;170.0;686.0;5.0;einfamilienhaus;0;1991;5;1;1;1600
36559157;27793;Wildeshausen;Straße nicht freigegeben;;278000;112.24;1263.0;5.0;einfamilienhaus;2;1975;0;1;6;2950
49023733;26826;Weener;Straße nicht freigegeben;Holthusen;278000;187.0;818.0;5.0;einfamilienhaus;2;1955;3;1;5;1700
65664183;29345;Unterlüß;Straße nicht freigegeben;;278000;120.0;1282.0;4.0;mehrfamilienhaus;2;1959;0;0;0;1600
91480416;38268;Lengede;Straße nicht freigegeben;;279000;171.51;871.0;6.0;mehrfamilienhaus;1;1936;3;3;10;1700
20093847;49716;Meppen;Straße nicht freigegeben;Schleusengruppe;279000;182.0;782.0;8.0;einfamilienhaus;1;1962;3;1;5;2500
85440196;26683;Saterland;Straße nicht freigegeben;Sedelsberg-Hüllen I;279000;186.0;859.0;7.0;einfamilienhaus;1;1969;2;1;5;2150
29094871;49186;BadIburg;Straße nicht freigegeben;;279000;135.0;1519.0;4.0;einfamilienhaus;1;1961;0;3;10;2350
68747457;26842;Ostrhauderfehn;Straße nicht freigegeben;;279000;122.5;956.0;4.0;einfamilienhaus;0;1978;0;1;5;2150
11622200;26524;Lütetsburg;Straße nicht freigegeben;;279000;90.0;584.0;5.0;einfamilienhaus;2;1987;1;1;8;2100
63288580;27612;Loxstedt;Straße nicht freigegeben;Ueterlande;279000;180.0;2111.0;7.0;einfamilienhaus;1;1965;1;1;6;1900
47896110;29362;Hohne;Straße nicht freigegeben;;279000;111.0;1085.0;3.0;einfamilienhaus;2;1979;0;1;1;2100
65100747;31535;NeustadtamRübenberge;Straße nicht freigegeben;;279000;128.0;2408.0;5.0;einfamilienhaus;2;1963;0;3;6;2500
42062922;21762;Otterndorf;Straße nicht freigegeben;;279000;140.0;1061.0;4.0;einfamilienhaus;2;1950;1;1;0;2400
43150438;27432;Bremervörde;Straße nicht freigegeben;;279000;150.0;2161.0;7.0;einfamilienhaus;2;1963;2;1;0;200
84702537;26817;Rhauderfehn;Straße nicht freigegeben;Collinghorst;279000;131.0;1044.0;6.0;einfamilienhaus;0;1980;1;1;5;2150
43101432;26817;Rhauderfehn;Straße nicht freigegeben;Collinghorst;279000;131.0;1044.0;6.0;einfamilienhaus;0;1980;1;1;5;2150
46296035;26831;Bunde;Straße nicht freigegeben;;279000;153.0;759.0;6.0;einfamilienhaus;0;1978;4;1;1;1650
28062135;26810;WestoverledingenFolmhusen;Straße nicht freigegeben;Klinge;279000;113.0;495.0;4.0;doppelhaushälfte;0;2006;5;1;5;2050
49294464;26831;Bunde;Straße nicht freigegeben;;279000;153.0;759.0;6.0;einfamilienhaus;0;1978;4;1;1;1650
88364171;38465;Brome;Straße nicht freigegeben;;279000;213.38;490.0;7.0;mehrfamilienhaus;0;1910;2;0;1;2350
57349500;26810;Westoverledingen;Straße nicht freigegeben;Großwolde;279000;95.0;743.0;5.0;einfamilienhaus;1;1958;0;1;5;2050
66486726;26817;Rhauderfehn;Straße nicht freigegeben;Westrhauderfehn;279000;142.64;1546.0;6.0;einfamilienhaus;1;1933;0;1;5;2150
18684179;26849;FilsumLammertsfehn;Straße nicht freigegeben;;279000;220.0;1764.0;7.0;einfamilienhaus;0;1962;4;0;1;1800
27431417;49179;Ostercappeln;Straße nicht freigegeben;;279000;215.0;663.0;10.0;einfamilienhaus;1;1965;0;3;2;2300
22600094;26831;Bunde;Straße nicht freigegeben;;279000;153.0;759.0;6.0;einfamilienhaus;0;1978;4;1;1;1650
30014490;49176;Hilter;Straße nicht freigegeben;Borgloh;279000;208.0;924.0;7.0;einfamilienhaus;1;1934;1;3;2;2300
13371646;38707;Altenau;Straße nicht freigegeben;;279000;220.0;797.0;11.0;mehrfamilienhaus;2;1870;4;1;9;2350
64236252;26810;Westoverledingen;Straße nicht freigegeben;Flachsmeer;279000;92.0;1359.0;4.0;einfamilienhaus;0;1991;1;1;5;2050
60402344;26919;Brake;Straße nicht freigegeben;UnterweserKirchhammelwarden;279000;132.0;1800.0;7.0;einfamilienhaus;2;1890;1;3;9;1950
19075003;26624;Südbrookmerland;Straße nicht freigegeben;Münkeboe;279000;165.66;670.03;6.0;einfamilienhaus;0;1981;0;1;5;2000
42632945;37186;Moringen;Straße nicht freigegeben;;279000;110.0;1226.0;5.0;einfamilienhaus;2;1946;2;1;2;1500
22159447;38104;Braunschweig;Straße nicht freigegeben;Volkmarode;279500;105.0;500.0;5.0;doppelhaushälfte;2;1930;0;3;11;3250
99778507;29378;Wittingen;Amselweg 1;;279900;300.0;918.0;8.0;bungalow;2;2969;0;3;0;1500
72613591;48465;Schüttorf;Straße nicht freigegeben;;280000;140.0;727.0;6.0;einfamilienhaus;1;1987;3;1;2;2100
48835410;29633;Munster;Straße nicht freigegeben;;280000;115.0;779.0;5.0;einfamilienhaus;2;1961;1;1;5;2100
93775650;27211;BassumKlenkenborstel;Straße nicht freigegeben;;280000;167.0;1757.0;8.0;einfamilienhaus;1;1972;1;3;5;2250
91984916;28857;Syke;Straße nicht freigegeben;Barrien;280000;125.0;538.0;5.0;einfamilienhaus;2;1980;1;3;6;2750
38448407;38685;Langelsheim;Die Meine 16;Wolfshagen;280000;260.0;380.0;8.0;mehrfamilienhaus;1;1840;4;0;5;2350
72092973;26427;Esens;Straße nicht freigegeben;;280000;110.0;731.0;5.0;einfamilienhaus;1;1968;2;1;0;2700
31922919;31084;Freden;Straße nicht freigegeben;;280000;370.72;835.23;9.0;mehrfamilienhaus;2;1910;0;1;1;950
65094402;21339;Lüneburg;Straße nicht freigegeben;Mittelfeld;280000;100.0;644.0;4.0;doppelhaushälfte;2;1924;0;1;10;3950
51561001;31084;Freden;Straße nicht freigegeben;;280000;370.59;835.1;9.0;mehrfamilienhaus;2;1910;0;1;1;950
29764853;49179;OstercappelnVenne;Auf dem Kampe 23;;280000;230.0;1533.0;5.5;einfamilienhaus;0;2020;2;1;2;2300
43809238;30851;Langenhagen;Straße nicht freigegeben;Alt-Langenhagen;280000;142.0;701.0;6.0;einfamilienhaus;2;1959;0;1;11;3450
77248878;48527;Nordhorn;Straße nicht freigegeben;;283000;180.0;513.0;7.0;doppelhaushälfte;2;1978;4;0;6;2300
45665036;48527;Nordhorn;Straße nicht freigegeben;;283000;180.0;513.0;7.0;doppelhaushälfte;2;1978;4;0;6;2300
64646728;48527;Nordhorn;Straße nicht freigegeben;;283000;180.0;513.0;7.0;doppelhaushälfte;2;1978;4;0;6;2300
47816360;48527;Nordhorn;Straße nicht freigegeben;;283000;180.0;513.0;7.0;doppelhaushälfte;2;1978;4;0;6;2300
15618598;48527;Nordhorn;Straße nicht freigegeben;;283000;180.0;513.0;7.0;doppelhaushälfte;2;1978;4;0;6;2300
56478471;26419;Schortens;Straße nicht freigegeben;Heidmühle;284000;130.0;647.0;5.0;einfamilienhaus;2;1971;0;1;9;2050
14308105;29313;Hambühren;Straße nicht freigegeben;Ovelgönne;285000;105.34;585.0;5.0;doppelhaushälfte;2;1952;0;1;6;2300
19032735;49661;Cloppenburg;Straße nicht freigegeben;;285000;170.0;1170.0;5.0;einfamilienhaus;1;1966;0;3;9;2500
16581142;38468;EhraLessien;Dorfstraße 4;;285000;245.0;550.0;7.0;einfamilienhaus;2;1967;1;1;1;2650
87114015;26607;Aurich;Straße nicht freigegeben;Sandhorst;285000;130.0;640.0;6.0;einfamilienhaus;1;2008;3;3;5;2400
32969177;31228;Peine;Straße nicht freigegeben;Vöhrum;285000;105.2;368.0;4.0;einfamilienhaus;2;1971;1;1;10;2200
12262193;49584;Fürstenau;Straße nicht freigegeben;;285000;144.0;568.0;8.0;einfamilienhaus;1;1930;2;1;5;2050
57757034;26386;Wilhelmshaven;Straße nicht freigegeben;Rüstersiel;285000;160.0;858.0;4.0;einfamilienhaus;2;1899;2;1;9;2150
16008895;26871;Papenburg;Straße nicht freigegeben;;285000;165.0;731.0;6.0;einfamilienhaus;0;1981;4;3;9;2300
82411982;38704;Liebenburg;Straße nicht freigegeben;Klein Mahner;285000;118.8;1647.0;5.0;einfamilienhaus;0;1997;3;1;2;1250
52129219;21785;Neuhaus;Straße nicht freigegeben;Oste;285000;160.15;2500.15;7.0;einfamilienhaus;2;1970;0;1;0;400
74712682;31171;Nordstemmen;Straße nicht freigegeben;;285000;136.0;949.0;7.0;mehrfamilienhaus;2;1960;0;0;10;2100
88540424;21423;Winsen;Straße nicht freigegeben;LuheBahlburg;285000;208.0;2179.0;5.0;doppelhaushälfte;0;1991;3;3;2;3650
25357896;27632;Dorum;Straße nicht freigegeben;;285000;125.0;1784.0;5.0;einfamilienhaus;1;1912;3;0;0;2350
11370671;49082;Osnabrück;Straße nicht freigegeben;Schölerberg;285000;149.45;206.0;9.0;mehrfamilienhaus;2;1949;1;3;11;3200
47479136;26624;SüdbrookmerlandVictorbur;Straße nicht freigegeben;;285000;135.0;1060.0;4.0;einfamilienhaus;0;1985;2;1;5;2000
65169912;37170;Uslar;Straße nicht freigegeben;;285000;431.0;907.0;18.0;mehrfamilienhaus;2;1952;3;1;5;1300
47441674;29225;Celle;Straße nicht freigegeben;Heese;285000;130.0;600.0;6.0;mehrfamilienhaus;2;1914;2;1;6;2350
14005374;26817;Rhauderfehn;Straße nicht freigegeben;Westrhauderfehn;285000;89.2;1607.0;3.0;einfamilienhaus;0;1999;2;1;5;2150
94253124;27305;Süstedt;Straße nicht freigegeben;;285000;107.0;980.0;4.0;einfamilienhaus;2;1970;0;3;1;2100
15859976;38704;Liebenburg;Straße nicht freigegeben;Klein Mahner;285000;118.81;1647.01;5.0;einfamilienhaus;0;1997;3;1;2;1250
83339898;26049;Wittmund;Straße nicht freigegeben;;285000;140.0;580.0;5.0;einfamilienhaus;0;1977;3;1;1;2350
54797945;27333;Bücken;Straße nicht freigegeben;;285000;122.84;1003.0;3.0;einfamilienhaus;0;1997;4;1;1;2150
77519686;31655;Stadthagen;Straße nicht freigegeben;Obernwöhren;285000;131.0;1030.0;6.0;einfamilienhaus;2;1965;4;0;10;1950
38720239;26409;Wittmund;Straße nicht freigegeben;;285834;127.0;900.0;6.0;einfamilienhaus;2;1956;3;1;5;2150
17773560;26409;Wittmund;Straße nicht freigegeben;;285834;127.0;900.0;6.0;einfamilienhaus;2;1956;3;1;5;2150
77413763;26409;Wittmund;Straße nicht freigegeben;;285834;127.0;900.0;6.0;einfamilienhaus;2;1956;3;1;5;2150
24498514;27793;Wildeshausen;Straße nicht freigegeben;;287000;117.0;689.0;5.0;doppelhaushälfte;2;1960;2;3;6;2950
45707357;48529;Nordhorn;Straße nicht freigegeben;;287000;139.0;583.0;4.0;doppelhaushälfte;1;1958;4;1;6;2300
34961013;27793;Wildeshausen;Straße nicht freigegeben;;287000;117.0;689.0;5.0;doppelhaushälfte;2;1960;2;3;6;2950
66735017;31547;RehburgLoccum;Straße nicht freigegeben;Bad Rehburg;287000;300.0;830.0;13.0;einfamilienhaus;2;1923;0;1;1;1700
86213883;27793;Wildeshausen;Straße nicht freigegeben;;287000;117.0;689.0;5.0;doppelhaushälfte;2;1960;2;3;6;2950
84199171;31582;NienburgWeser;Straße nicht freigegeben;Holtorf;288000;119.61;432.26;4.0;mehrfamilienhaus;2;1954;1;1;9;2100
21694323;27383;Scheeßel;Straße nicht freigegeben;Hetzwege;288000;118.0;1113.0;4.0;einfamilienhaus;2;1999;2;1;1;2500
67578702;31582;NienburgWeser;Straße nicht freigegeben;Holtorf;288000;119.35;432.0;4.0;mehrfamilienhaus;2;1954;1;1;9;2100
60215978;26871;Papenburg;Straße nicht freigegeben;;289000;200.0;573.0;8.0;mehrfamilienhaus;1;1973;3;1;9;2300
27690412;37632;Eschershausen;Homburgstr. 5;;289000;323.0;936.0;15.0;mehrfamilienhaus;1;1912;2;2;1;1000
14695323;26605;Aurich;Straße nicht freigegeben;Brockzetel;289000;120.0;2000.0;4.0;einfamilienhaus;0;1958;3;1;5;2400
59188339;48455;BadBentheim;Straße nicht freigegeben;;289000;116.0;689.0;5.0;einfamilienhaus;1;1924;0;3;6;2300
94923319;29336;Nienhagen;Straße nicht freigegeben;;289000;110.0;593.0;5.0;einfamilienhaus;2;1957;0;1;10;2650
54076307;27751;DelmenhorstBungerhof;Straße nicht freigegeben;;289000;110.28;475.0;5.0;einfamilienhaus;1;1961;0;1;10;2650
11460278;26897;Esterwegen;Straße nicht freigegeben;;289000;170.0;681.0;6.0;einfamilienhaus;0;1985;4;3;1;1950
64993734;38170;Winnigstedt;Straße nicht freigegeben;;289000;119.0;1209.0;5.0;einfamilienhaus;0;1995;0;2;1;1150
85976971;38518;Gifhorn;Straße nicht freigegeben;;289000;100.0;319.0;5.0;doppelhaushälfte;2;1958;0;1;10;2700
69840133;31089;Duingen;Straße nicht freigegeben;;289000;94.0;1003.0;3.0;einfamilienhaus;2;2013;7;1;2;1750
22794678;28816;StuhrFahrenhorst;Straße nicht freigegeben;;289000;106.0;427.0;4.0;doppelhaushälfte;0;1994;4;1;11;3000
63060546;26826;Weener;Straße nicht freigegeben;;289000;194.0;562.0;7.0;einfamilienhaus;2;1930;1;1;5;1700
69224936;27389;Lauenbrück;Heckenweg 1;;289000;156.0;1091.0;6.0;einfamilienhaus;0;1976;2;1;1;2550
81613358;26506;Norden;Straße nicht freigegeben;;289000;112.0;854.0;3.5;einfamilienhaus;1;1958;0;3;4;2850
35889672;26810;WestoverledingenFolmhusen;Straße nicht freigegeben;Klinge;289000;113.0;440.0;4.0;doppelhaushälfte;0;2006;5;1;5;2050
72788282;26441;Jever;Straße nicht freigegeben;;289000;110.0;611.0;6.0;einfamilienhaus;1;1969;0;1;9;2100
65464844;26316;Varel;Straße nicht freigegeben;Langendamm;289000;115.0;876.0;5.0;einfamilienhaus;1;1957;2;0;6;2150
44961850;26349;Jade;Straße nicht freigegeben;Jaderberg;289000;130.0;799.0;4.0;einfamilienhaus;0;1978;2;1;1;2350
58505833;26817;Rhauderfehn;Straße nicht freigegeben;Westrhauderfehn;289000;169.0;1000.0;7.0;einfamilienhaus;1;1953;6;0;5;2150
29964490;29525;Uelzen;Straße nicht freigegeben;;289000;140.0;408.0;4.0;einfamilienhaus;2;1947;2;1;5;2200
74513452;38518;Gifhorn;Straße nicht freigegeben;;289000;100.0;319.0;5.0;doppelhaushälfte;2;1958;0;1;10;2700
55546875;26897;Esterwegen;Straße nicht freigegeben;;289000;170.24;681.24;6.0;einfamilienhaus;0;1985;4;3;1;1950
36108866;26197;Großenkneten;Straße nicht freigegeben;Huntlosen;289000;125.24;892.24;5.0;einfamilienhaus;2;1980;3;1;2;2850
93447870;21357;Bardowick;Straße nicht freigegeben;;289900;113.0;600.0;3.0;bungalow;0;2000;4;0;10;3200
23131671;26723;Emden;Korvettenweg;Constantia;290000;115.0;389.0;5.0;doppelhaushälfte;0;2017;5;1;9;2150
35321947;29303;Bergen;Straße nicht freigegeben;Eversen;290000;162.0;5270.0;6.0;einfamilienhaus;2;1906;0;3;1;1850
13088653;27356;Rotenburg;Straße nicht freigegeben;Mulmshorn;290000;128.0;1000.0;8.0;einfamilienhaus;2;1971;1;3;5;2800
24627836;48455;BadBentheim;Straße nicht freigegeben;Gildehaus;290000;124.0;758.0;5.0;einfamilienhaus;0;2004;4;1;6;2300
35854966;26419;SchortensMiddelsfähr;Straße nicht freigegeben;;290000;113.0;543.0;6.0;einfamilienhaus;0;1965;1;1;9;2050
43777372;26532;Großheide;Straße nicht freigegeben;;290000;131.0;1333.0;5.0;einfamilienhaus;1;1959;0;1;4;2000
39498204;31234;Edemissen;Straße nicht freigegeben;;290000;220.0;1542.0;8.0;einfamilienhaus;2;1952;2;3;2;2200
79069419;27801;Dötlingen;Straße nicht freigegeben;;290000;160.0;740.0;5.0;einfamilienhaus;1;1970;0;1;2;2500
38846437;29303;Bergen;Straße nicht freigegeben;Eversen;290000;162.0;5270.0;6.0;einfamilienhaus;2;1906;0;3;1;1850
80365094;37447;Walkenried;Straße nicht freigegeben;;290000;276.35;1564.0;10.0;mehrfamilienhaus;2;1900;2;1;1;1000
41603336;38518;Gifhorn;Straße nicht freigegeben;;290000;100.0;319.0;5.0;doppelhaushälfte;2;1958;0;1;10;2700
77321528;38704;Liebenburg;Straße nicht freigegeben;Groß Döhren;290000;182.41;517.21;9.0;einfamilienhaus;2;1960;3;1;2;1250
18804713;21614;Buxtehude;Straße nicht freigegeben;;290000;104.0;285.0;5.0;doppelhaushälfte;2;1951;0;3;10;3350
96838887;30519;HannoverMittelfeld;Straße nicht freigegeben;;290000;60.0;230.0;3.0;bungalow;2;1952;2;1;11;4650
26156586;48455;BadBentheim;Straße nicht freigegeben;Gildehaus;290000;124.07;758.07;5.0;einfamilienhaus;0;2004;4;1;6;2300
56140751;26419;Schortens;Straße nicht freigegeben;Heidmühle;291000;95.0;900.0;4.0;einfamilienhaus;1;1967;0;1;9;2050
38856877;27239;Twistringen;Straße nicht freigegeben;Scharrendorf;292000;178.66;883.0;7.0;einfamilienhaus;2;1965;1;1;5;2150
42290091;27628;HagenimBremischen;Straße nicht freigegeben;Uthlede;292000;115.0;660.0;4.0;einfamilienhaus;0;1900;0;1;1;2800
66372571;49179;OstercappelnVenne;Meyerhofsweg 13;;292500;130.0;670.0;5.0;einfamilienhaus;2;2020;2;1;2;2300
44259360;49179;OstercappelnVenne;Meyerhofsweg 13;;292500;130.0;670.0;5.0;einfamilienhaus;2;2020;2;1;2;2300
71550807;38462;Grafhorst;Straße nicht freigegeben;;293000;134.0;700.0;6.0;einfamilienhaus;2;1900;1;3;5;2250
88612606;27753;Delmenhorst;Straße nicht freigegeben;Dwoberg/Ströhen;294000;135.0;512.0;4.0;einfamilienhaus;2;1960;3;3;10;2650
39970573;49090;Osnabrück;Straße nicht freigegeben;Eversburg;294999;112.27;350.0;5.0;doppelhaushälfte;2;1910;1;3;11;3200
54695118;28832;Achim;Straße nicht freigegeben;Baden;295000;128.0;693.0;4.0;bungalow;2;1978;2;3;10;2950
