wohnflaeche;grundstueckflaeche;zimmer;category;basement;year;efficiency_rating;condition;kontextWert;price1;price2;priceDelta
-4.72;13.0;1.0;1;1;0;1;0;50;379000;698000;-319000
29.0;-66.0;2.0;0;-1;11;3;-3;50;379000;129000;250000
-31.0;-75.0;-1.0;1;1;26;2;-1;0;379000;339000;40000
-33.0;-109.0;-1.0;1;0;-1;-1;0;0;379000;379000;0
7.0;26.0;0.0;1;-1;54;3;0;0;379000;260000;119000
-58.0;-112.0;0.0;0;0;7;-2;0;0;379000;569000;-190000
-1.18;139.0;-1.0;1;-1;13;1;0;50;379000;438000;-59000
71.0;-72.0;0.0;0;-2;3;4;-2;0;379000;185000;194000
0.0;-115.0;-3.0;1;-2;67;4;1;0;379000;179000;200000
9.0;152.0;0.0;0;0;0;-4;1;-50;379000;285000;94000
20.0;-148.0;1.0;0;1;5;-3;0;0;379000;245000;134000
-3.0;180.0;0.0;0;0;-2;-1;0;100;379000;243000;136000
-25.0;-3.0;1.0;1;0;8;-1;0;0;379000;569000;-190000
8.0;12.0;0.0;1;0;25;1;0;0;379000;319000;60000
8.0;12.0;0.0;1;0;25;1;0;0;379000;299000;80000
11.19;-2.0;0.0;0;1;5;1;0;0;379000;299500;79500
-1.57;-120.0;0.0;0;0;-3;-1;0;0;379000;335000;44000
2.42;98.0;0.0;0;0;3;0;0;-50;379000;380000;-1000
21.87;-15.0;1.0;0;0;0;2;0;0;379000;459000;-80000
21.87;-15.0;1.0;0;0;0;2;0;0;379000;479000;-100000
3.87;48.0;0.0;0;0;0;1;0;100;379000;465000;-86000
0.0;0.0;0.0;0;0;0;0;0;0;379000;379000;0
-6.0;-12.0;-1.0;0;0;-5;-3;0;0;379000;599000;-220000
-4.0;-71.0;-1.0;0;-1;3;-1;-2;0;379000;389000;-10000
-5.0;666.0;-3.5;0;1;1;0;-2;0;379000;171000;208000
15.1;-198.0;-0.5;0;2;100;-1;-2;-50;379000;172500;206500
-5.0;501.0;-0.5;1;0;11;0;1;-50;379000;278000;101000
4.0;-22.0;0.0;0;1;11;3;0;0;379000;365000;14000
4.0;-22.0;0.0;0;1;11;3;0;0;379000;365000;14000
-10.0;-72.0;0.0;0;0;-1;-1;0;-50;379000;350000;29000
0.0;121.0;0.0;0;0;0;0;0;0;379000;379000;0
-17.0;-133.0;0.5;0;0;-6;-1;0;0;379000;469000;-90000
-17.0;-133.0;0.5;0;0;-6;-1;0;0;379000;469000;-90000
-4.0;-31.0;0.0;1;0;-63;0;0;50;379000;640000;-261000
-4.0;-31.0;0.0;1;0;-63;0;0;50;379000;640000;-261000
-5.9;110.0;-1.0;0;-1;19;2;0;-50;379000;499000;-120000
0.0;0.0;0.0;0;0;0;0;0;0;379000;379000;0
4.0;167.0;-1.0;0;1;1;-2;-1;0;379000;365000;14000
4.0;167.0;-1.0;0;1;1;-2;-1;0;379000;390000;-11000
0.0;146.0;2.5;0;2;-9;2;0;0;379900;319000;60900
-5.0;-22.0;1.5;1;2;0;2;0;-100;379900;370000;9900
-5.0;-22.0;1.5;1;2;0;2;0;-100;379900;370000;9900
10.0;-67.0;-1.0;0;2;-4;0;0;0;379900;329000;50900
0.0;-168.0;0.0;0;0;9;1;0;0;379900;279000;100900
12.0;-45.0;0.0;1;0;-11;0;-2;0;379900;249000;130900
4.0;93.0;0.0;0;1;-1;-3;0;-50;380000;398000;-18000
-6.0;58.0;0.0;0;1;13;0;0;50;380000;210000;170000
7.0;121.0;1.0;0;2;-1;0;0;-50;380000;299000;81000
0.0;0.0;0.0;0;0;0;0;0;0;380000;380000;0
0.0;0.0;0.0;0;0;0;0;0;0;380000;380000;0
5.0;-9.0;-2.0;0;0;5;-1;0;50;380000;369000;11000
-0.21;-0.21;0.0;0;0;0;0;0;0;380000;380000;0
-0.25;-0.25;0.0;0;0;0;0;0;0;380000;380000;0
2.01;102.01;-2.0;0;1;-6;-1;-2;0;380000;229000;151000
0.0;0.0;0.0;0;0;0;1;0;0;380000;380000;0
-0.72;-118.0;-1.0;0;0;4;0;0;0;380000;295000;85000
7.24;34.0;0.0;0;-2;7;1;0;-50;380000;379000;1000
1.0;-10.0;0.0;0;0;9;-1;0;100;380000;419000;-39000
-23.0;67.0;-1.0;0;0;-7;4;0;0;380000;305000;75000
31.0;-28.0;1.0;0;0;-11;0;0;-50;380000;240000;140000
7.54;-26.0;0.0;0;0;-8;0;-2;-100;380000;379000;1000
-0.46;-23.0;0.0;0;1;-12;-1;0;100;380000;319000;61000
0.54;-26.0;0.0;1;-1;-14;-2;-2;-50;380000;269000;111000
0.0;0.0;0.0;0;0;0;0;0;0;380000;340000;40000
-3.0;-24.0;1.0;0;0;-1;0;0;-50;380000;230000;150000
-43.0;-16.0;-0.5;0;1;-1;0;0;0;380000;349000;31000
-28.69;5232.0;3.5;1;0;6;0;0;50;380000;849000;-469000
-44.69;10109.0;2.0;0;-1;9;-3;1;0;380000;450000;-70000
72.31;9686.0;2.0;0;-1;7;0;0;0;380000;532000;-152000
10.0;35.0;-1.0;0;0;-6;1;-3;0;380000;235000;145000
23.0;-19.0;0.0;0;1;11;-4;-1;0;380000;339000;41000
-10.44;-100.0;-1.0;0;0;-4;-1;0;50;380000;310000;70000
10.0;16.0;1.0;1;1;-16;0;2;-100;380000;795000;-415000
3.0;-197.0;1.0;1;0;-18;-1;0;-50;380000;625000;-245000
17.0;1222.0;0.0;1;2;12;-4;2;0;380000;379000;1000
-1.3;-69.0;-1.0;0;-2;-15;2;0;0;380000;519000;-139000
-20.74;43.0;-2.0;1;0;1;0;0;-50;380000;339000;41000
35.0;46.0;0.0;1;0;-2;0;-2;-50;380000;248000;132000
0.0;-172.0;2.0;0;0;-21;-5;0;0;380000;470000;-90000
20.0;36.0;4.0;0;0;-42;-3;0;0;380000;480000;-100000
9.0;3.0;4.0;1;2;-28;-4;-2;-50;380000;498000;-118000
0.0;0.0;0.0;0;0;0;-1;0;0;380000;380000;0
-0.72;-118.0;-1.0;0;0;4;-1;0;0;380000;295000;85000
7.24;34.0;0.0;0;-2;7;0;0;-50;380000;379000;1000
0.0;0.0;0.0;0;0;0;0;0;0;380000;350000;30000
-11.68;-3.0;-1.5;0;2;0;1;0;0;380000;339900;40100
16.32;-77.0;0.0;0;0;0;0;0;-50;380000;299000;81000
-0.22;-0.22;0.0;0;0;0;0;0;0;380000;380000;0
34.0;92.0;3.0;0;0;-59;1;2;-50;380000;649000;-269000
3.0;1222.0;2.0;0;1;2;3;0;-50;380000;368000;12000
-12.0;-42.0;-1.0;0;0;-2;0;0;0;380000;349000;31000
0.0;-31.0;0.0;0;1;-3;-1;0;50;380000;280000;100000
-2.0;0.0;0.0;0;0;8;0;0;-100;380000;399000;-19000
0.04;0.04;0.0;0;0;0;0;0;0;380000;380000;0
0.25;0.25;0.0;0;0;0;0;0;0;380000;380000;0
2.26;102.26;-2.0;0;1;-6;-1;-2;0;380000;229000;151000
-8.86;17.0;1.0;0;2;2;2;0;0;380000;269000;111000
-2.42;-98.0;0.0;0;0;-3;0;0;50;380000;379000;1000
8.77;-100.0;0.0;0;1;2;1;0;50;380000;299500;80500
0.0;0.0;0.0;0;0;0;0;0;0;380000;380000;0
0.0;0.0;0.0;0;0;0;0;0;0;380000;380000;0
5.0;-9.0;-2.0;0;0;5;-1;0;50;380000;369000;11000
0.0;0.0;0.0;0;0;0;0;0;0;380000;425000;-45000
0.0;0.0;0.0;0;0;0;0;0;0;380000;425000;-45000
11.96;98.96;0.0;0;-2;2;-4;0;0;380000;334000;46000
-2.0;1000.0;1.0;0;0;-4;-1;0;-50;380000;490000;-110000
-45.0;-91.0;-1.0;0;0;32;0;0;100;380000;469000;-89000
-45.05;-91.05;-1.0;0;0;32;0;0;100;380000;449000;-69000
-11.64;60.0;0.0;0;0;-6;2;0;0;380000;379000;1000
-7.88;-9.0;1.0;0;0;3;0;0;50;380000;240000;140000
8.12;32.0;1.0;0;0;-7;3;0;0;380000;320000;60000
0.22;0.22;0.0;0;0;0;0;0;0;380000;380000;0
34.22;92.22;3.0;0;0;-59;1;2;-50;380000;649000;-269000
3.22;1222.22;2.0;0;1;2;3;0;-50;380000;368000;12000
-0.04;-0.04;0.0;0;0;0;0;0;0;380000;380000;0
0.21;0.21;0.0;0;0;0;0;0;0;380000;380000;0
2.22;102.22;-2.0;0;1;-6;-1;-2;0;380000;229000;151000
0.0;0.0;0.0;0;0;0;0;0;0;380000;380000;0
0.0;0.0;0.0;0;0;0;0;0;0;380000;380000;0
5.0;-9.0;-2.0;0;0;5;-1;0;50;380000;369000;11000
-1.0;280.0;0.0;0;2;-4;4;0;0;382000;555000;-173000
31.39;78.0;0.0;0;1;18;7;-2;0;382000;379000;3000
21.0;201.0;2.0;0;2;1;5;0;0;382000;480000;-98000
15.0;-9.0;3.0;0;0;-2;0;0;0;384000;349000;35000
15.0;-9.0;3.0;0;0;-2;0;0;0;384000;385000;-1000
11.11;-19.0;0.0;0;-1;5;0;0;-50;384000;320000;64000
0.0;-139.0;-4.0;1;0;0;1;0;0;384000;449000;-65000
-9.0;-62.0;-2.0;0;0;-4;-1;0;50;384000;635000;-251000
21.0;-145.0;-5.0;0;0;3;0;0;0;384000;485000;-101000
11.0;-10.0;-1.0;1;0;-24;1;-2;50;384500;219000;165500
23.0;117.0;0.0;0;2;-2;0;0;-150;384500;359000;25500
-47.0;1.0;-6.0;1;0;23;-4;0;0;384500;419000;-34500
0.0;0.0;0.0;0;0;0;0;0;0;385000;330000;55000
-4.0;-79.0;2.0;0;1;-9;0;0;-50;385000;229500;155500
-4.0;-79.0;2.0;0;1;-9;0;0;-50;385000;199000;186000
0.0;0.0;0.0;0;0;0;0;0;0;385000;335000;50000
7.18;-42.0;0.0;1;0;-23;0;-2;-50;385000;329000;56000
-15.95;25.0;-1.0;0;-2;14;-3;0;-50;385000;525000;-140000
0.0;0.0;0.0;0;0;0;0;0;0;385000;349000;36000
-15.0;9.0;-3.0;0;0;2;0;0;0;385000;384000;1000
-6.0;-32.0;-1.0;0;1;-10;0;0;0;385000;579000;-194000
7.0;2022.0;0.0;0;0;0;1;0;0;385000;400000;-15000
11.98;1711.0;1.0;0;0;0;0;0;0;385000;299000;86000
-0.77;1788.0;1.0;1;0;-2;-1;0;50;385000;349000;36000
9.0;11.0;1.5;0;0;-7;1;0;0;385000;399000;-14000
9.0;11.0;1.5;0;0;-7;1;0;0;385000;399000;-14000
2.0;-21.0;-0.5;0;1;21;0;0;0;385000;320000;65000
13.0;-55.0;-1.0;0;0;0;1;-1;0;385000;398000;-13000
-14.0;51.0;-5.0;1;0;2;-2;-1;0;385000;399000;-14000
1.0;-6.0;-3.0;1;1;1;-2;-1;-50;385000;359900;25100
3.23;12.5;0.0;0;0;-3;0;0;50;385000;299000;86000
25.23;10.5;0.0;0;0;-1;0;0;50;385000;417000;-32000
-1.77;-31.5;0.0;1;0;-15;-1;0;-50;385000;529000;-144000
-10.0;11649.0;-1.0;0;-1;-1;-1;0;0;385000;250000;135000
-15.0;12888.0;-1.0;0;-1;0;1;0;0;385000;329717;55283
18.0;12506.0;0.0;0;1;-5;1;0;0;385000;239000;146000
4.0;72.0;-1.0;1;1;13;-2;0;0;385000;389000;-4000
18.0;20.0;0.0;1;0;-11;1;0;-50;385000;249000;136000
4.74;142.74;1.0;1;0;7;0;0;-50;385000;380000;5000
6.0;-19.0;4.0;0;-1;-10;1;-2;0;387000;196000;191000
14.36;-0.21;3.0;0;1;-3;1;0;-50;387000;235000;152000
14.57;0.0;3.0;0;1;-3;1;0;-50;387000;249000;138000
11.0;102.0;1.0;0;1;-8;-1;0;0;387000;549000;-162000
3.0;-238.0;0.0;0;0;-13;0;0;0;387000;578000;-191000
17.0;-238.0;0.0;0;0;-13;0;0;0;387000;635000;-248000
43.0;-112.0;1.0;0;-1;-7;0;-3;0;388000;345000;43000
37.77;-21.23;0.0;0;-1;-17;-1;-3;-50;388000;399000;-11000
21.6;-12.0;0.0;1;0;5;-1;0;-150;388000;649000;-261000
0.0;0.0;0.0;0;0;0;0;0;0;388000;388000;0
20.52;31.0;0.0;0;1;-2;4;0;0;388000;249000;139000
-0.4;24.0;-1.0;0;0;-2;3;0;-50;388000;275000;113000
0.0;0.0;0.0;0;0;0;0;0;0;388000;388000;0
20.52;31.0;0.0;0;1;-2;4;0;0;388000;249000;139000
-0.4;24.0;-1.0;0;0;-2;3;0;-50;388000;275000;113000
-6.0;2249.0;-1.0;0;0;-2;1;-1;0;389000;290000;99000
35.0;-125.0;-2.0;0;0;-7;0;-1;-100;389000;199000;190000
-11.0;2682.0;0.0;0;-1;-7;1;-3;0;389000;140000;249000
-1.0;-24.0;0.0;0;0;5;0;0;-50;389000;399000;-10000
2.0;108.0;0.0;0;0;1;-1;0;-50;389000;444000;-55000
-4.0;-16.0;1.0;1;0;-1;-1;2;50;389000;629000;-240000
0.0;-18.0;0.0;1;0;-4;-2;2;0;389000;449000;-60000
0.0;0.0;0.0;0;0;27;1;2;0;389000;299000;90000
0.0;0.0;0.0;0;0;27;1;2;0;389000;299000;90000
0.0;0.0;0.0;0;0;0;0;0;0;389000;389000;0
-10.0;10.0;3.0;0;-1;3;1;-1;-100;389000;350000;39000
-10.0;10.0;3.0;0;-1;3;1;-1;-100;389000;375000;14000
0.0;0.0;0.0;0;0;0;0;0;0;389000;389000;0
25.0;10666.0;0.0;0;1;1;-3;2;0;389000;469000;-80000
20.0;10684.0;1.0;0;0;1;-1;3;50;389000;399000;-10000
0.0;-8.0;0.0;1;-1;6;-1;0;0;389000;349000;40000
0.0;-8.0;0.0;1;-1;6;-1;0;0;389000;329000;60000
-20.0;79.0;0.0;0;-1;-2;-2;0;0;389000;345000;44000
-4.13;-53.0;0.0;0;0;5;-2;0;0;389000;265000;124000
11.05;-53.0;0.0;0;0;5;-2;0;0;389000;274000;115000
7.89;55.0;2.0;0;0;-4;-5;0;0;389000;349000;40000
-9.0;16471.0;1.0;0;0;12;-3;0;0;389000;330000;59000
-0.43;16482.0;-1.0;0;1;30;0;0;-50;389000;299000;90000
15.0;16092.0;0.0;1;1;-24;0;0;100;389000;199000;190000
-0.65;10.0;1.0;0;0;-7;-1;-1;0;389000;325000;64000
-0.65;10.0;1.0;0;0;-7;-1;-1;0;389000;325000;64000
-1.4;69.0;0.0;1;0;-3;-2;-1;0;389000;295000;94000
-4.0;-72.0;1.0;1;-1;-13;2;0;0;389000;385000;4000
-3.0;-151.0;-2.0;0;0;-2;4;-2;0;389000;395000;-6000
8.0;30.0;-2.0;0;-1;-6;3;0;50;389000;360000;29000
0.0;0.0;0.0;0;0;0;0;0;0;389000;389000;0
1.38;47.0;-1.0;0;0;8;-2;0;0;389000;299500;89500
-2.62;-131.0;1.0;0;-1;1;0;-2;0;389000;259000;130000
-4.66;-65.0;2.0;0;0;-7;2;0;0;389000;449000;-60000
9.0;-105.0;2.0;0;0;-2;3;0;0;389000;498000;-109000
-8.5;-86.0;4.0;0;0;-2;1;0;-50;389000;429000;-40000
3.0;64.0;3.0;0;2;-10;-1;0;0;389000;479000;-90000
-26.0;-55.0;2.5;0;0;5;0;0;0;389000;449000;-60000
-24.0;-52.0;1.0;0;1;-1;0;0;-50;389000;550000;-161000
-10.0;-37.0;0.0;0;0;-6;2;2;0;389000;329000;60000
-10.0;-37.0;0.0;0;0;-6;2;2;0;389000;329000;60000
-2.0;59.0;0.0;0;1;-8;-2;2;0;389000;599000;-210000
27.0;-30.0;5.0;0;0;-7;1;-2;0;389000;239000;150000
20.0;-58.0;2.0;0;-1;-2;1;0;50;389000;309000;80000
38.0;-82.0;3.0;0;-1;1;1;0;0;389000;399000;-10000
-13.51;-113.0;-1.0;0;0;8;1;0;0;389000;599000;-210000
-30.51;-19.0;0.0;0;0;2;-3;1;50;389000;489000;-100000
8.67;-131.0;1.0;1;0;10;2;-2;0;389000;329000;60000
1.47;96.76;0.0;1;2;-2;-1;-2;0;389000;289000;100000
1.71;97.0;0.0;1;2;-2;-1;-2;0;389000;289000;100000
-28.29;88.0;0.0;1;0;1;0;0;0;389000;349000;40000
0.0;0.0;0.0;0;0;0;0;0;0;389000;369000;20000
10.0;-51.0;1.0;0;0;-3;1;-1;0;389000;280000;109000
-28.12;10.0;0.0;1;-1;0;0;-1;0;389000;398000;-9000
-4.0;-32.0;-1.0;0;-1;9;5;-2;50;389000;235000;154000
-6.0;-57.0;0.0;0;-2;9;2;0;-100;389000;498000;-109000
9.0;-86.0;0.0;0;0;26;0;0;50;389000;339000;50000
0.0;0.0;0.0;0;0;0;0;0;0;389000;389000;0
-10.0;10.0;3.0;0;-1;3;1;-1;-100;389000;350000;39000
-10.0;10.0;3.0;0;-1;3;1;-1;-100;389000;375000;14000
-5.0;9220.0;0.0;0;-1;0;-2;0;0;389000;120000;269000
-1.0;8256.0;0.0;0;-1;-7;1;0;50;389000;225000;164000
-32.0;8487.0;0.0;0;0;0;1;2;0;389000;199000;190000
0.0;0.0;0.0;0;0;0;0;0;0;389000;389000;0
25.0;10666.0;0.0;0;1;1;-3;2;0;389000;469000;-80000
20.0;10684.0;1.0;0;0;1;-1;3;50;389000;399000;-10000
0.0;0.0;0.0;0;0;0;0;0;0;389000;389000;0
1.38;47.0;-1.0;0;0;8;-2;0;0;389000;299500;89500
-2.62;-131.0;1.0;0;-1;1;0;-2;0;389000;259000;130000
28.0;31.0;1.0;1;0;6;0;0;-50;390000;440000;-50000
20.0;-147.0;0.0;1;0;7;-1;0;-50;390000;309500;80500
74.0;0.0;0.0;1;0;0;3;0;0;390000;277000;113000
15.26;-296.0;0.0;0;0;12;-3;0;100;390000;449000;-59000
10.0;36.0;3.0;1;0;-30;1;-2;-100;390000;249900;140100
40.0;93.0;1.0;0;0;-17;-3;0;-100;390000;399000;-9000
-3.9;1.0;0.0;1;-1;10;-5;0;50;390000;435000;-45000
-3.4;-38.0;2.0;1;0;8;0;-2;-50;390000;249000;141000
-3.74;-94.0;0.0;0;-1;-3;0;0;150;390000;299000;91000
0.0;0.0;0.0;0;0;0;0;0;0;390000;365000;25000
-5.0;120.0;-1.0;0;1;-3;0;0;0;390000;498000;-108000
15.0;-10.0;-1.0;0;1;11;0;0;0;390000;369000;21000
16.29;12.0;0.0;0;0;0;1;0;0;390000;339000;51000
19.29;101.0;0.0;0;1;-6;-1;0;0;390000;329000;61000
-28.71;159.0;0.0;0;-1;5;1;0;0;390000;429000;-39000
0.12;93.12;0.0;0;0;0;0;0;0;390000;449000;-59000
-1.88;2819.12;-1.0;0;-2;-144;1;0;-50;390000;350000;40000
23.12;2187.12;-1.0;0;-2;-170;0;1;0;390000;645000;-255000
31.76;98.0;0.0;1;0;9;0;0;0;390000;439000;-49000
9.58;-6.0;-1.0;1;-2;18;1;0;-50;390000;399000;-9000
18.0;-405.0;0.0;0;0;-1;1;0;0;390000;465000;-75000
0.0;0.0;0.0;0;0;0;0;0;0;390000;490000;-100000
27.0;133.0;0.0;0;-1;-100;0;1;-100;390000;349000;41000
247.0;21.0;2.0;0;-1;-150;4;0;0;390000;199000;191000
16.41;-158.0;-0.5;0;0;0;0;0;0;390000;230000;160000
1.41;-146.0;-0.5;0;0;-17;0;0;0;390000;475000;-85000
19.41;-134.0;-1.5;0;0;1;0;0;50;390000;380000;10000
10.03;-72.97;2.0;1;0;-4;0;-2;0;395000;295000;100000
3.03;-35.97;1.0;0;2;7;-2;0;-50;395000;439000;-44000
8.03;23.03;1.0;1;2;-4;-1;0;-50;395000;319000;76000
5.0;42.0;1.0;0;-1;1;5;0;-100;395000;329000;66000
5.0;42.0;1.0;0;-1;1;5;0;-100;395000;329000;66000
-14.0;-47.0;1.0;0;-1;0;2;0;-100;395000;569000;-174000
14.0;-28.0;3.0;1;0;-12;0;2;0;395000;349900;45100
-2.0;190.0;0.0;1;1;6;0;0;50;395000;210000;185000
-14.0;-82.0;0.0;1;0;-2;0;2;-100;395000;349000;46000
-0.18;-0.18;0.0;0;0;0;0;0;0;395000;395000;0
-0.3;-0.3;0.0;0;0;0;0;0;0;395000;395000;0
-0.3;-0.3;0.0;0;0;0;0;0;0;395000;395000;0
0.0;0.0;0.0;0;0;0;0;0;0;395000;395000;0
0.0;0.0;0.0;0;0;0;0;0;0;395000;349000;46000
1.0;40.0;1.5;0;0;0;-2;0;50;395000;385000;10000
5.0;-14.0;1.0;0;0;9;-1;1;0;395000;429000;-34000
15.0;46.0;0.0;0;0;25;-1;0;0;395000;314000;81000
-15.0;80.0;0.0;0;0;22;-1;0;0;395000;498000;-103000
8.0;-108.0;1.0;1;1;-1;0;0;0;395000;590000;-195000
9.0;-6.0;1.0;1;0;-8;-2;0;0;395000;450000;-55000
-2.23;-131.23;0.0;1;0;3;0;-2;50;395000;399000;-4000
-35.36;2133.0;0.0;0;0;2;6;0;0;395000;499000;-104000
-1.36;29.0;2.0;0;2;-13;5;0;-250;395000;319000;76000
-144.36;257.0;-2.0;0;0;-2;7;-2;0;395000;625000;-230000
3.0;151.0;2.0;0;0;2;-4;2;0;395000;389000;6000
15.01;-143.0;0.0;1;-1;3;-1;0;-50;395000;249000;146000
-1.0;79.0;3.0;1;-1;-11;-2;2;0;395000;385000;10000
5.0;-41.0;0.0;0;1;-11;4;-1;-50;395000;279000;116000
-17.0;-45.0;0.0;0;0;-18;4;-1;100;395000;249900;145100
19.0;325.0;1.0;0;0;-15;2;-1;0;395000;465000;-70000
-2.0;161.0;-1.0;0;0;-2;3;-1;-50;395000;299000;96000
-7.0;174.0;0.0;0;1;15;-1;-1;50;395000;319000;76000
-7.0;174.0;0.0;0;1;15;-1;-1;50;395000;299000;96000
4.0;-58.0;-2.0;0;0;-6;0;0;50;395000;639000;-244000
26.0;30.0;-1.0;0;-2;-14;-3;0;0;395000;659000;-264000
21.0;-276.0;-1.0;0;0;-2;-1;0;0;395000;769000;-374000
0.0;0.0;0.0;0;0;0;0;0;0;395000;395000;0
0.12;0.12;0.0;0;0;0;0;0;0;395000;395000;0
0.3;0.3;0.0;0;0;0;0;0;0;395000;395000;0
5.0;29.0;-2.0;1;0;1;0;0;0;395000;269000;126000
13.21;-100.07;-3.0;1;0;3;0;-2;0;395000;170000;225000
13.28;-100.0;-3.0;1;0;3;0;-2;0;395000;170000;225000
1.95;32.0;0.0;0;0;5;1;0;-50;395000;329000;66000
-0.05;94.0;0.0;0;-2;13;4;0;0;395000;350000;45000
-15.05;72.0;0.0;0;-1;-1;2;0;50;395000;375000;20000
-16.08;151.0;-1.0;0;1;37;3;-1;0;395000;549000;-154000
-16.13;150.95;-1.0;0;1;37;3;-1;0;395000;499000;-104000
37.78;-282.22;0.0;0;-1;-26;1;-1;0;395000;369000;26000
13.54;97.0;-0.5;0;-2;-4;-1;0;0;395000;575000;-180000
13.54;97.0;-0.5;0;-2;-4;-1;0;0;395000;525000;-130000
13.54;97.0;-0.5;1;-2;-4;-1;0;0;395000;525000;-130000
0.0;0.0;0.0;0;0;0;0;0;0;395000;395000;0
7.33;-126.0;-1.0;0;0;-1;1;0;0;395000;620000;-225000
7.33;-126.0;-1.0;0;0;-1;1;0;0;395000;650000;-255000
6.04;-47.0;-1.0;0;0;-21;-2;2;-50;395000;299000;96000
-15.96;-21.0;-3.0;1;0;-18;-2;0;-100;395000;458000;-63000
-28.96;325.0;-3.0;0;0;2;-5;3;0;395000;395000;0
20.71;45.0;0.0;0;2;-2;0;0;0;395000;254900;140100
0.35;-125.0;0.0;0;0;2;0;0;50;395000;449000;-54000
17.85;36.0;-1.0;0;0;-8;-2;0;0;395000;325000;70000
19.95;-46.05;2.0;0;0;-6;0;0;50;395000;449000;-54000
20.0;-46.0;2.0;0;0;-6;0;0;50;395000;469000;-74000
30.0;182.0;1.0;1;0;9;-2;0;-100;395000;349000;46000
0.0;0.0;0.0;0;0;0;0;0;0;395000;349000;46000
0.0;0.0;0.0;0;0;0;0;0;0;395000;395000;0
1.0;40.0;1.5;0;0;0;-2;0;50;395000;385000;10000
0.0;0.0;0.0;0;0;0;0;0;0;395000;395000;0
0.12;0.12;0.0;0;0;0;0;0;0;395000;395000;0
0.3;0.3;0.0;0;0;0;0;0;0;395000;395000;0
0.0;0.0;0.0;0;0;0;0;0;0;395000;429000;-34000
-6.0;258.0;-1.5;0;1;-3;5;-2;50;395000;199000;196000
-5.0;209.0;-0.5;0;0;44;4;0;0;395000;250000;145000
-0.12;-0.12;0.0;0;0;0;0;0;0;395000;395000;0
-0.12;-0.12;0.0;0;0;0;0;0;0;395000;395000;0
0.18;0.18;0.0;0;0;0;0;0;0;395000;395000;0
0.0;226.0;0.0;1;0;7;-2;0;50;395000;349000;46000
171.11;-106.0;3.0;0;0;21;-1;0;0;395000;259000;136000
127.0;57.0;3.0;1;0;27;1;0;0;395000;215000;180000
14.12;43.0;-0.5;0;-2;8;1;0;0;395000;259000;136000
-5.88;31.0;-0.5;0;0;7;-1;0;50;395000;369000;26000
-5.88;40.0;0.5;0;-1;-10;-1;0;-50;395000;478000;-83000
0.0;0.0;0.0;0;0;0;0;0;0;395000;395000;0
7.33;-126.0;-1.0;0;0;-1;1;0;0;395000;620000;-225000
7.33;-126.0;-1.0;0;0;-1;1;0;0;395000;650000;-255000
-8.0;-135.0;5.0;0;-2;15;1;0;0;395000;690000;-295000
16.0;-85.0;5.0;0;-2;0;0;0;-100;395000;790000;-395000
13.31;-198.29;3.0;0;0;-7;0;0;50;395000;796000;-401000
0.0;0.0;0.0;0;0;0;0;0;0;395000;477000;-82000
-5.0;111.0;-4.0;1;0;8;2;0;0;395000;535000;-140000
-15.0;40.0;-1.0;0;0;35;-2;0;0;395000;420000;-25000
-0.05;-0.05;0.0;0;0;0;0;0;0;396000;396000;0
0.11;0.11;0.0;0;0;0;0;0;0;396000;426000;-30000
0.11;0.11;0.0;0;0;0;3;0;0;396000;426000;-30000
0.05;0.05;0.0;0;0;0;0;0;0;396000;396000;0
0.16;0.16;0.0;0;0;0;0;0;0;396000;426000;-30000
0.16;0.16;0.0;0;0;0;3;0;0;396000;426000;-30000
10.0;8.0;0.0;1;-1;0;-1;0;-50;397000;610000;-213000
10.0;8.0;0.0;1;-1;0;-1;0;-50;397000;610000;-213000
10.0;8.0;0.0;1;-1;0;-1;0;-50;397000;610000;-213000
-11.0;-3744.0;4.0;1;1;2;0;0;0;397000;515000;-118000
-4.21;14991.0;2.0;0;-1;-9;-1;-1;0;397000;325000;72000
-4.21;14991.0;2.0;0;-1;-9;-1;-1;0;397000;325000;72000
0.0;0.0;0.0;0;0;0;0;0;0;397000;397000;0
3.0;8.0;0.0;0;0;6;0;0;50;397000;398000;-1000
5.0;76.0;0.0;0;0;-2;0;-2;50;397000;369000;28000
0.0;0.0;0.0;0;0;0;0;0;0;397000;397000;0
3.0;8.0;0.0;0;0;6;0;0;50;397000;398000;-1000
5.0;76.0;0.0;0;0;-2;0;-2;50;397000;369000;28000
0.0;0.0;0.0;0;0;0;0;0;0;397000;429000;-32000
20.0;32.0;1.0;0;-2;-5;-1;0;0;397000;350000;47000
20.0;32.0;1.0;0;-2;-5;-1;0;0;397000;398000;-1000
7.0;-109.0;0.0;1;0;-1;1;-1;0;397200;369000;28200
7.0;-109.0;0.0;1;0;-1;1;-1;0;397200;369000;28200
7.0;-109.0;0.0;1;0;-1;1;-1;0;397200;369000;28200
0.3;0.3;0.0;0;0;0;0;0;0;398000;398000;0
28.42;-9.7;0.0;1;1;0;0;1;0;398000;369000;29000
28.42;-9.7;0.0;1;1;0;0;1;0;398000;389000;9000
-16.0;483.0;0.0;0;-1;3;-1;0;0;398000;158000;240000
-6.0;130.0;4.0;1;-1;-13;-6;2;50;398000;649000;-251000
-16.0;-103.0;1.0;0;1;-28;-1;2;50;398000;319000;79000
0.0;0.0;0.0;0;0;0;0;0;0;398000;350000;48000
