wohnflaeche;grundstueckflaeche;zimmer;category;basement;year;efficiency_rating;condition;kontextWert;price1;price2;priceDelta
25.0;-9.0;0.0;1;0;-2;0;0;0;295000;499000;-204000
11.44;48.0;-1.0;1;0;-6;0;0;50;295000;450000;-155000
15.0;23.0;1.0;1;0;-2;2;0;50;295000;425000;-130000
-5.0;-169.0;0.0;1;0;1;0;0;50;295000;295000;0
-5.5;-96.0;0.0;0;-2;1;4;-2;50;295000;335000;-40000
2.0;-393.0;0.0;1;0;0;1;0;0;295000;325000;-30000
-4.0;-206.0;-1.0;0;-1;-10;1;0;0;295000;389000;-94000
32.0;83.0;3.0;0;-1;3;1;0;0;295000;350000;-55000
-1.0;-142.0;2.0;0;1;-20;0;0;0;295000;479000;-184000
0.0;0.0;0.0;0;0;0;0;0;0;295000;275000;20000
61.0;-62.0;0.5;0;1;-8;1;0;-50;295000;399000;-104000
1.46;3407.0;-0.5;1;-1;7;1;0;-50;295000;449500;-154500
-27.75;-2.0;-1.0;0;0;13;1;-2;50;295000;369000;-74000
-46.0;101.0;-1.0;1;0;7;-1;0;-50;295000;498000;-203000
-78.33;53.0;-1.0;0;0;18;0;0;0;295000;395000;-100000
38.0;-34.0;-1.0;1;-2;-3;-4;0;50;295000;330000;-35000
33.0;0.0;2.0;1;-2;-18;-8;0;0;295000;849000;-554000
8.0;29.0;-6.0;1;-1;77;-3;0;50;295000;230000;65000
-6.0;26.0;0.0;1;-1;2;-5;0;0;295000;345000;-50000
-26.0;45.0;-3.5;1;-2;0;-1;-2;0;295000;299000;-4000
4.0;-279.0;-0.5;0;-2;-15;0;-2;0;295000;249000;46000
19.84;269.0;-2.0;1;-1;6;-2;0;0;295000;200000;95000
-26.74;1.0;-1.0;1;-1;7;-1;0;-150;295000;449000;-154000
-3.0;-1749.0;1.0;0;-1;-4;1;0;0;295000;449000;-154000
0.5;65.0;0.0;1;0;-22;-3;2;0;295000;549000;-254000
-5.5;203.0;0.0;1;-1;-13;-2;2;0;295000;599000;-304000
-21.5;78.0;-1.0;1;-1;-17;-5;0;0;295000;440000;-145000
8.0;-125.0;-1.0;0;0;19;1;-2;0;295000;229000;66000
38.0;9.0;0.0;0;-1;23;0;-2;0;295000;210000;85000
-4.0;-1431.0;-1.0;0;-1;16;0;0;0;295000;279000;16000
0.73;6.0;5.0;0;0;0;-1;1;-100;295000;379000;-84000
18.73;75.0;3.0;0;1;-12;2;0;0;295000;319000;-24000
-3.27;-15.0;3.0;0;0;-36;1;0;0;295000;330000;-35000
0.0;0.0;0.0;0;0;0;0;0;0;295000;295000;0
0.0;0.0;0.0;0;0;0;0;0;0;295000;295000;0
21.5;-171.0;0.0;0;0;3;1;0;0;295000;375000;-80000
0.0;0.0;0.0;0;0;0;0;0;0;295000;295000;0
0.0;0.0;0.0;0;0;0;0;0;0;295000;295000;0
14.0;-27.0;-3.0;0;1;3;-2;2;0;295000;339000;-44000
27.16;69.0;-1.0;0;-2;2;-2;-2;50;295000;189000;106000
5.0;-120.0;-2.0;0;0;-43;-7;1;0;295000;975000;-680000
10.0;1499.0;0.0;0;-1;7;-1;0;0;295000;279000;16000
29.0;-100.0;1.0;1;-1;103;-1;1;0;295000;980000;-685000
32.0;287.0;3.0;1;1;-3;-3;1;-50;295000;597000;-302000
-8.85;389.0;-2.0;0;0;-13;-5;2;-100;295000;559000;-264000
-7.7;40.0;0.0;0;0;1;0;-1;0;295000;259000;36000
-7.7;-11.0;0.0;0;0;5;1;0;0;295000;199000;96000
2.3;7.0;0.0;0;0;0;1;-1;-50;295000;182000;113000
0.75;-59.0;1.0;1;0;-4;1;0;0;295000;325000;-30000
0.75;-59.0;1.0;1;0;-4;1;0;0;295000;325000;-30000
1.4;-69.0;0.0;1;0;3;2;1;0;295000;389000;-94000
-1.0;106.0;0.0;0;-1;-40;0;0;0;295000;319000;-24000
3.0;70.0;0.0;0;-1;11;-2;0;100;295000;322463;-27463
10.0;68.0;0.0;0;0;-24;1;0;-50;295000;410000;-115000
0.72;118.0;1.0;0;0;-4;0;0;0;295000;380000;-85000
0.72;118.0;1.0;0;0;-4;1;0;0;295000;380000;-85000
-7.28;-50.0;1.0;0;0;-3;0;-2;-50;295000;410000;-115000
0.0;0.0;0.0;0;0;0;0;0;0;295000;310000;-15000
-21.0;132.0;-4.0;0;0;2;0;-2;50;295000;299000;-4000
-21.0;132.0;-4.0;0;0;2;0;-2;50;295000;299000;-4000
1.54;-88.0;0.0;0;-2;-10;-2;2;0;295000;359000;-64000
-5.0;-138.0;0.0;1;-1;3;-1;2;0;295000;319000;-24000
-5.0;-138.0;0.0;1;-1;3;-1;2;0;295000;319000;-24000
0.0;0.0;0.0;0;0;0;0;0;0;295000;295000;0
0.0;0.0;0.0;0;0;0;0;0;0;295000;295000;0
21.5;-171.0;0.0;0;0;3;1;0;0;295000;375000;-80000
-10.71;21.0;-2.0;0;0;7;-3;2;0;295000;375000;-80000
9.0;-76.0;0.0;0;1;20;0;0;50;295000;159000;136000
-22.0;-77.0;-1.0;0;1;15;-5;2;0;295000;579000;-284000
0.0;0.0;0.0;0;0;0;0;0;0;295000;295000;0
0.0;0.0;0.0;0;0;0;0;0;0;295000;295000;0
14.0;-27.0;-3.0;0;1;3;-2;2;0;295000;339000;-44000
0.0;0.0;0.0;0;0;0;0;0;0;295000;349000;-54000
-14.0;-30.0;0.0;0;0;1;1;2;0;295000;319000;-24000
6.0;-23.0;0.0;0;-1;9;2;2;0;295000;289000;6000
7.0;-76.0;11.0;1;2;0;3;-2;-50;295000;79000;216000
-44.0;-89.0;7.0;0;0;-4;3;-1;100;295000;249000;46000
15.0;-296.0;6.0;0;1;-10;1;-2;100;295000;199000;96000
7.0;56.0;0.0;0;0;-7;-2;0;0;295000;320000;-25000
18.0;-20.0;0.0;0;0;3;0;0;-50;295000;330000;-35000
0.0;-113.0;0.0;0;0;3;-1;0;50;295000;367000;-72000
0.0;0.0;0.0;1;0;0;0;0;0;295000;295000;0
7.61;2.0;0.0;1;-2;-1;2;0;0;295000;350000;-55000
22.61;85.0;0.0;0;-2;5;3;1;0;295000;330000;-35000
-0.5;73.0;0.0;1;-2;0;4;-2;0;295000;335000;-40000
5.0;169.0;0.0;1;0;-1;0;0;-50;295000;295000;0
2.19;-96.0;-1.0;1;0;-8;0;0;50;295000;219000;76000
0.0;0.0;0.0;0;0;0;0;0;0;295000;295000;0
0.0;0.0;0.0;0;0;0;0;0;0;295000;295000;0
21.5;-171.0;0.0;0;0;3;1;0;0;295000;375000;-80000
0.22;0.22;0.0;0;0;0;0;0;0;295000;309000;-14000
32.0;42.22;0.0;1;0;-5;2;0;0;295000;249000;46000
-3.0;-6.78;-1.0;1;0;22;3;-2;0;295000;189000;106000
-4.0;334.0;1.0;1;0;-40;2;-3;0;295000;185000;110000
12.5;462.0;3.0;1;0;-16;2;-1;0;295000;180000;115000
-15.0;-545.0;2.0;1;0;-7;0;0;50;295000;229500;65500
-1.0;-48.0;-1.0;0;0;-2;-2;-1;-50;295000;269000;26000
-1.0;-48.0;-1.0;0;0;-2;-2;-1;-50;295000;269000;26000
20.0;-85.0;0.0;0;0;-3;3;-1;0;295000;249000;46000
-4.0;-4.0;0.0;0;-1;2;3;0;0;295000;475000;-180000
-12.0;74.0;1.0;0;0;-2;1;0;0;295000;620000;-325000
-14.0;126.0;0.0;0;-1;2;3;0;50;295000;422500;-127500
0.0;0.0;0.0;0;0;0;0;0;0;295500;315500;-20000
0.0;-233.0;-2.0;0;0;-13;0;-2;0;295500;158500;137000
21.0;50.0;-1.0;1;0;-91;0;-2;0;295500;99000;196500
10.0;17.0;0.0;0;0;-5;0;0;-50;296000;314000;-18000
0.0;-79.0;0.0;0;0;6;0;0;-50;296000;369000;-73000
0.0;56.0;2.0;0;0;-10;1;0;0;296000;359000;-63000
-21.0;-4.0;0.0;0;0;5;2;0;0;297500;310000;-12500
3.0;-136.0;1.0;0;0;-8;0;0;0;297500;299000;-1500
-2.0;-83.0;0.0;0;0;6;0;-2;-50;297500;199000;98500
-4.0;-117.0;0.0;0;0;-3;-4;0;0;298000;309500;-11500
3.37;-82.0;0.0;0;1;3;-1;0;50;298000;269000;29000
20.0;-29.0;0.0;0;-1;16;0;-2;0;298000;199000;99000
5.0;121.0;0.0;0;0;-1;3;0;0;298000;239000;59000
10.0;-1.0;0.0;0;0;0;2;0;-100;298000;259000;39000
-40.0;1.0;0.0;0;0;-3;2;1;0;298000;399000;-101000
3.43;24.0;0.0;1;1;-4;0;-2;50;298000;239000;59000
-16.57;-39.0;1.0;1;-1;-9;-1;0;0;298000;285000;13000
9.84;72.0;-1.0;1;0;-10;1;-2;0;298000;259000;39000
-0.18;-0.18;0.0;0;0;0;0;0;0;298000;298000;0
-72.0;-33.0;0.0;0;0;0;0;0;-50;298000;299000;-1000
-39.0;-192.0;-1.0;0;0;1;1;-2;-50;298000;299000;-1000
-11.0;-178.0;0.0;0;0;-10;-3;0;-50;298000;640000;-342000
-31.0;-73.0;0.0;1;2;3;-2;1;50;298000;649000;-351000
-11.0;216.0;0.0;0;0;41;-1;0;0;298000;399000;-101000
19.83;-65.17;1.0;0;0;-7;-1;0;0;298000;479000;-181000
-10.0;-61.0;0.0;0;1;4;3;0;-50;298000;199000;99000
50.0;-1.0;3.0;0;1;-2;0;0;0;298000;299000;-1000
0.0;0.0;0.0;0;0;0;0;0;0;298000;259000;39000
-11.28;-4.0;-1.0;0;-1;0;0;0;-50;298000;275000;23000
-11.51;-4.23;-1.0;0;-1;0;0;0;-50;298000;249000;49000
0.0;0.0;0.0;0;0;0;0;0;0;298000;298000;0
0.0;-179.0;0.0;0;0;0;0;0;0;298000;293000;5000
5.0;12.0;1.0;0;2;0;0;0;150;298000;152000;146000
4.52;-55.0;0.0;1;-1;-2;-3;2;50;298000;345000;-47000
-5.48;-95.0;0.0;1;-1;7;0;2;50;298000;275000;23000
-14.48;33.0;-4.0;1;1;3;-5;0;0;298000;330000;-32000
-46.35;-50.0;1.0;0;0;1;1;0;0;298000;498000;-200000
-46.49;-50.14;1.0;0;0;1;1;0;0;298000;498000;-200000
-25.0;-56.0;1.0;0;0;2;2;1;50;298000;349000;-51000
0.0;0.0;0.0;0;0;0;0;0;0;298000;298000;0
0.0;-179.0;0.0;0;0;0;0;0;0;298000;293000;5000
5.0;12.0;1.0;0;2;0;0;0;150;298000;152000;146000
4.0;49.0;-1.0;0;0;7;0;0;-50;298000;289000;9000
-6.0;-66.0;0.0;0;0;-4;-1;-2;50;298000;249000;49000
-18.0;17.0;-1.0;0;1;12;0;-2;0;298000;263000;35000
0.18;0.18;0.0;0;0;0;0;0;0;298000;298000;0
-71.82;-32.82;0.0;0;0;0;0;0;-50;298000;299000;-1000
-38.82;-191.82;-1.0;0;0;1;1;-2;-50;298000;299000;-1000
15.37;-43.0;1.0;0;0;8;0;0;0;298500;249000;49500
15.37;-43.0;1.0;0;0;8;0;0;0;298500;249000;49500
12.37;168.0;0.0;0;-1;0;-1;0;0;298500;285834;12666
-4.9;-142.0;0.0;0;-1;-1;0;2;0;299000;260000;39000
15.0;-2.0;2.0;0;0;1;0;3;0;299000;399000;-100000
-14.96;128.0;1.0;0;0;2;1;0;0;299000;369000;-70000
19.38;64.0;-1.0;0;1;10;0;0;0;299000;140000;159000
23.41;23.0;-1.0;0;-1;-6;2;2;0;299000;199000;100000
15.0;-54.0;-2.0;0;0;6;-1;2;0;299000;325000;-26000
-12.0;91.0;-1.0;0;0;-19;0;0;-100;299000;265000;34000
-17.0;1753.0;-1.0;0;-1;0;0;-2;50;299000;259000;40000
8.0;-1073.0;-1.0;0;-1;-10;0;-2;-50;299000;245000;54000
-12.96;-160.96;-0.5;0;0;0;0;0;0;299000;398000;-99000
-5.96;-125.96;0.0;1;0;-14;-2;0;0;299000;199000;100000
11.16;-40.96;1.0;0;1;-16;0;-2;-50;299000;218000;81000
-5.0;245.0;1.0;0;1;-6;-1;0;0;299000;398000;-99000
1.0;-31.0;1.0;0;0;9;2;0;100;299000;349000;-50000
1.0;-31.0;1.0;0;0;9;2;0;100;299000;349000;-50000
20.0;-19.0;3.5;0;1;2;-4;2;0;299000;345000;-46000
26.0;-45.0;3.5;1;2;0;1;2;0;299000;295000;4000
0.0;-6.0;1.0;1;0;-35;0;2;0;299000;332754;-33754
-10.0;103.0;-1.0;1;0;42;0;-2;0;299000;299000;0
12.0;-22.0;3.0;1;-1;55;-3;0;0;299000;649000;-350000
-5.0;337.0;2.0;1;1;4;-6;0;0;299000;515000;-216000
-6.0;-75.0;0.0;0;2;12;5;0;0;299000;239000;60000
-6.0;-75.0;0.0;0;2;12;5;0;0;299000;239000;60000
-19.0;-22.0;-1.0;0;0;1;3;0;-50;299000;259000;40000
-29.0;47.0;2.0;1;0;-3;-1;2;0;299000;570000;-271000
-2.32;35.0;2.0;0;-1;7;0;2;-100;299000;329000;-30000
-9.0;45.0;1.0;1;-1;-4;-1;2;-100;299000;375000;-76000
-0.24;-0.24;0.0;0;0;0;0;0;0;299000;275000;24000
13.03;-14.97;-2.0;0;-2;-23;-4;2;150;299000;419000;-120000
8.03;54.03;1.0;0;-2;-65;1;0;-200;299000;499000;-200000
12.42;-1.0;0.0;0;1;5;0;0;50;299000;415000;-116000
5.05;55.0;0.0;1;1;-7;2;0;0;299000;450000;-151000
18.04;31.0;-3.0;0;0;6;1;0;0;299000;319000;-20000
19.66;22.0;0.0;0;0;9;5;-1;0;299000;239000;60000
38.0;2.0;1.0;0;0;3;4;0;-50;299000;329000;-30000
-5.0;96.0;0.0;0;2;-22;1;0;-50;299000;466000;-167000
-6.15;42.0;1.0;1;0;-66;0;0;0;299000;249000;50000
-2.75;80.0;-1.0;0;0;-74;0;2;50;299000;390000;-91000
10.85;110.0;1.0;1;0;-52;1;0;50;299000;285000;14000
-14.0;55.0;0.0;0;-1;25;-1;0;-50;299000;369000;-70000
0.0;1551.0;0.0;0;-2;3;2;0;0;299000;239000;60000
0.0;167.0;1.0;0;-2;34;1;-2;-50;299000;275000;24000
19.2;-26.0;-1.0;0;-1;-7;0;2;0;299000;695000;-396000
23.2;92.0;0.0;0;-1;-6;-1;2;0;299000;349000;-50000
-7.8;-167.0;0.0;0;-1;-17;0;2;0;299000;515000;-216000
-7.0;-118.0;0.0;0;0;14;0;2;50;299000;350000;-51000
-7.0;-118.0;0.0;0;0;14;0;2;50;299000;350000;-51000
-7.0;-118.0;0.0;0;0;14;0;2;50;299000;350000;-51000
-2.0;9.0;-2.0;0;0;-2;-2;0;-50;299000;459000;-160000
10.0;-25.0;0.0;1;2;4;-1;0;50;299000;347000;-48000
13.0;-51.0;-1.0;0;0;-1;-3;0;-50;299000;429000;-130000
0.0;0.0;0.0;0;0;0;0;0;0;299000;279000;20000
0.0;0.0;0.0;0;0;0;0;0;0;299000;279000;20000
0.0;0.0;0.0;0;0;0;0;0;0;299000;279000;20000
-6.0;-23.0;0.0;0;0;1;2;0;50;299000;320000;-21000
-13.0;77.0;-1.0;0;1;5;0;0;0;299000;320000;-21000
4.0;52.0;1.0;0;2;-11;1;0;0;299000;289000;10000
38.0;78.0;2.0;0;2;-36;-1;3;0;299000;975000;-676000
38.0;78.0;2.0;0;2;-36;-1;3;0;299000;975000;-676000
-17.0;4930.0;0.0;1;0;2;2;2;-50;299000;269000;30000
-12.75;77.0;0.0;1;0;-2;-1;0;50;299000;349000;-50000
-12.86;76.89;0.0;1;0;-2;-1;0;50;299000;319000;-20000
-4.98;311.0;-1.0;0;0;0;1;0;0;299000;400000;-101000
-10.0;-150.0;0.0;0;0;-11;0;0;50;299000;549000;-250000
-5.0;-90.0;-1.0;1;0;0;-2;1;50;299000;595000;-296000
-50.0;1.0;-3.0;0;-1;2;0;0;0;299000;298000;1000
0.0;0.0;0.0;0;0;0;0;0;0;299000;249000;50000
-0.17;-0.17;0.0;0;0;0;0;0;0;299000;249000;50000
37.0;-102.0;3.0;0;0;-3;2;0;0;299000;299000;0
4.34;-44.0;2.0;1;-1;1;0;0;0;299000;169000;130000
-7.6;29.0;1.0;1;0;12;-2;0;50;299000;254000;45000
2.84;110.0;3.0;1;-1;-1;-1;2;-50;299000;449000;-150000
0.06;0.06;0.0;1;0;0;0;0;0;299000;299000;0
4.26;117.26;-3.0;0;1;-1;0;2;0;299000;429000;-130000
4.26;117.26;-3.0;0;1;-1;0;2;0;299000;429000;-130000
-0.06;-0.06;0.0;1;0;0;0;0;0;299000;299000;0
4.2;117.2;-3.0;1;1;-1;0;2;0;299000;429000;-130000
4.2;117.2;-3.0;1;1;-1;0;2;0;299000;429000;-130000
-35.0;80.0;-1.0;0;0;0;-1;-2;0;299000;245000;54000
-13.0;15.0;1.0;0;1;22;-2;0;0;299000;479000;-180000
-13.0;15.0;1.0;0;1;22;-2;0;0;299000;459000;-160000
21.0;38.0;0.0;0;-1;8;0;0;0;299000;498000;-199000
0.0;23.0;-1.0;0;1;20;0;0;0;299000;479000;-180000
-47.0;3.0;0.0;0;1;1;-1;0;0;299000;549000;-250000
-16.32;77.0;0.0;0;0;0;0;0;50;299000;350000;-51000
-16.32;77.0;0.0;0;0;0;0;0;50;299000;380000;-81000
-3.0;136.0;-1.0;0;0;8;0;0;0;299000;297500;1500
22.0;-2.0;0.0;0;0;2;0;0;0;299000;417000;-118000
-3.23;-12.5;0.0;0;0;3;0;0;-50;299000;385000;-86000
16.0;33.0;-1.0;0;0;-8;-1;0;0;299000;399000;-100000
0.0;0.0;0.0;0;0;0;0;0;0;299000;279000;20000
43.38;78.0;-3.0;1;-2;2;0;-3;0;299000;85000;214000
43.38;78.0;-3.0;1;-2;2;0;-3;0;299000;85000;214000
0.0;-35.0;0.0;0;0;14;-2;0;0;299000;350000;-51000
0.0;-35.0;0.0;0;0;14;-2;0;0;299000;398000;-99000
15.0;-70.0;1.0;0;2;-1;-1;0;0;299000;479000;-180000
-3.5;273.0;0.0;1;-1;1;-1;0;0;299000;465000;-166000
4.0;2.0;2.0;1;-1;49;0;0;-50;299000;249000;50000
14.0;-241.0;2.0;1;1;-5;-2;1;0;299000;279000;20000
0.0;0.0;0.0;0;0;0;0;0;0;299000;299000;0
-35.0;-155.0;1.0;0;0;5;0;0;0;299000;475000;-176000
-36.41;-9.0;1.5;0;0;22;0;0;0;299000;390000;-91000
0.0;0.0;0.0;0;0;0;0;0;0;299000;299000;0
0.0;0.0;0.0;0;0;0;0;0;0;299000;299000;0
-33.59;8425.0;0.0;0;-1;-5;0;0;0;299000;259000;40000
-16.11;-147.0;-1.0;0;0;-4;-1;2;0;299000;575000;-276000
1.61;-195.0;0.0;1;0;18;2;3;-50;299000;439000;-140000
36.33;115.0;-1.0;0;-1;-11;2;0;-50;299000;199000;100000
33.0;-159.0;-1.0;0;0;1;1;-2;0;299000;299000;0
-22.0;26.0;-2.0;1;0;3;0;-2;-50;299000;458000;-159000
-6.04;47.0;1.0;0;0;21;2;-2;50;299000;395000;-96000
16.0;-7.0;0.0;1;0;-21;0;0;0;299000;325000;-26000
-25.0;-21.0;-3.0;0;-2;3;0;0;0;299000;429000;-130000
-25.0;-21.0;-3.0;0;-2;3;0;0;0;299000;429000;-130000
14.56;-37.0;0.0;0;0;13;1;2;0;299000;269900;29100
10.0;10.0;0.0;0;2;-5;-1;2;50;299000;198000;101000
-2.35;25.0;0.0;1;0;20;1;2;0;299000;288000;11000
27.26;113.0;-1.0;1;0;-9;0;-1;0;299000;380000;-81000
4.26;180.0;-2.0;1;0;-16;4;-1;0;299000;305000;-6000
6.26;76.0;-2.0;1;1;2;3;-3;-100;299000;279000;20000
-33.0;159.0;1.0;0;0;-1;-1;2;0;299000;299000;0
38.82;191.82;1.0;0;0;-1;-1;2;50;299000;298000;1000
39.0;192.0;1.0;0;0;-1;-1;2;50;299000;298000;1000
0.0;0.0;0.0;0;0;0;0;0;0;299000;299000;0
0.0;0.0;0.0;0;0;-27;-1;-2;0;299000;389000;-90000
0.0;-18.0;0.0;1;0;-31;-3;0;0;299000;449000;-150000
-21.96;-64.0;0.0;0;0;-1;-1;-2;0;299000;340000;-41000
-14.96;-63.0;0.0;0;-2;21;0;1;0;299000;428000;-129000
-14.96;-63.0;0.0;0;-2;21;0;1;0;299000;428000;-129000
0.0;0.0;0.0;0;0;0;0;0;0;299000;285000;14000
0.17;46.83;-1.0;0;0;19;4;0;0;299000;269000;30000
0.34;47.0;-1.0;0;0;19;4;0;0;299000;279000;20000
4.0;-35.0;0.0;1;0;-1;-1;2;0;299000;429000;-130000
18.35;-23.0;0.0;1;1;7;0;2;0;299000;325000;-26000
18.35;-23.0;0.0;1;1;7;0;2;0;299000;325000;-26000
-9.0;-35.0;-2.0;0;0;5;0;0;0;299000;349000;-50000
-9.0;-35.0;-2.0;0;0;5;0;0;0;299000;349000;-50000
-9.0;-35.0;-2.0;0;0;5;0;0;0;299000;349000;-50000
0.0;0.0;0.0;0;0;0;0;0;0;299000;319000;-20000
-20.0;47.0;0.0;0;0;3;2;0;0;299000;675000;-376000
-26.0;65.0;-1.0;0;0;5;1;0;0;299000;465000;-166000
4.0;-55.0;1.0;0;1;5;0;0;0;299000;429000;-130000
4.0;-55.0;1.0;0;1;5;0;0;0;299000;429000;-130000
-0.26;-172.26;4.0;0;0;6;0;-2;0;299000;299000;0
-5.0;25.0;-1.0;0;0;8;0;-2;-50;299000;369000;-70000
-22.0;103.0;-2.0;0;1;3;0;0;0;299000;410000;-111000
-32.0;85.0;-1.0;1;0;-10;0;0;0;299000;350000;-51000
0.0;0.0;0.0;0;0;0;0;0;0;299000;299000;0
0.0;0.0;0.0;0;0;0;0;0;0;299000;299000;0
-33.59;8425.0;0.0;0;-1;-5;0;0;0;299000;259000;40000
22.54;-3.0;-1.0;1;1;-3;-1;0;0;299000;279000;20000
29.88;-27.0;-1.0;1;0;1;0;0;0;299000;292000;7000
8.54;-191.0;0.0;0;0;-4;0;-2;0;299000;299000;0
2.01;-27.0;-1.0;0;0;13;4;1;-50;299000;464000;-165000
2.01;-27.0;-1.0;0;0;13;4;1;-50;299000;439000;-140000
2.01;-27.0;-1.0;0;0;13;4;1;-50;299000;497000;-198000
0.0;0.0;0.0;0;0;0;0;0;0;299000;299000;0
0.0;0.0;0.0;0;0;-27;-1;-2;0;299000;389000;-90000
0.0;-18.0;0.0;1;0;-31;-3;0;0;299000;449000;-150000
-3.69;153.0;-1.0;0;1;31;2;-2;-50;299000;229000;70000
-3.69;153.0;-1.0;0;1;31;2;-2;-50;299000;229000;70000
-8.69;-57.0;-1.0;0;2;30;-1;0;150;299000;289000;10000
12.81;43777.0;5.0;0;-2;-114;0;2;0;299000;247000;52000
-7.19;43015.0;6.0;0;0;-114;0;0;-50;299000;175000;124000
-12.19;29578.0;6.0;0;0;-130;-2;2;0;299000;249000;50000
0.0;0.0;0.0;0;0;0;0;0;0;299000;299000;0
-35.0;-155.0;1.0;0;0;5;0;0;0;299000;475000;-176000
-36.41;-9.0;1.5;0;0;22;0;0;0;299000;390000;-91000
0.72;-68.0;1.0;0;0;-14;1;0;100;299000;182000;117000
-36.84;-91.0;-1.0;0;-1;-14;-1;1;0;299000;329000;-30000
-34.84;93.0;-1.0;1;-1;19;-2;0;0;299000;350000;-51000
0.0;0.0;0.0;0;0;0;0;0;0;299000;330000;-31000
7.34;-6.0;0.0;0;1;-6;0;-2;100;299000;399000;-100000
3.74;94.0;0.0;0;1;3;0;0;-150;299000;390000;-91000
0.0;0.0;0.0;0;0;0;0;0;0;299000;299000;0
-2.0;17.0;1.0;0;0;-7;0;0;0;299000;275000;24000
-2.23;16.77;1.0;0;0;-7;0;0;0;299000;249000;50000
-0.01;-0.01;0.0;0;0;0;0;0;0;299000;349000;-50000
-0.23;-0.23;0.0;0;0;0;0;0;0;299000;299000;0
-3.0;-287.0;1.5;0;0;-33;0;0;0;299000;158000;141000
0.0;0.0;0.0;0;0;0;0;0;0;299000;299000;0
-2.0;17.0;1.0;0;0;-7;0;0;0;299000;275000;24000
-2.23;16.77;1.0;0;0;-7;0;0;0;299000;249000;50000
25.0;-171.0;3.0;0;0;14;-2;0;0;299000;550000;-251000
25.0;130.0;3.0;1;0;5;1;0;-100;299000;384500;-85500
2.24;1624.0;2.0;0;0;-1;-6;0;0;299000;409000;-110000
6.05;0.0;0.0;0;0;0;0;0;0;299000;325000;-26000
-8.95;-93.0;2.0;0;0;-4;1;-2;0;299000;315000;-16000
-32.95;-51.0;0.0;0;2;-11;1;-2;0;299000;345000;-46000
-4.0;-53.0;0.0;0;0;-3;0;2;50;299000;365000;-66000
-4.0;-53.0;0.0;0;0;-3;0;2;50;299000;365000;-66000
-49.0;-7.0;0.0;0;0;2;0;1;0;299000;364000;-65000
3.79;200.0;0.0;0;1;8;3;-1;-100;299000;219000;80000
-5.8;444.0;1.0;0;1;2;0;0;-50;299000;395000;-96000
-42.8;228.0;-1.0;0;2;0;0;-1;50;299000;629000;-330000
-3.0;-28.0;-1.0;0;-1;0;-3;0;0;299000;398000;-99000
-22.38;206.0;0.0;0;0;2;0;0;0;299000;478000;-179000
-22.38;206.0;0.0;0;0;2;0;0;0;299000;478000;-179000
10.0;-1.0;-1.0;0;-1;-5;1;0;0;299000;269000;30000
-6.0;-71.0;-1.0;0;-2;-3;0;0;0;299000;259000;40000
9.71;-55.29;0.0;0;-2;-7;-1;0;0;299000;228000;71000
0.0;0.0;0.0;0;0;0;0;0;0;299000;319000;-20000
0.0;-30.0;0.0;0;0;5;1;0;50;299000;249000;50000
13.08;-48.0;-1.0;0;0;5;0;0;0;299000;319000;-20000
0.22;0.22;0.0;0;0;0;0;0;0;299000;349000;-50000
0.23;0.23;0.0;0;0;0;0;0;0;299000;299000;0
-2.77;-286.77;1.5;0;0;-33;0;0;0;299000;158000;141000
-22.0;27.0;-3.0;1;-1;3;0;0;0;299000;179000;120000
-21.0;74.0;-1.0;1;0;9;0;-2;0;299000;329000;-30000
-20.0;-4.0;-2.0;0;0;-7;-1;0;-100;299000;333000;-34000
-6.0;-101.0;-1.0;0;1;2;3;2;0;299000;298000;1000
-10.0;-218.0;-1.0;0;1;-1;-1;2;0;299000;309500;-10500
15.75;-78.0;0.0;0;0;0;1;2;100;299000;330000;-31000
0.0;0.0;0.0;0;0;0;0;0;0;299000;299000;0
0.0;0.0;0.0;0;0;0;0;0;0;299000;299000;0
-33.59;8425.0;0.0;0;-1;-5;0;0;0;299000;259000;40000
-0.59;-54.0;-0.5;0;2;-11;-4;2;0;299000;529000;-230000
-1.59;171.0;0.5;0;1;-12;-2;3;0;299000;380000;-81000
-6.59;9.0;-0.5;1;1;14;-2;0;50;299000;414500;-115500
5.0;3940.0;0.0;0;0;1;0;0;0;299000;285000;14000
0.0;4110.0;-1.0;0;0;8;1;1;0;299000;299900;-900
-10.0;4088.0;-2.0;0;0;0;-1;0;0;299000;369000;-70000
-8.57;-11.0;2.0;0;-1;-18;-3;0;50;299000;330000;-31000
-24.57;-25.0;-2.0;0;1;6;-1;0;-100;299000;167000;132000
24.43;-148.0;2.0;0;1;10;0;-2;100;299000;340000;-41000
0.11;41.0;1.0;0;-1;0;-1;0;-50;299000;260000;39000
-17.17;60.0;-1.0;0;-1;4;0;0;50;299000;289000;10000
-16.89;62.0;0.0;0;-1;7;0;-2;-50;299000;350000;-51000
-11.19;2.0;0.0;0;-1;-5;-1;0;0;299500;379000;-79500
-1.0;-11.0;2.0;0;1;-1;0;-2;0;299500;349000;-49500
-1.38;-47.0;1.0;0;0;-8;2;0;0;299500;389000;-89500
-20.11;-91.0;0.0;0;0;4;-1;0;0;299900;689000;-389100
10.65;-18.0;1.0;0;0;-17;0;0;0;299900;559000;-259100
10.65;-37.0;1.0;1;0;-1;-2;1;0;299900;399000;-99100
0.0;0.0;0.0;0;0;0;0;0;0;299900;268000;31900
