wohnflaeche;grundstueckflaeche;zimmer;category;basement;year;efficiency_rating;condition;price;id;plz;street;city;district;kontextlabel;kontextWert
146.0;730.0;6.0;einfamilienhaus;1;1979;2;1;295000;40137115;27432;Straße nicht freigegeben;Bremervörde;Hesedorf;0;200
168.73;1005.0;9.0;einfamilienhaus;2;1938;3;1;295000;40545821;29227;Straße nicht freigegeben;Celle;Altencelle;6;2350
95.0;876.0;3.0;doppelhaushälfte;2;1937;1;1;295000;25927454;38667;Straße nicht freigegeben;BadHarzburg;Bündheim;9;1800
249.0;442.0;9.0;mehrfamilienhaus;2;1965;1;3;295000;94541450;31246;Straße nicht freigegeben;Ilsede;Oberg;10;2050
214.0;929.0;7.0;einfamilienhaus;2;1967;2;3;295000;17625873;29699;Straße nicht freigegeben;Walsrode;Hasberg;6;2300
190.0;3610.0;7.0;einfamilienhaus;0;1972;0;1;295000;84859099;49635;Straße nicht freigegeben;Badbergen;Grothe;1;1900
319.0;2500.0;10.0;mehrfamilienhaus;1;1993;0;2;295000;80736429;37154;Straße nicht freigegeben;Northeim;Hammenstedt;6;1800
102.3;1000.0;5.0;einfamilienhaus;1;1968;2;0;295000;37796354;48465;Straße nicht freigegeben;Schüttorf;;2;2100
182.4;1011.0;7.0;mehrfamilienhaus;1;1959;2;1;295000;89369571;26817;Straße nicht freigegeben;Rhauderfehn;Langholt;5;2150
125.0;850.0;5.0;einfamilienhaus;1;1935;1;1;295000;60647225;27751;Straße nicht freigegeben;Delmenhorst;Schafkoven/Donneresch;10;2650
167.72;998.0;7.0;einfamilienhaus;0;1968;3;1;295000;52959052;29308;Straße nicht freigegeben;Winsen;Aller;5;2250
59.0;630.0;2.0;einfamilienhaus;2;1962;0;1;295000;25246933;21698;Straße nicht freigegeben;Harsefeld;;1;3300
95.0;473.0;3.0;bungalow;0;1975;0;3;295000;26887820;27751;Straße nicht freigegeben;Delmenhorst;;10;2650
249.0;442.0;9.0;mehrfamilienhaus;2;1965;1;3;295000;92323769;31246;Straße nicht freigegeben;Ilsede;Oberg;10;2050
204.0;858.0;7.0;mehrfamilienhaus;1;2021;0;3;295000;31256415;49685;Straße nicht freigegeben;Emstek;;6;2050
214.0;929.0;7.0;einfamilienhaus;2;1967;2;3;295000;84922084;29699;Straße nicht freigegeben;Walsrode;Hasberg;6;2300
116.0;570.0;5.0;einfamilienhaus;1;1966;2;3;295000;98606307;27751;Straße nicht freigegeben;Delmenhorst;Iprump/Stickgras;10;2650
256.0;296.0;19.0;mehrfamilienhaus;2;1900;3;1;295000;68118522;31167;Straße nicht freigegeben;Bockenem;;2;1350
108.48;491.0;4.0;doppelhaushälfte;0;1997;4;1;295000;25090874;29336;Straße nicht freigegeben;Nienhagen;;10;2650
190.0;1000.0;6.0;einfamilienhaus;2;1977;2;1;295000;94337579;38368;Straße nicht freigegeben;RennauRottorf;;1;2300
177.61;505.0;6.0;mehrfamilienhaus;0;1968;3;1;295000;50547698;21776;Straße nicht freigegeben;Wanna;;0;1850
126.0;604.0;4.0;bungalow;0;2002;5;1;295000;23097557;49429;Straße nicht freigegeben;Visbek;Rechterfeld;2;1850
249.0;442.0;9.0;mehrfamilienhaus;2;1965;1;3;295000;29854270;31246;Straße nicht freigegeben;Ilsede;Oberg;10;2050
92.0;317.22;3.0;bungalow;0;1999;3;1;295000;13954460;26441;Straße nicht freigegeben;Jever;;9;2100
125.0;1450.0;7.0;bungalow;2;1958;3;0;295000;12594410;37574;Straße nicht freigegeben;Einbeck;;5;1050
130.0;448.0;4.0;einfamilienhaus;1;1950;3;0;295000;16276438;48529;Straße nicht freigegeben;Nordhorn;;6;2300
130.0;898.0;6.0;einfamilienhaus;1;1972;3;1;295000;16878361;29576;Straße nicht freigegeben;Barum;;1;3100
180.0;567.0;6.0;einfamilienhaus;2;1911;0;1;295500;30087238;31061;Straße nicht freigegeben;Alfeld;;9;1400
136.0;500.0;6.0;doppelhaushälfte;2;1960;3;1;296000;83882005;30952;Straße nicht freigegeben;Ronnenberg;Weetzen;11;4100
150.0;833.0;6.0;einfamilienhaus;0;1992;3;1;296000;59610414;26632;Straße nicht freigegeben;IhlowOstfriesl;Ihlowerhörn;1;1950
99.85;322.0;4.0;doppelhaushälfte;1;2013;3;1;297000;80687328;27449;Straße nicht freigegeben;Kutenholz;;1;2200
99.85;322.0;4.0;doppelhaushälfte;1;2013;3;1;297500;17117259;27449;Straße nicht freigegeben;Kutenholz;;1;2200
113.0;719.0;5.0;einfamilienhaus;2;1970;3;1;297500;69305756;31535;Straße nicht freigegeben;NeustadtamRübenberge;Poggenhagen;6;2500
140.0;501.0;5.0;einfamilienhaus;1;1973;0;1;298000;24885300;26605;Straße nicht freigegeben;AurichExtum;;5;2400
120.0;959.0;5.0;einfamilienhaus;1;1967;4;1;298000;70802838;26624;Straße nicht freigegeben;SüdbrookmerlandMoordorf;;5;2000
143.43;819.0;5.0;mehrfamilienhaus;1;1890;1;1;298000;47325569;26434;Straße nicht freigegeben;Wangerland;Wiarden;0;2150
78.0;2409.0;5.0;einfamilienhaus;2;1977;2;1;298000;70393202;29386;Straße nicht freigegeben;Dedelstorf;Langwedel;0;1850
259.0;1077.0;10.0;mehrfamilienhaus;2;1997;3;1;298000;66653766;37127;Straße nicht freigegeben;DransfeldBühren;;2;1500
110.0;420.0;5.0;doppelhaushälfte;2;1954;0;1;298000;69583899;26180;Straße nicht freigegeben;Rastede;Rastede I;6;2700
93.0;382.0;4.0;doppelhaushälfte;2;1993;3;0;298000;69254178;27356;Wilhelm-Richard-Str. 17;Rotenburg;;5;2800
205.0;735.0;4.0;doppelhaushälfte;2;1938;1;1;298000;50391374;29328;Straße nicht freigegeben;Faßberg;;0;1950
220.0;899.0;8.0;einfamilienhaus;2;1968;3;1;298000;11064348;29439;Straße nicht freigegeben;Lüchow;Kolborn;0;1450
135.72;720.0;5.0;einfamilienhaus;1;1972;1;1;298000;11913760;26736;Straße nicht freigegeben;Krummhörn;Pewsum;1;2000
134.0;521.0;6.0;einfamilienhaus;2;1900;1;3;298000;32359210;38462;Straße nicht freigegeben;Grafhorst;;5;2250
154.52;745.0;5.0;bungalow;1;1972;0;3;298000;46531236;26655;Straße nicht freigegeben;Westerstede;;6;2250
105.0;694.0;6.0;einfamilienhaus;0;2000;6;1;298000;11411213;49152;Straße nicht freigegeben;BadEssen;Wittlage;6;2550
134.0;521.0;6.0;einfamilienhaus;2;1900;1;3;298000;72877757;38462;Straße nicht freigegeben;Grafhorst;;5;2250
205.0;735.0;4.0;doppelhaushälfte;2;1938;1;1;298000;38473073;29328;Straße nicht freigegeben;Faßberg;;0;1950
205.0;735.0;4.0;doppelhaushälfte;2;1938;1;1;298000;53270713;29328;Straße nicht freigegeben;Faßberg;;0;1950
114.0;642.0;4.0;einfamilienhaus;2;1964;0;1;298000;18499445;27777;Straße nicht freigegeben;Ganderkesee;;10;2600
78.18;2409.18;5.0;einfamilienhaus;2;1977;2;1;298000;40309552;29386;Straße nicht freigegeben;Dedelstorf;Langwedel;0;1850
139.37;1068.0;6.0;einfamilienhaus;1;1956;2;1;298500;87490474;29664;Straße nicht freigegeben;Walsrode;Idsingen;1;2150
175.0;956.0;7.0;einfamilienhaus;1;1971;2;3;299000;55953701;27308;Straße nicht freigegeben;Kirchlinteln;;2;2000
160.0;1523.0;5.0;einfamilienhaus;1;1984;2;3;299000;72278910;27308;Straße nicht freigegeben;Kirchlinteln;Otersen;2;2000
138.0;2579.0;6.0;einfamilienhaus;1;1950;0;1;299000;59891899;27248;Straße nicht freigegeben;EhrenburgBrelloh;;1;1550
127.04;325.04;6.0;einfamilienhaus;2;1938;0;1;299000;58847239;27751;Straße nicht freigegeben;Delmenhorst;Stickgras/Annenriede;10;2650
117.0;806.0;6.0;doppelhaushälfte;2;2003;1;3;299000;16063981;21335;Straße nicht freigegeben;Lüneburg;Oedeme;10;3950
135.0;1252.0;7.0;einfamilienhaus;2;1969;2;1;299000;66322838;26188;Straße nicht freigegeben;Edewecht;Westerscheps;5;2500
180.0;494.0;9.0;einfamilienhaus;2;1920;1;3;299000;86905168;29525;Straße nicht freigegeben;Uelzen;;5;2200
190.0;1138.0;8.0;mehrfamilienhaus;1;2004;0;1;299000;16924586;21709;Hauptstraße 12;Düdenbüttel;;0;2750
101.0;925.0;4.0;einfamilienhaus;2;1972;5;1;299000;56257099;29649;Straße nicht freigegeben;Wietzendorf;;1;2250
200.0;1035.0;9.0;einfamilienhaus;1;1962;0;3;299000;42534558;38524;Straße nicht freigegeben;Sassenburg;Grußendorf;1;2750
121.94;525.0;5.0;doppelhaushälfte;0;1997;3;1;299000;46068623;49434;Straße nicht freigegeben;NeuenkirchenVörden;;2;2050
240.03;2583.03;9.0;einfamilienhaus;0;1926;1;3;299000;13293468;31535;Straße nicht freigegeben;NeustadtamRübenberge;Nöpke;6;2500
160.0;855.0;5.0;einfamilienhaus;2;1967;2;1;299000;90475294;49740;Straße nicht freigegeben;Haselünne;Eltern;5;2750
180.0;852.0;5.0;einfamilienhaus;2;1984;7;1;299000;82414209;38723;Straße nicht freigegeben;Seesen;;6;1250
180.85;1280.0;6.0;mehrfamilienhaus;1;1914;1;3;299000;73163081;27283;Straße nicht freigegeben;Verden;Hönisch;10;2550
120.0;2550.0;5.0;einfamilienhaus;0;1988;2;1;299000;98687635;26802;Straße nicht freigegeben;Moormerland;Warsingsfehn;6;2100
174.2;874.0;6.0;einfamilienhaus;1;1949;0;3;299000;20487069;38547;Straße nicht freigegeben;Calberlah;Wettmershagen;6;3100
140.0;1832.0;5.0;einfamilienhaus;0;1971;0;3;299000;88740509;26532;Straße nicht freigegeben;GroßheideArle;;4;2000
173.0;791.0;6.0;einfamilienhaus;2;1978;1;1;299000;26788457;49170;Straße nicht freigegeben;HagenamTeutoburgerWald;;10;1850
153.0;759.0;6.0;einfamilienhaus;0;1978;4;1;299000;98855130;26831;Straße nicht freigegeben;Bunde;;1;1650
134.0;851.0;5.0;einfamilienhaus;2;1967;3;1;299000;87242695;29358;Straße nicht freigegeben;Eicklingen;Klein Eicklingen;5;2350
212.0;5600.0;8.0;einfamilienhaus;2;1792;3;3;299000;84067878;21683;Straße nicht freigegeben;Stade;Bützfleth;9;3050
213.02;1306.0;7.0;einfamilienhaus;2;1978;3;1;299000;19021943;29451;Straße nicht freigegeben;Dannenberg;;0;1900
170.0;900.0;5.0;einfamilienhaus;1;1970;3;1;299000;64250460;29439;Straße nicht freigegeben;Lüchow;;0;1450
257.0;1298.0;11.0;mehrfamilienhaus;2;1950;2;1;299000;68081338;34355;Straße nicht freigegeben;Staufenberg;Landwehrhagen;2;2000
160.34;854.0;8.0;mehrfamilienhaus;1;1972;1;3;299000;14410555;26826;Straße nicht freigegeben;Weener;Holthusen;5;1700
232.26;1309.26;7.0;mehrfamilienhaus;2;1962;2;3;299000;35436015;27446;Straße nicht freigegeben;Farven;Byhusen;1;2300
232.2;1309.2;7.0;einfamilienhaus;2;1962;2;3;299000;55973096;27446;Straße nicht freigegeben;Farven;Byhusen;1;2300
120.0;630.0;5.0;einfamilienhaus;1;2012;0;1;299000;17659742;26506;Straße nicht freigegeben;Norden;;4;2850
110.0;396.0;4.0;doppelhaushälfte;2;1968;0;1;299000;12333223;26655;Straße nicht freigegeben;Westerstede;;6;2250
90.0;150.0;4.0;doppelhaushälfte;2;1966;1;1;299000;55043623;26129;Straße nicht freigegeben;Oldenburg;Wechloy;10;3600
143.0;478.0;4.0;einfamilienhaus;1;2014;4;1;299000;97247380;48527;Straße nicht freigegeben;Nordhorn;;6;2300
110.0;855.0;4.0;einfamilienhaus;2;1978;3;1;299000;48577505;31535;Straße nicht freigegeben;NeustadtamRübenberge;Helstorf;6;2500
160.0;567.0;4.0;einfamilienhaus;0;1999;4;1;299000;58105319;49824;Straße nicht freigegeben;RingeNeugnadenfeld;;5;2100
213.38;490.0;7.0;mehrfamilienhaus;0;1910;2;0;299000;74570528;38465;Straße nicht freigegeben;Brome;;1;2350
160.0;800.0;6.0;einfamilienhaus;2;1996;2;1;299000;31794314;31135;Straße nicht freigegeben;Hildesheim;Ost;10;2600
234.0;1523.0;9.0;mehrfamilienhaus;1;1957;2;1;299000;87967834;27232;Straße nicht freigegeben;SulingenGroßLessen;;5;1800
80.0;498.0;6.0;einfamilienhaus;2;1960;0;3;299000;22970269;38122;Straße nicht freigegeben;Braunschweig;Stiddien;11;3250
100.0;9172.0;6.0;einfamilienhaus;0;1895;0;3;299000;77350978;26409;Straße nicht freigegeben;Wittmund;Leerhafe;5;2150
172.33;1923.0;5.0;einfamilienhaus;0;1992;3;3;299000;96301365;26409;Straße nicht freigegeben;WittmundBurhafe;;5;2150
150.0;2442.0;5.0;einfamilienhaus;2;1977;2;1;299000;90120803;29389;Straße nicht freigegeben;BadBodenteich;Schafwedel;0;1900
135.0;821.0;4.0;einfamilienhaus;0;1982;4;1;299000;84587052;27612;Straße nicht freigegeben;Loxstedt;;6;1900
117.0;457.0;4.0;einfamilienhaus;2;1974;2;3;299000;39143097;38228;Straße nicht freigegeben;Salzgitter;Lichtenberg;10;2100
137.0;875.0;4.0;doppelhaushälfte;2;1964;0;1;299000;12951591;21406;Straße nicht freigegeben;Melbeck;;2;3200
214.26;1000.0;5.0;mehrfamilienhaus;2;1936;4;0;299000;87571941;26676;Straße nicht freigegeben;BarßelElisabethfehn;;1;2200
117.0;2601.0;6.0;einfamilienhaus;2;1976;1;3;299000;27891553;49847;Straße nicht freigegeben;Itterbeck;;1;1900
94.0;468.0;4.0;doppelhaushälfte;1;1967;4;1;299000;45821700;27777;Straße nicht freigegeben;Ganderkesee;;10;2600
220.0;1400.0;8.0;mehrfamilienhaus;2;1953;0;1;299000;65868748;38272;Straße nicht freigegeben;Burgdorf;Nordassel;2;2000
103.04;362.0;4.0;einfamilienhaus;0;1986;1;1;299000;58867953;27753;Straße nicht freigegeben;Delmenhorst;Dwoberg/Ströhen;10;2650
122.84;1003.0;3.0;einfamilienhaus;0;1997;4;1;299000;19024810;27333;Straße nicht freigegeben;Bücken;;1;2150
200.0;1047.0;6.0;mehrfamilienhaus;2;1970;1;3;299000;15194446;38176;Straße nicht freigegeben;Wendeburg;Sophiental;6;2150
122.0;336.0;4.0;doppelhaushälfte;2;2002;4;1;299000;10348137;31552;Straße nicht freigegeben;ApelernReinsdorf;;6;2350
120.0;765.0;4.0;einfamilienhaus;0;1992;4;1;299000;72004477;26532;Straße nicht freigegeben;Großheide;;4;2000
125.0;617.0;4.0;einfamilienhaus;0;1995;4;1;299000;64649977;26169;Straße nicht freigegeben;Friesoythe;Edewechterdamm;1;2750
232.0;1137.0;11.0;mehrfamilienhaus;2;1968;2;1;299000;41021345;27446;Straße nicht freigegeben;Deinstedt;;1;2300
93.0;885.0;3.0;einfamilienhaus;2;1962;0;1;299000;78756473;26180;Straße nicht freigegeben;Rastede;Südende I;6;2700
100.0;9172.0;6.0;einfamilienhaus;0;1895;0;3;299000;95990193;26409;Straße nicht freigegeben;Wittmund;Leerhafe;5;2150
208.54;856.0;6.0;mehrfamilienhaus;2;1966;1;1;299000;42850602;27243;Straße nicht freigegeben;Harpstedt;;2;2150
159.41;629.0;4.0;einfamilienhaus;2;1951;4;1;299000;38734179;49828;Straße nicht freigegeben;Neuenhaus;;1;1950
220.0;1400.0;8.0;mehrfamilienhaus;2;1953;0;1;299000;83942192;38272;Straße nicht freigegeben;Burgdorf;Nordassel;2;2000
111.31;1943.0;3.0;einfamilienhaus;2;1988;2;1;299000;90314143;27476;Straße nicht freigegeben;Cuxhaven;;5;2550
107.81;44578.0;11.0;einfamilienhaus;0;1842;0;3;299000;66073810;31606;Straße nicht freigegeben;Warmsen;;1;1700
80.0;498.0;6.0;einfamilienhaus;2;1960;0;3;299000;73344436;38122;Straße nicht freigegeben;Braunschweig;Stiddien;11;3250
128.0;608.0;5.0;doppelhaushälfte;2;1976;1;3;299000;85550931;26125;Straße nicht freigegeben;Oldenburg;;10;3550
75.16;323.0;3.0;bungalow;1;1990;1;1;299000;12530763;48531;Straße nicht freigegeben;Nordhorn;;6;2300
187.34;1294.0;7.0;mehrfamilienhaus;2;1991;1;1;299000;76918526;27639;Straße nicht freigegeben;WursterNordseeküsteMidlum;;0;2350
145.0;741.0;7.0;einfamilienhaus;2;1965;1;1;299000;49614417;31683;Straße nicht freigegeben;Obernkirchen;;10;2050
90.0;150.0;4.0;doppelhaushälfte;2;1966;1;1;299000;60550227;26129;Straße nicht freigegeben;Oldenburg;Wechloy;10;3600
267.0;713.0;11.5;mehrfamilienhaus;2;1929;1;3;299000;10136771;38154;Straße nicht freigegeben;KönigslutteramElm;Lauingen;6;2550
145.0;741.0;7.0;einfamilienhaus;2;1965;1;1;299000;76924765;31683;Straße nicht freigegeben;Obernkirchen;;10;2050
205.0;2729.0;8.0;einfamilienhaus;2;1977;2;1;299000;54178964;27624;Straße nicht freigegeben;Geestland;Köhlen;1;2250
126.05;349.0;6.0;einfamilienhaus;2;1969;3;1;299000;10298372;27721;Straße nicht freigegeben;Ritterhude;Platjenwerbe;10;2850
142.0;732.0;6.0;einfamilienhaus;1;1967;0;3;299000;38008956;28790;Straße nicht freigegeben;Schwanewede;;6;2600
112.2;1235.0;5.0;einfamilienhaus;2;2012;3;0;299000;74057335;21709;Straße nicht freigegeben;Burweg;;0;2750
137.0;979.0;5.0;einfamilienhaus;0;1975;0;1;299000;91903220;26188;Straße nicht freigegeben;EdewechtOsterscheps;;5;2500
117.0;806.0;6.0;doppelhaushälfte;2;2003;1;3;299000;46528658;21335;Straße nicht freigegeben;Lüneburg;Oedeme;10;3950
130.0;700.0;4.0;einfamilienhaus;0;1960;2;1;299000;26725796;37154;Straße nicht freigegeben;Northeim;;6;1800
119.08;702.0;4.0;einfamilienhaus;0;1980;1;1;299000;76294752;49624;Straße nicht freigegeben;Löningen;;5;2100
267.23;713.23;11.5;mehrfamilienhaus;2;1929;1;3;299000;72265023;38154;Straße nicht freigegeben;KönigslutteramElm;Lauingen;6;2550
128.0;554.0;4.0;einfamilienhaus;1;1906;0;1;299000;88356925;27478;Straße nicht freigegeben;Cuxhaven;Altenbruch;5;2550
134.0;400.0;4.0;einfamilienhaus;2;1975;3;3;299000;29177419;31311;Straße nicht freigegeben;Uetze;Hänigsen;6;2400
100.0;9172.0;6.0;einfamilienhaus;0;1895;0;3;299000;37255518;26409;Straße nicht freigegeben;Wittmund;Leerhafe;5;2150
128.41;621.0;4.5;einfamilienhaus;2;1988;0;3;299000;64241795;21368;Straße nicht freigegeben;Dahlenburg;;0;2150
140.0;5000.0;4.0;einfamilienhaus;0;1986;2;1;299000;42141421;26624;Straße nicht freigegeben;SüdbrookmerlandTheene;;5;2000
245.43;570.0;9.0;mehrfamilienhaus;1;1910;0;1;299000;33501036;27245;Straße nicht freigegeben;Kirchdorf;;1;1650
93.11;535.0;4.0;einfamilienhaus;0;1965;0;1;299000;15353123;38518;Straße nicht freigegeben;Gifhorn;;10;2700
125.0;416.0;5.0;doppelhaushälfte;0;2021;8;0;299500;24516547;27729;Im Segen 2;Vollersode;;1;2050
119.0;700.0;6.0;einfamilienhaus;1;1970;2;1;299500;63188118;26871;Straße nicht freigegeben;Papenburg;;9;2300
107.0;523.0;4.0;doppelhaushälfte;0;1993;5;1;299500;48108212;27809;Straße nicht freigegeben;Lemwerder;Tecklenburg;5;2500
125.0;416.0;5.0;doppelhaushälfte;0;2021;8;0;299500;33206745;27729;Im Segen 2;Vollersode;;1;2050
160.65;594.0;6.0;einfamilienhaus;2;1984;3;1;299900;78397014;31303;Straße nicht freigegeben;Burgdorf;;6;3150
142.99;670.0;6.0;einfamilienhaus;0;1972;1;1;299900;52338727;21737;Straße nicht freigegeben;Wischhafen;;0;1700
140.0;890.0;5.0;einfamilienhaus;0;1978;1;0;299900;83112700;26624;Straße nicht freigegeben;Südbrookmerland;Moordorf;5;2000
128.19;798.0;4.0;einfamilienhaus;2;1963;0;1;299900;69778878;49844;Straße nicht freigegeben;Bawinkel;;1;1650
98.34;269.0;3.0;doppelhaushälfte;0;1992;4;1;300000;88423333;27753;Straße nicht freigegeben;Delmenhorst;Deichhorst;10;2650
83.21;750.0;3.0;einfamilienhaus;0;2002;5;1;300000;27993593;27257;Straße nicht freigegeben;Affinghausen;;1;1600
150.0;701.0;5.0;doppelhaushälfte;2;1957;2;3;300000;61318666;31698;Straße nicht freigegeben;Lindhorst;;10;1500
129.23;346.0;4.0;doppelhaushälfte;0;1989;3;1;300000;55133425;27753;Straße nicht freigegeben;Delmenhorst;Deichhorst;10;2650
80.0;330.0;3.0;doppelhaushälfte;2;1938;3;1;300000;41258594;37081;Straße nicht freigegeben;Göttingen;;10;2550
150.11;701.11;5.0;doppelhaushälfte;2;1957;2;3;300000;50149166;31698;Straße nicht freigegeben;Lindhorst;;10;1500
89.2;1607.0;3.0;einfamilienhaus;0;1999;2;1;305000;86203048;26817;Straße nicht freigegeben;Rhauderfehn;Westrhauderfehn;5;2150
89.2;1607.0;3.0;einfamilienhaus;0;1999;2;1;305000;64746217;26817;Straße nicht freigegeben;Rhauderfehn;Westrhauderfehn;5;2150
210.0;820.0;7.0;einfamilienhaus;2;1952;0;1;305000;64975624;29525;Straße nicht freigegeben;Uelzen;;5;2200
95.0;266.0;4.0;doppelhaushälfte;0;1970;2;1;307000;24003592;28816;Straße nicht freigegeben;Stuhr;;11;3000
130.0;676.0;6.0;einfamilienhaus;2;1960;1;1;309000;60616543;27356;Straße nicht freigegeben;Rotenburg;;5;2800
160.0;800.0;4.0;einfamilienhaus;2;1966;2;1;309000;63326151;31134;Straße nicht freigegeben;Hildesheim;Ost;10;2600
165.0;1048.0;8.0;einfamilienhaus;2;1970;4;1;309000;31323285;31246;Straße nicht freigegeben;Ilsede;Groß Lafferde;10;2050
160.0;647.0;5.0;bungalow;0;1979;1;0;309000;72545091;26524;Straße nicht freigegeben;Hage;;8;2100
91.78;317.0;3.0;bungalow;0;1999;3;1;309000;34085456;26441;Straße nicht freigegeben;Jever;;9;2100
165.0;1048.0;8.0;einfamilienhaus;2;1970;4;1;309000;99125082;31246;Straße nicht freigegeben;Ilsede;;10;2050
160.0;647.0;5.0;bungalow;0;1979;1;0;309000;74547261;26524;Straße nicht freigegeben;Hage;;8;2100
165.0;1048.0;8.0;einfamilienhaus;2;1970;4;1;309000;32546614;31246;Straße nicht freigegeben;Ilsede;Groß Lafferde;10;2050
160.0;647.0;5.0;bungalow;0;1979;1;0;309000;34845969;26524;Straße nicht freigegeben;Hage;;8;2100
144.0;618.0;5.0;einfamilienhaus;1;1976;4;1;309500;15175887;26605;Straße nicht freigegeben;Aurich;Egels;5;2400
240.0;877.0;7.0;einfamilienhaus;2;1979;5;1;309500;76372683;31547;Straße nicht freigegeben;RehburgLoccum;;1;1700
206.0;749.0;7.0;einfamilienhaus;1;1903;3;1;309900;78038727;26409;Straße nicht freigegeben;Wittmund;;5;2150
206.0;749.0;7.0;einfamilienhaus;1;1903;3;1;309900;93561709;26409;Straße nicht freigegeben;Wittmund;;5;2150
160.0;308.0;9.0;mehrfamilienhaus;0;1900;3;1;310000;19595820;38700;Straße nicht freigegeben;Braunlage;;1;1500
59.0;630.0;2.0;einfamilienhaus;2;1962;0;1;310000;55737814;21698;Straße nicht freigegeben;Harsefeld;;1;3300
182.25;517.05;9.0;einfamilienhaus;2;1960;3;1;310000;67443149;38704;Straße nicht freigegeben;Liebenburg;Groß Döhren;2;1250
136.0;494.0;4.0;einfamilienhaus;1;1971;1;1;310000;41042851;26203;Straße nicht freigegeben;Wardenburg;Wardenburg II-West;6;2750
140.5;830.0;5.0;einfamilienhaus;2;1996;2;3;310000;12543451;21717;Straße nicht freigegeben;Fredenbeck;;1;3050
182.35;517.15;9.0;einfamilienhaus;2;1960;3;1;310000;50338198;38704;Straße nicht freigegeben;Liebenburg;Groß Döhren;2;1250
134.0;723.0;5.0;einfamilienhaus;2;1965;1;1;310000;20370194;26188;Straße nicht freigegeben;EdewechtPortsloge;;5;2500
122.76;1883.0;4.0;einfamilienhaus;2;1970;2;1;310000;74794806;29633;Straße nicht freigegeben;Munster;Trauen;5;2100
140.44;550.0;5.0;einfamilienhaus;1;2004;3;0;310000;56020620;21726;Straße nicht freigegeben;Heinbockel;;0;2100
100.0;715.0;4.0;einfamilienhaus;2;1980;3;1;310000;92363648;31698;Straße nicht freigegeben;Lindhorst;;10;1500
100.0;489.5;4.0;doppelhaushälfte;0;1982;2;3;312000;27996405;21271;Roter Kamp 30a;Hanstedt;;2;3500
130.0;1048.0;5.0;einfamilienhaus;2;1936;5;1;312000;82601155;29633;Straße nicht freigegeben;Munster;;5;2100
103.0;864.0;3.0;bungalow;0;2022;7;0;313900;24621517;27246;Straße nicht freigegeben;Borstel;;1;2000
140.0;816.0;6.0;einfamilienhaus;0;1997;3;1;314000;32086392;26529;Straße nicht freigegeben;Rechtsupweg;;9;2000
135.0;442.0;4.0;einfamilienhaus;2;1973;2;3;315000;69201236;27721;Straße nicht freigegeben;Ritterhude;;10;2850
152.0;838.0;5.0;einfamilienhaus;1;1932;3;0;315000;79794583;29574;Straße nicht freigegeben;Ebstorf;;5;1950
175.0;1250.0;6.0;einfamilienhaus;1;1920;1;1;315000;38928659;31691;Straße nicht freigegeben;Helpsen;Kirchhorsten;10;1800
329.0;1382.0;16.0;mehrfamilienhaus;2;1900;2;3;315000;43636605;38667;Straße nicht freigegeben;BadHarzburg;Bündheim;9;1800
166.49;705.0;3.0;bungalow;2;1970;3;1;315000;88448170;26605;Straße nicht freigegeben;Aurich;Popens;5;2400
180.0;513.0;7.0;doppelhaushälfte;2;1978;4;0;315000;13132177;48527;Straße nicht freigegeben;Nordhorn;;6;2300
166.53;705.04;3.0;bungalow;2;1970;3;1;315000;59982868;26605;Straße nicht freigegeben;Aurich;Popens;5;2400
180.0;567.0;6.0;einfamilienhaus;2;1911;0;1;315500;54916306;31061;Straße nicht freigegeben;Alfeld;;9;1400
168.0;3167.0;5.0;einfamilienhaus;0;1997;3;1;318000;19956805;27446;Straße nicht freigegeben;Anderlingen;;1;2300
145.0;1128.0;4.0;einfamilienhaus;0;1990;3;1;319000;56221784;26871;Straße nicht freigegeben;Papenburg;;9;2300
85.0;2441.0;2.0;einfamilienhaus;0;1991;3;1;319000;48755657;21266;Straße nicht freigegeben;Jesteburg;Itzenbüttel;10;3700
141.96;824.0;8.0;einfamilienhaus;2;1961;1;1;319000;57952022;28857;Straße nicht freigegeben;Syke;Barrien;6;2750
123.0;735.0;4.0;einfamilienhaus;0;2004;6;1;319000;62593652;29525;Straße nicht freigegeben;UelzenHoldenstedt;;5;2200
126.0;744.0;5.0;einfamilienhaus;2;1975;1;1;319000;49629118;49811;Straße nicht freigegeben;Lingen;Ems;6;2650
125.0;617.0;4.0;einfamilienhaus;0;1995;4;1;319000;94164483;26169;Straße nicht freigegeben;Friesoythe;Edewechterdamm;1;2750
270.0;1586.0;9.0;mehrfamilienhaus;0;1993;1;1;319000;69920894;27404;Straße nicht freigegeben;Heeslingen;Wense;1;2500
100.0;611.0;3.0;einfamilienhaus;1;1972;1;1;319000;62026740;27753;Groninger Straße 19;Delmenhorst;Deichhorst;10;2650
106.0;750.0;5.0;einfamilienhaus;0;1975;1;1;319000;38324968;26524;Straße nicht freigegeben;Hage;;8;2100
119.08;702.0;4.0;einfamilienhaus;0;1980;1;1;319000;64669226;49624;Straße nicht freigegeben;Löningen;;5;2100
130.0;597.0;5.0;bungalow;0;1978;3;1;319000;72695670;28816;Straße nicht freigegeben;Stuhr;;11;3000
150.0;930.0;6.0;einfamilienhaus;1;1950;1;1;319000;48418751;29225;Straße nicht freigegeben;CelleWietzenbruch;Heese;6;2350
