url;zeitpunkt;titel;preis;wohnflaeche;anz_zimmer;grundstueckflaeche;strasse;plz;stadt;stadtteil;kategorie;anz_stockwerke;zustand;keller;typ;baujahr;energieeffizienz;aussenbereich
https://www.immowelt.de/expose/25czp5w;2022-07-24 14:22:16.307667;Ein Stück Braunschweiger Geschichte: Traumhaus mit viel Platz und großem Garten mitten in der Stadt!;1200000;227.0;9,5;660;Straße nicht freigegeben;38102;Braunschweig;;Einfamilienhaus;;Zustand: gepflegt ;voll unterkellert ;;1865.0;;
https://www.immowelt.de/expose/25jlz5z;2022-07-24 14:22:16.944971;Attraktive Mehrfamilienhaushälfte mit schönem Grundstück und sechs Garagen;1150000;383.0;12;592;Straße nicht freigegeben;38102;BraunschweigViewegsgarten;;Mehrfamilienhaus;;Zustand: gepflegt ;voll unterkellert ;Massivhaus;1884.0;D;
https://www.immowelt.de/expose/25p2252;2022-07-24 14:22:17.570153;Exklusives Wohnerlebnis mit viel Raum für die Familie in Molbergen ;585000;200.0;4;2232;Straße nicht freigegeben;49696;Molbergen;Ermke;Einfamilienhaus;;Zustand: gepflegt ;;;2001.0;C;Terrasse 
https://www.immowelt.de/expose/26yfs5g;2022-07-24 14:22:18.222803;Vermietetes Einfamilienhaus in ruhiger Siedlungslage;249000;120.0;5;590;Straße nicht freigegeben;49696;Molbergen;;Einfamilienhaus;;;;;1966.0;F;Terrasse 
https://www.immowelt.de/expose/26cer5g;2022-07-24 14:22:18.993379;Ebenerdiges, kleines Wohnhaus mit Wintergarten und geschlossenem Carport;110000;74.9;3;434;Straße nicht freigegeben;49696;Molbergen;Dwergte;Einfamilienhaus;;;;;1978.0;;
https://www.immowelt.de/expose/26f5w5f;2022-07-24 14:22:19.657878;Top-Alternative zum Neubau - Niedrigenergiehaus Bj. 2014!;375000;140.0;4;862;Straße nicht freigegeben;49696;Molbergen;;Einfamilienhaus;;;;;2014.0;;Terrasse, Balkon 
https://www.immowelt.de/expose/264ux58;2022-07-24 14:22:20.536203;Ein Haus zum Wohlfühlen. Großes gepflegtes Einfamilienhaus | Sauna | Garage | Carport | gepflegter Garten |;480000;250.0;9;784;Straße nicht freigegeben;49696;Molbergen;;Einfamilienhaus;;Zustand: gepflegt ;voll unterkellert ;;1976.0;D;Terrasse, Wintergarten 
https://www.immowelt.de/expose/25xuq5j;2022-07-24 14:22:21.233054;Einfamilienhaus ohne Maklerprovision;295900;143.0;5;407;Straße nicht freigegeben;49696;Molbergen;;Einfamilienhaus;;;;;1975.0;;
https://www.immowelt.de/expose/26ab655;2022-07-24 14:22:21.919759;Das besondere Wohnen mit einem Hauch von Luxus - Provisionsfrei!;640000;163.0;5;663;Straße nicht freigegeben;49696;Molbergen;;Villa;2.0;;nicht unterkellert ;Massivhaus;2021.0;B;Terrasse, Garten, Balkon 
https://www.immowelt.de/expose/26wtx5b;2022-07-24 14:22:22.596029;Gemütliches Einfamilienhaus sucht neue Familie in zentraler Lage von Molbergen!;340000;170.0;7;725;Straße nicht freigegeben;49696;Molbergen;;Einfamilienhaus;2.0;;voll unterkellert ;;1961.0;;Terrasse, Garten, Wintergarten 
https://www.immowelt.de/expose/25cj85y;2022-07-24 14:22:23.631205;Ein-/Zweifamilienhaus mit Erweiterungspotenzial in sehr angenehmer Wohnlage!;294000;130.0;6;1141;Straße nicht freigegeben;49696;Molbergen;;;;;teilweise unterkellert ;;1960.0;D;Terrasse 
https://www.immowelt.de/expose/24jax5v;2022-07-24 14:22:24.846449;Raus aus der  Miete, raus aus der Enge, rein ins Eigenheim und 22 Monate Festpreisgarantie sichern;415900;162.0;5;620;Straße nicht freigegeben;49696;Peheim;;Einfamilienhaus;;;;KfW 55;2022.0;;
https://www.immowelt.de/expose/23qz25t;2022-07-24 14:22:26.176936;Raus aus der  Miete, raus aus der Enge, rein ins Eigenheim und 22 Monate Festpreisgarantie sichern;415900;162.0;5;620;Straße nicht freigegeben;49696;Peheim;;Einfamilienhaus;;;;KfW 55;2022.0;;
https://www.immowelt.de/expose/26vp85e;2022-07-24 14:22:26.807902;Einfamilienhaus in 26452 Sande;290000;215.0;k.A.;kA  Grundstücksfl  ;Straße nicht freigegeben;26452;Sande;Neustadtgödens;;;;;;;;
https://www.immowelt.de/expose/264sx5f;2022-07-24 14:22:27.448603;*Haus mit 2 Wohneinheiten in charmanter Wohngegend*;169000;146.0;7;364;Straße nicht freigegeben;26452;SandeKrFriesl;Neustadtgödens;Mehrfamilienhaus;;Zustand: Altbau (bis 1945), gepflegt ;;Massivhaus;1895.0;;Terrasse 
https://www.immowelt.de/expose/26bgp53;2022-07-24 14:22:28.133709;Familiengerechtes Wohnen in Cäciliengroden;289000;106.0;3;744;Straße nicht freigegeben;26452;Sande;Cäciliengroden;Doppelhaushälfte;;Zustand: Altbau (bis 1945), gepflegt ;;Massivhaus;1938.0;D;
https://www.immowelt.de/expose/2659y5f;2022-07-24 14:22:28.760200;Einfamilienhaus in 26452 Sande, Sanderahmer Str.;290000;215.0;7;661;Straße nicht freigegeben;26452;Sande;Neustadtgödens;;;;;;1834.0;;
https://www.immowelt.de/expose/26avr5a;2022-07-24 14:22:29.454935;Bezaubernder Altbau mit wunderbarem Grundstück in Mariensiel;335000;126.5;4;531;Straße nicht freigegeben;26452;Sande;Mariensiel;Einfamilienhaus;;Zustand: renovierungsbedürftig / sanierungsbedürftig ;voll unterkellert ;;2002.0;G;Terrasse, Balkon 
https://www.immowelt.de/expose/26fgx5g;2022-07-24 14:22:30.123717;Schönes Wochenendhaus auf idyllischem Grundstück;159000;55.08;2;978;Straße nicht freigegeben;26452;Sande;Mariensiel;;;Zustand: gepflegt ;;Massivhaus;1984.0;H;Terrasse 
https://www.immowelt.de/expose/25fj95l;2022-07-24 14:22:30.809802;Provisionsfrei für den Käufer: Einfamilienhaus mit Doppelgarage in sonniger Wohnlage von Sande;245000;123.24;6;885;Straße nicht freigegeben;26452;Sande;;Einfamilienhaus;;Zustand: gepflegt ;teilweise unterkellert ;;1965.0;G;Terrasse, Balkon 
https://www.immowelt.de/expose/262r75a;2022-07-24 14:22:31.439319;LANDHAUS MIT 2 WOHNEINHEITEN & FERIENWOHNUNG  MIT BLICK ÜBER WIESEN UND FELDER IN SANDE;255000;140.0;7;980;Straße nicht freigegeben;26452;Sande;Neustadtgödens;Einfamilienhaus;;;;;1927.0;;
https://www.immowelt.de/expose/26sde5d;2022-07-24 14:22:32.122892;Hochwertiges Wohnhaus in Sande;450000;128.0;4;926;Straße nicht freigegeben;26452;SandeKrFriesl;;;;;;;2004.0;C;
