url;zeitpunkt;titel;preis;wohnflaeche;anz_zimmer;grundstueckflaeche;strasse;plz;stadt;stadtteil;kategorie;anz_stockwerke;zustand;keller;typ;baujahr;energieeffizienz;aussenbereich
https://www.immowelt.de/expose/25zsp5g;2022-07-19 20:19:59.431602;Neuwertiges großes Einfamilienhaus in Hameln OT Tündern;465000.0;175;6;1100;Straße nicht freigegeben;31789;Hameln;Tündern;Einfamilienhaus;;;voll unterkellert ;Massivhaus;1999.0;D;Terrasse, Garten, Balkon, Loggia 
https://www.immowelt.de/expose/263ek53;2022-07-19 20:20:00.130999;2-Fam.-Haus in ruhiger Lage;230000.0;175;k.A.;882;Straße nicht freigegeben;31789;Hameln;Klein Berkel;Mehrfamilienhaus;3.0;Zustand: gepflegt ;teilweise unterkellert ;Massivhaus;1930.0;H;Terrasse, Garten 
https://www.immowelt.de/expose/26heb59;2022-07-19 20:20:00.883000;Geschmackvoll wohnen auf einer Ebene: Schöner Bungalow in Hameln-Klein Berkel;369000.0;135;k.A.;1034;Straße nicht freigegeben;31789;HamelnKleinBerkel;;Einfamilienhaus;;;teilweise unterkellert ;;1963.0;H;
https://www.immowelt.de/expose/246yq5n;2022-07-19 20:20:01.592764;"""Großes Wohnhaus mit Potential und zwei Wohnungen in Hameln-Afferde""";199000.0;200;5;380;Straße nicht freigegeben;31789;Hameln;Afferde;Mehrfamilienhaus;;Zustand: renovierungsbedürftig ;;;1909.0;H;Terrasse 
https://www.immowelt.de/expose/26t4953;2022-07-19 20:20:02.501737;Wohnhaus in 31789 Hameln;751000.0;398;k.A.;kA  Grundstücksfl  ;Straße nicht freigegeben;31789;Hameln;Klein Berkel;;;;;;;;
https://www.immowelt.de/expose/259hn5w;2022-07-19 20:20:03.255391;Reihenendhaus;250000.0;132;6;307;Straße nicht freigegeben;31789;Hameln;Klein Berkel;;;;;;1975.0;H;Terrasse, Loggia 
https://www.immowelt.de/expose/26hvs5f;2022-07-19 20:20:03.963626;Anwesen in 31789 Hameln, Berkeler Str.;751000.0;398;k.A.;3149;Straße nicht freigegeben;31789;Hameln;Klein Berkel;;;;voll unterkellert ;;1893.0;;
https://www.immowelt.de/expose/24ekw5h;2022-07-19 20:20:04.670560;Gemütliches Heim auf großzügigem Grundstück!;180000.0;162;6;721;Straße nicht freigegeben;31789;Hameln;Klein Berkel;Einfamilienhaus;;Zustand: gepflegt ;voll unterkellert ;Fertighaus;2016.0;D;Terrasse 
https://www.immowelt.de/expose/26p7s5d;2022-07-19 20:20:05.538160;Exklusives vermietetes Anlageobjekt (7 Whg.) in Klein Berkel mit Balkonen, Garten und Terrasse!;620000.0;323;12;1033;Straße nicht freigegeben;31789;Hameln;Klein Berkel;Mehrfamilienhaus;;Zustand: gepflegt ;;;1965.0;;
https://www.immowelt.de/expose/26hja54;2022-07-19 20:20:06.463559;Das Life 11 von Allkauf lässt keine Wünsche offen!;402998.0;159.18;5;843;Straße nicht freigegeben;31789;Hameln;Wangelist;Einfamilienhaus;;Zustand: projektiert ;;KfW 55;;;
https://www.immowelt.de/expose/253mw5k;2022-07-19 20:20:07.173788;Mehrgenerationenhaus in Tündern;260000.0;240;8,5;613;Straße nicht freigegeben;31789;Hameln;Tündern;Einfamilienhaus;;Zustand: gepflegt ;teilweise unterkellert ;Holzhaus;1850.0;G;
https://www.immowelt.de/expose/24n4x5c;2022-07-19 20:20:08.099664;Einfamilienhaus + Werkhalle - nur im Doppelpack!;558000.0;135;5;1500;Straße nicht freigegeben;31789;HamelnKleinBerkel;Wangelist;;;Zustand: gepflegt ;nicht unterkellert ;Fertighaus;2000.0;D;Terrasse, Garten 
https://www.immowelt.de/expose/26ygu5c;2022-07-19 20:22:12.888998;Gepflegtes Einfamilienhaus mit Potenzial in guter Wohnlage von Meppen!;318000.0;234;6;581;Straße nicht freigegeben;49716;Meppen;Esterfeld;Einfamilienhaus;;;;;1950.0;;Terrasse 
https://www.immowelt.de/expose/24d8w5l;2022-07-19 20:22:13.568340;Schlüsselfertige Zweigeschossige Neubauhaushälfte mit Carport;415000.0;116.78;5;418;Straße nicht freigegeben;49716;Meppen;Neustadt;Doppelhaushälfte;;Zustand: Erstbezug ;;;2021.0;;Terrasse 
https://www.immowelt.de/expose/24yjf59;2022-07-19 20:22:14.270565;Stadtnahes EFH in Meppen oder Nordhorn gesucht;400000.0;kA  Wohnfläche  ;k.A.;kA  Grundstücksfl  ;Straße nicht freigegeben;49716;Meppen;Nödike;Einfamilienhaus;;;;;;;
https://www.immowelt.de/expose/259zv5d;2022-07-19 20:22:14.982091;KAUFPREIS GEGEN GEBOT - PROVISIONSFREI! Stadtvilla mit moderner Innenarchitektur;;180;6;543;Straße nicht freigegeben;49716;Meppen;Orde;Villa;;;teilweise unterkellert ;;1990.0;E;Terrasse 
https://www.immowelt.de/expose/24sry58;2022-07-19 20:22:15.693378;Wir suchen ein EFH in Meppen / Lingen oder Papenburg - bis 440.000€;440000.0;170;k.A.;kA  Grundstücksfl  ;Straße nicht freigegeben;49716;Meppen;Nödike;Einfamilienhaus;;;;;;;
https://www.immowelt.de/expose/2xmn44x;2022-07-19 20:22:17.380663;Musterhaus! Ländlich gelegener Neubau - Traum - Bungalow mit Spitzdachgarage;455000.0;105;5;1000;Straße nicht freigegeben;49716;Meppen;Altstadt;Bungalow;;;;;;;
