url;keller;kategorie;stadt;zustand;zeitpunkt;stadtteil;energieeffizienz;anz_stockwerke;grundstueckflaeche;plz;preis;strasse;aussenbereich;titel;typ;wohnflaeche;baujahr;anz_zimmer
https://www.immowelt.de/expose/26khp5h;;Einfamilienhaus;Wolfenbüttel;Zustand: Neubau ;2022-07-24 14:25:39.086008;Wendessen;;;kA  Grundstücksfl  ;38300;226600;Leipziger Allee;;Ein Komforthaus für jedermann im kommenden Baugeb. in Wendessen.;Massivhaus;112;2022;4
