url;keller;kategorie;stadt;zustand;zeitpunkt;stadtteil;energieeffizienz;anz_stockwerke;grundstueckflaeche;plz;preis;strasse;aussenbereich;titel;typ;wohnflaeche;baujahr;anz_zimmer
https://www.immowelt.de/expose/26pk75h;voll unterkellert ;;Landesbergen;;2022-07-23 00:00:27.560330;;;;1875;31628;165000;Straße nicht freigegeben;;Zweifamilienhaus in 31628 Landesbergen, Heidhäuser Str.;;214;1936;k.A.
