url;keller;kategorie;stadt;zustand;zeitpunkt;stadtteil;energieeffizienz;anz_stockwerke;grundstueckflaeche;plz;preis;strasse;aussenbereich;titel;typ;wohnflaeche;baujahr;anz_zimmer
https://www.immowelt.de/expose/26qhu5h;teilweise unterkellert ;;Eydelstedt;Zustand: gepflegt ;2022-07-24 14:20:21.951694;;;;10840;49406;389000;Straße nicht freigegeben;Terrasse ;Ruhe, Platz und viele Möglichkeiten - Ihr Resthof mit gepflegten Nebengebäuden auf dem Lande!;;227;1960;6
