url;zeitpunkt;titel;preis;wohnflaeche;anz_zimmer;grundstueckflaeche;strasse;plz;stadt;stadtteil;kategorie;anz_stockwerke;zustand;keller;typ;baujahr;energieeffizienz;aussenbereich
https://www.immowelt.de/expose/2569v5u;2022-07-22 23:59:06.339453;KFW40 Standard: Ruhig gelegen in Brietlingen: Hervorragend geschnittenes Schwedenhaus;610000;138;5;689;Straße nicht freigegeben;21382;Brietlingen;;Einfamilienhaus;;Zustand: gepflegt ;nicht unterkellert ;;2006.0;C;Terrasse 
https://www.immowelt.de/expose/2582f59;2022-07-22 23:59:06.999700;Charmante Doppelhaushälfte - nahe Lüneburg.;419000;90;4;361.77;Straße nicht freigegeben;21382;Brietlingen;Moorburg;Doppelhaushälfte;;;nicht unterkellert ;;2000.0;;Terrasse 
https://www.immowelt.de/expose/26fbl52;2022-07-22 23:59:07.683947;Großzügiges Einfamilienhaus in beliebter Lage von Brietlingen/Moorburg!;599000;153;4;900;Straße nicht freigegeben;21382;Brietlingen;Moorburg;Einfamilienhaus;;Zustand: gepflegt ;;;2002.0;;Terrasse 
https://www.immowelt.de/expose/2zqc34b;2022-07-22 23:59:08.307892;Individuelles Einfamilienhaus wie Sie es sich vorstellen, in der Nähe von Lüneburg!;499900;160;5;400;Straße nicht freigegeben;21382;Brietlingen;Moorburg;Einfamilienhaus;2.0;Zustand: Neubau ;;Massivhaus;2022.0;;
https://www.immowelt.de/expose/25xwu5z;2022-07-22 23:59:08.969761;Großes Zweifamilienhaus in Moorburg- Zwei Wohneinheiten-Vollkeller- Doppelgarage- sofort verfügbar!;525000;220;7;1149;Straße nicht freigegeben;21382;Brietlingen;Moorburg;Mehrfamilienhaus;;;voll unterkellert ;Massivhaus;1954.0;F;Terrasse, Balkon 
https://www.immowelt.de/expose/25clg5e;2022-07-22 23:59:09.635954;KUNZE: Harsum: familienfreundliches Zweifamilienhaus mit Erdwärmeheizung in idyllischer Lage!;645000;340;11;787;Straße nicht freigegeben;31177;Harsum;Hönnersum;Mehrfamilienhaus;;Zustand: gepflegt ;;;2003.0;A;Terrasse 
https://www.immowelt.de/expose/26v9456;2022-07-22 23:59:10.321967;Nutzen Sie die Chance und bauen mit uns noch nach den aktuellen GEG-Konditionen!!;215010;100;4;1;Straße nicht freigegeben;31177;Harsum;Borsum;Einfamilienhaus;;Zustand: Neubau, projektiert ;;;2022.0;B;
https://www.immowelt.de/expose/26jey57;2022-07-22 23:59:11.010112;Mehrfamilienhaus mit Nebengebäuden und großem Grundstück, auch für Bauherren/Bauträger interessant!;298000;kA  Wohnfläche  ;k.A.;1281;Straße nicht freigegeben;31177;Harsum;;Mehrfamilienhaus;;Zustand: renovierungsbedürftig / sanierungsbedürftig ;;;1910.0;H;
https://www.immowelt.de/expose/265wg5g;2022-07-22 23:59:11.760754;Ein Komforthaus für jedermann im kommenden Baugeb. in Borsum.;226600;112;4;kA  Grundstücksfl  ;Algermisserstraße;31177;Harsum;Borsum;Einfamilienhaus;;Zustand: Neubau ;;Massivhaus;2022.0;;
https://www.immowelt.de/expose/254xg5p;2022-07-22 23:59:12.523232;Einfamilienhaus in 38550 Isenbüttel;174000;101;k.A.;kA  Grundstücksfl  ;Straße nicht freigegeben;38550;Isenbüttel;;;;;;;;;
https://www.immowelt.de/expose/266ja5e;2022-07-22 23:59:13.133113;Einfamilienhaus in 38550 Isenbüttel, Allerkamp;174000;kA  Wohnfläche  ;k.A.;1;Straße nicht freigegeben;38550;Isenbüttel;;;;;;;;;
https://www.immowelt.de/expose/255az5p;2022-07-22 23:59:13.756803;Einfamilienhaus mit Garten & Garage in Isenbüttel;174000;101;k.A.;978;Straße nicht freigegeben;38550;Isenbüttel;;Einfamilienhaus;;;teilweise unterkellert, Dach ausgebaut ;Massivhaus;1972.0;;Garten, Balkon 
https://www.immowelt.de/expose/268p85h;2022-07-22 23:59:14.355525;Einfamilienhaus in 38550 Isenbüttel, Allerkamp;174000;101;k.A.;978;Straße nicht freigegeben;38550;Isenbüttel;;;;;voll unterkellert ;;1972.0;;
https://www.immowelt.de/expose/252dt5p;2022-07-22 23:59:15.405125;Einfamilienhaus mit Garage -provisionsfrei-;174000;100;5;978;Straße nicht freigegeben;38550;Isenbüttel;;Einfamilienhaus;;;voll unterkellert ;;1972.0;;Terrasse, Balkon 
https://www.immowelt.de/expose/25yap5e;2022-07-22 23:59:16.001127;Einfamilienhaus in 38550 Isenbüttel;174000;kA  Wohnfläche  ;k.A.;kA  Grundstücksfl  ;Straße nicht freigegeben;38550;Isenbüttel;;;;;;;;;
https://www.immowelt.de/expose/26x335g;2022-07-22 23:59:16.613802;Zwangsversteigerung Haus, Allerkamp in Isenbüttel;174000;101;5;978;Straße nicht freigegeben;38550;Isenbüttel;;Einfamilienhaus;;;;;;;
https://www.immowelt.de/expose/26shw5g;2022-07-22 23:59:17.286399;ZWEIFAMILIENHAUS IN HEIDENAU;475000;224;7;1326;Straße nicht freigegeben;21258;Heidenau;;Mehrfamilienhaus;;;voll unterkellert ;;1966.0;H;Terrasse, Wintergarten 
