url;keller;kategorie;stadt;zustand;zeitpunkt;stadtteil;energieeffizienz;anz_stockwerke;grundstueckflaeche;plz;preis;strasse;aussenbereich;titel;typ;wohnflaeche;baujahr;anz_zimmer
https://www.immowelt.de/expose/266yw5g;teilweise unterkellert ;Einfamilienhaus;Merzen;Zustand: gepflegt ;2022-07-22 23:54:57.790794;;F;;3126;49586;1980000;Straße nicht freigegeben;Terrasse, Balkon ;3 Mehrparteienhäuser mit 18 Wohneinheiten in 49586 Merzen zu verkaufen.;;1632.12;1992;k.A.
