url;zeitpunkt;titel;preis;wohnflaeche;anz_zimmer;grundstueckflaeche;strasse;plz;stadt;stadtteil;kategorie;anz_stockwerke;zustand;keller;typ;baujahr;energieeffizienz;aussenbereich
https://www.immowelt.de/expose/255qk5u;2022-07-22 23:49:27.724099;Modernes Wohnen im Landwehrviertel;460000.0;131.29;4,5;157;Straße nicht freigegeben;49076;Osnabrück;Eversburg;Reihenmittelhaus;;;;KfW 55;2022;A;Terrasse 
https://www.immowelt.de/expose/25xpk5u;2022-07-22 23:49:28.501650;Eigentum in Landwehrviertel - schöner grüner Wohnen;460000.0;131.29;4,5;157;Straße nicht freigegeben;49076;Osnabrück;Eversburg;Reihenmittelhaus;;;;KfW 55;2022;A;Terrasse 
https://www.immowelt.de/expose/25nax5k;2022-07-22 23:49:29.112806;Mehrfamilienhaus in 49090 Osnabrück;382000.0;216;k.A.;kA  Grundstücksfl  ;Straße nicht freigegeben;49090;Osnabrück;Hafen;;;;;;;;
https://www.immowelt.de/expose/25jfj58;2022-07-22 23:49:29.786423;GEGEN GEBOT! Modernisiertes Einfamilienhaus in Siedlungsrandlage!;;161;5;560;Straße nicht freigegeben;49090;Osnabrück;Pye;Einfamilienhaus;3 ;Zustand: renoviert / saniert ;teilweise unterkellert ;;1987;C;Terrasse, Garten, Wintergarten 
https://www.immowelt.de/expose/25zca57;2022-07-22 23:49:30.407075;*** Bauen Sie mit uns Ihr Traumhaus ***;499900.0;182;5;467;Straße nicht freigegeben;49090;Osnabrück;Eversburg;Einfamilienhaus;;;;KfW 55;2022;;
https://www.immowelt.de/expose/2xapz4q;2022-07-22 23:49:31.047818; Haushälfte mit Keller(Rechte Hälfte) , in ruhiger Grünlage zu Verkaufen, Provisionsfrei!;710000.0;141;5;549;Prof. Horstmann Str. 20;49090;Osnabrück;Haste;Mehrfamilienhaus;1 Geschoss;Zustand: Neubau ;voll unterkellert ;;2021;;Terrasse, Balkon 
https://www.immowelt.de/expose/25fca57;2022-07-22 23:49:31.666973;***Mehr Stil - mehr Ambiente - OKAL - Jetzt den Preisvorteil sichern***;420900.0;185;5;489;Straße nicht freigegeben;49090;Osnabrück;Eversburg;Einfamilienhaus;;;;KfW 55;2022;;
https://www.immowelt.de/expose/25cpk5u;2022-07-22 23:49:32.512387;Neubauprojekt - Exklusives Wohnen in Osnabrück;480000.0;127.94;4,5;185;Straße nicht freigegeben;49076;Osnabrück;Eversburg;Reihenendhaus;;;;KfW 55;2022;A;Terrasse 
https://www.immowelt.de/expose/26j9a5e;2022-07-22 23:49:33.103192;Einfamilienhaus in 49090 Osnabrück, Holunderweg;382000.0;216;k.A.;798;Straße nicht freigegeben;49090;Osnabrück;Hafen;;;;voll unterkellert ;;1953;;
https://www.immowelt.de/expose/25gja57;2022-07-22 23:49:34.052246;***Tolle Stadtvilla - Ganz nach Ihren Wünschen***;379900.0;124;4;398;Straße nicht freigegeben;49090;Osnabrück;Eversburg;Einfamilienhaus;;;;KfW 55;2022;;
https://www.immowelt.de/expose/24gds5s;2022-07-22 23:49:34.689516;Exklusives Einfamilienhaus in Sackgassenlage;421000.0;130;4;488;Straße nicht freigegeben;49090;Osnabrück;Eversburg;Einfamilienhaus;;Zustand: Neubau, projektiert ;;;2022;;
https://www.immowelt.de/expose/26g5b5c;2022-07-22 23:49:35.308977;Provisionsfrei! Exklusives Wohnhaus mit 3 WE in Osnabrück zu verkaufen;899900.0;235;8;803;Straße nicht freigegeben;49090;Osnabrück;Eversburg;Einfamilienhaus;;;;;1995;;
https://www.immowelt.de/expose/253pk5u;2022-07-22 23:49:36.362629;Für junge Familien - Erfüllen Sie sich Ihren Traum eines Einfamilienhauses;490000.0;134.14;4,5;266;Straße nicht freigegeben;49076;Osnabrück;Eversburg;Reihenendhaus;;Zustand: Erstbezug ;;KfW 55, Massivhaus;2022;B;Terrasse, Garten 
https://www.immowelt.de/expose/262835g;2022-07-22 23:49:36.942158;Zwangsversteigerung Haus, Holunderweg in Osnabrück;382000.0;267;7;798;Straße nicht freigegeben;49090;Osnabrück;Hafen;Einfamilienhaus;;;;;;;
https://www.immowelt.de/expose/26wr55g;2022-07-22 23:49:37.570690;Traumhaftes Reihenhaus im Landwehrviertel;480000.0;134.14;4,5;194;Straße nicht freigegeben;49076;Osnabrück;Eversburg;Reihenendhaus;;Zustand: Erstbezug ;;KfW 55, Massivhaus;2022;B;Terrasse, Garten 
https://www.immowelt.de/expose/25jea57;2022-07-22 23:49:38.245970;***Mit OKAL zum Traumhaus***;344900.0;106;4;384;Straße nicht freigegeben;49090;Osnabrück;Eversburg;Einfamilienhaus;;;;KfW 55;2022;;
https://www.immowelt.de/expose/257ja57;2022-07-22 23:49:38.891298;Ihr Bungalow altersgerecht wohnen auf einer Ebene!;394900.0;106;4;387;Straße nicht freigegeben;49090;Osnabrück;Eversburg;Einfamilienhaus;;;;KfW 55;2022;;
https://www.immowelt.de/expose/26z665h;2022-07-22 23:49:39.517066;EFH mit 600 m² Eigentumsgrundstück in OS-Eversburg, Nähe Rubbenbruchsee, gute Verkehrsanbindung, direkt am Grünen Finger;430000.0;160;5;600;Straße nicht freigegeben;49090;Osnabrück;Eversburg;Einfamilienhaus;2 ;Zustand: Altbau (bis 1945) ;teilweise unterkellert ;;1877;F;Terrasse, Garten 
https://www.immowelt.de/expose/2662e54;2022-07-22 23:49:40.176644;Rohdiamant zum selbst Schleifen - Sanierungsbedürftige DHH mit einer Einliegerwohnung;339900.0;112.27;5;350;Straße nicht freigegeben;49090;Osnabrück;Eversburg;Doppelhaushälfte;;Zustand: renovierungsbedürftig / sanierungsbedürftig ;voll unterkellert ;;1910;G;Terrasse, Garten 
https://www.immowelt.de/expose/262y659;2022-07-22 23:49:40.817546;Zweifamilienhaus in bester Lage im Landwehrviertel;620000.0;150.12;6;1187;Straße nicht freigegeben;49090;Osnabrück;Eversburg;Mehrfamilienhaus;;;voll unterkellert ;Massivhaus;1965;;
https://www.immowelt.de/expose/242b35q;2022-07-22 23:49:41.653610;Exklusive Doppelhaushälfte;421000.0;130;4;488;Straße nicht freigegeben;49090;Osnabrück;Eversburg;Doppelhaushälfte;;Zustand: Neubau, projektiert ;;;2022;;
https://www.immowelt.de/expose/24rgs59;2022-07-22 23:49:42.272828;3-Familienhaus (weitere Wohnungen können ggf. ausgebaut werden).;520000.0;204;8;866;Straße nicht freigegeben;49090;Osnabrück;Eversburg;Mehrfamilienhaus;;;;;1897;;
https://www.immowelt.de/expose/26ga75h;2022-07-22 23:49:42.885816;Anwesen in 27327 Martfeld, Kirchstr.;345000.0;191;k.A.;5010;Straße nicht freigegeben;27327;Martfeld;;;;;;;;;
https://www.immowelt.de/expose/26pfs5f;2022-07-22 23:49:43.555819;Wunderschönes und modernes, freistehendes Einfamilienhaus in Sackgassenlage;559900.0;170;5;920;Straße nicht freigegeben;27798;Hude;Oldenburg;Einfamilienhaus;1 Geschoss;;;;1999;D;Terrasse, Garten, Wintergarten 
https://www.immowelt.de/expose/256dl5a;2022-07-22 23:49:44.181363;RUHIG, IDYLLISCH UND DOCH NAHEZU IM ZENTRUM! Traumhaftes Anwesen in Hude!;1200000.0;150;4;13031;Vielstedter Straße 71;27798;Hude;OldenburgVielstedt;Einfamilienhaus;2 ;Zustand: Altbau (bis 1945) ;teilweise unterkellert ;;1935;;Balkon 
https://www.immowelt.de/expose/26et456;2022-07-22 23:49:44.826461;Et voilà - eine Oase der Ruhe;1150000.0;316.51;6,5;2400;Straße nicht freigegeben;27798;Hude;OldenburgVielstedt;Einfamilienhaus;;;;;2004;D;Terrasse 
https://www.immowelt.de/expose/26ux75a;2022-07-22 23:49:45.533690;Hude 1-2 Familienhaus mit Sauna / Ofen/ Keller/ Garten;545000.0;250;7,5;611;Heinestraße, 5;27798;Hude;OldbVielstedt;Mehrfamilienhaus;;Zustand: gepflegt ;voll unterkellert ;;1971;A;Terrasse, Garten 
https://www.immowelt.de/expose/264qx59;2022-07-22 23:49:46.203701;Paradies auf Erden: Hochwertig sanierte Retro-Villa mit parkähnlichem Traumgarten;1475000.0;429.64;10;6822.09;Straße nicht freigegeben;27798;Hude;Nordenholz;Villa;;;voll unterkellert ;;1967;E;Terrasse, Garten 
https://www.immowelt.de/expose/26jk45f;2022-07-22 23:49:46.783965;Einfamilienhaus in 27798 Hude, Jägerstr.;210000.0;102;k.A.;622;Straße nicht freigegeben;27798;Hude;;;;;voll unterkellert ;;1970;;
https://www.immowelt.de/expose/26esa59;2022-07-22 23:49:47.592311;Einfamilienhaus in 27798 Hude (Oldenburg);210000.0;172;k.A.;kA  Grundstücksfl  ;Straße nicht freigegeben;27798;Hude;Oldenburg;;;;;;;;
https://www.immowelt.de/expose/25yxp5y;2022-07-22 23:49:48.300987;Exklusives, modernes Anwesen in traumhafter Alleinlage von Hude;2150000.0;356;8;9950;Straße nicht freigegeben;27798;Hude;Oldenburg;Einfamilienhaus;;Zustand: gepflegt ;teilweise unterkellert ;Massivhaus;2017;B;Terrasse, Garten 
