url;keller;kategorie;stadt;zustand;zeitpunkt;stadtteil;energieeffizienz;anz_stockwerke;grundstueckflaeche;plz;preis;strasse;aussenbereich;titel;typ;wohnflaeche;baujahr;anz_zimmer
https://www.immowelt.de/expose/26u6b5h;teilweise unterkellert ;Mehrfamilienhaus;Rohrsen;;2022-07-24 14:27:56.353241;;;;1900;31627;379000;Straße nicht freigegeben;;Gut gepflegtes Zweifamilienhaus auf großzügigem Grundstück in schöner und ruhiger Lage von Rohrsen;Massivhaus;340;1956;7
